station_id,NOM_USUEL,LAT,LON,ALTI_x,date,PMERM,QPMERM,PMERMIN,QPMERMIN,INST,QINST,GLOT,QGLOT,SIGMA,QSIGMA,UN,QUN,HUN,QHUN,UX,QUX,HUX,QHUX,UM,QUM,DHUMI40,QDHUMI40,DHUMI80,QDHUMI80,TSVM,QTSVM,ETPMON,QETPMON,ETPGRILLE,QETPGRILLE,NEIGETOTX,QNEIGETOTX,NEIGETOT06,QNEIGETOT06,NEIG,QNEIG,BROU,QBROU,GELEE,QGELEE,FUMEE,QFUMEE,BRUME,QBRUME,ALTI_y,RR,QRR,TN,QTN,HTN,QHTN,TX,QTX,HTX,QHTX,TM,QTM,TNTXM,QTNTXM,TAMPLI,QTAMPLI,TNSOL,QTNSOL,TN50,QTN50,DG,QDG,FFM,QFFM,FXY,QFXY,DXY,QDXY,HXY,QHXY,FXI,QFXI,DXI,QDXI,HXI,QHXI,FXI3S,QFXI3S,QDXI3S,HXI3S,QHXI3S,CODE_STIF_TRNS_x,CODE_STIF_RES_x,LIBELLE_ARRET_x,lda,CATEGORIE_TITRE_x,NB_VALD_x,Rang,Réseau,station_name,traffic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement pour Paris,Year,JOUR,CODE_STIF_TRNS_y,CODE_STIF_RES_y,CODE_STIF_ARRET_x,LIBELLE_ARRET_y,ID_REFA_LDA_x,CATEGORIE_TITRE_y,NB_VALD_y,CODE_STIF_TRNS,CODE_STIF_RES,CODE_STIF_ARRET_y,LIBELLE_ARRET,ID_REFA_LDA_y,CAT_JOUR,TRNC_HORR_60,pourc_validations,Code postal arrondissement - Commune,Référence Chantier,start_date,end_date,Responsable du chantier,Maîtrise d'ouvrage principale,Surface (m2),Synthèse - Nature du chantier,Encombrement espace public,Impact stationnement,Identifiant demande CITE,Identifiant Chantier CITE,geo_shape,geo_point_2d,disruption_category,disruption_effect,reseau,mode,probleme
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-06,,,,,23.0,9.0,537.0,9.0,3.0,9.0,57.0,1.0,1104.0,9.0,80.0,1.0,430.0,9.0,69.0,1.0,0.0,9.0,59.0,9.0,6.3,9.0,1.5,9.0,1.6,9.0,,,,,,,,,,,,,,,27,0.0,1.0,3.5,1.0,633.0,9.0,7.7,1.0,1631.0,9.0,5.8,1.0,5.6,1.0,4.2,1.0,2.8,9.0,,,0.0,9.0,2.3,1.0,3.9,1.0,320.0,1.0,131.0,9.0,7.5,1.0,240.0,9.0,2212.0,9.0,7.0,9.0,,2158.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,9.0,,,,,,,,,,,,,,,46,8.2,1.0,5.2,1.0,546.0,9.0,10.0,1.0,1325.0,9.0,7.3,1.0,7.6,1.0,4.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,9.0,,,,,,,,,,,,,,,330,,,2.5,1.0,615.0,9.0,6.8,1.0,1610.0,9.0,4.5,1.0,4.7,1.0,4.3,1.0,,,,,0.0,9.0,8.1,1.0,12.3,1.0,240.0,1.0,1713.0,9.0,17.1,1.0,240.0,1.0,1706.0,9.0,16.8,9.0,,1706.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,9.0,,,,,,,,,,,,,,,55,6.0,1.0,5.6,1.0,530.0,9.0,9.8,1.0,1306.0,9.0,7.5,1.0,7.7,1.0,4.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-07,1003.1,1.0,1000.2,1.0,27.0,9.0,686.0,9.0,4.0,9.0,48.0,1.0,1234.0,9.0,90.0,1.0,2343.0,9.0,66.0,1.0,0.0,9.0,125.0,9.0,6.5,9.0,2.1,9.0,2.4,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,9.5,1.0,4.6,1.0,546.0,9.0,9.6,1.0,1232.0,9.0,6.8,1.0,7.1,1.0,5.0,1.0,3.6,9.0,4.2,9.0,0.0,9.0,3.7,1.0,6.7,1.0,250.0,1.0,1309.0,9.0,13.0,1.0,250.0,1.0,1412.0,9.0,11.2,1.0,,1510.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,9.0,,,,,,,,,,,,,,,75,,,4.6,1.0,530.0,9.0,9.6,1.0,1332.0,9.0,6.7,1.0,7.1,1.0,5.0,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-07,,,,,47.0,9.0,726.0,9.0,7.0,9.0,50.0,1.0,1256.0,9.0,88.0,1.0,2346.0,9.0,67.0,1.0,0.0,9.0,161.0,9.0,6.6,9.0,2.1,9.0,2.3,9.0,,,,,,,,,,,,,,,27,7.8,1.0,4.8,1.0,518.0,9.0,9.9,1.0,1603.0,9.0,6.9,1.0,7.4,1.0,5.1,1.0,4.2,9.0,,,0.0,9.0,3.4,1.0,5.9,1.0,240.0,1.0,1233.0,9.0,11.5,1.0,250.0,1.0,1324.0,9.0,10.5,9.0,,1502.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,46,17.1,1.0,5.5,1.0,102.0,9.0,15.0,1.0,1142.0,9.0,10.7,1.0,10.3,1.0,9.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9.0,,,,,,,,,,,,,,,330,,,3.5,1.0,139.0,9.0,12.3,1.0,1313.0,9.0,8.8,1.0,7.9,1.0,8.8,1.0,,,,,0.0,9.0,13.3,1.0,20.2,1.0,260.0,9.0,2147.0,9.0,27.8,1.0,260.0,9.0,2138.0,9.0,26.4,9.0,,2138.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,55,9.2,1.0,6.0,1.0,140.0,9.0,15.0,1.0,1316.0,9.0,11.0,1.0,10.5,1.0,9.0,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-08,993.2,1.0,991.5,1.0,40.0,9.0,600.0,9.0,6.0,9.0,72.0,1.0,1305.0,9.0,97.0,1.0,646.0,9.0,89.0,1.0,0.0,9.0,1359.0,9.0,11.3,9.0,1.0,9.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,23.9,1.0,5.3,1.0,109.0,9.0,15.1,1.0,1307.0,9.0,10.4,1.0,10.2,1.0,9.8,1.0,4.6,9.0,4.6,9.0,0.0,9.0,4.6,1.0,6.8,1.0,200.0,1.0,501.0,9.0,16.9,1.0,280.0,1.0,1707.0,9.0,14.7,1.0,,1710.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,1
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,75,,,5.1,1.0,58.0,9.0,15.1,1.0,1306.0,9.0,10.2,1.0,10.1,1.0,10.0,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-08,,,,,102.0,9.0,706.0,9.0,15.0,9.0,73.0,1.0,1125.0,9.0,94.0,1.0,625.0,9.0,87.0,1.0,0.0,9.0,1301.0,9.0,11.3,9.0,1.2,9.0,1.1,9.0,,,,,,,,,,,,,,,27,12.0,1.0,5.8,1.0,16.0,9.0,15.6,1.0,1132.0,9.0,10.8,1.0,10.7,1.0,9.8,1.0,4.7,9.0,,,0.0,9.0,4.3,1.0,6.4,1.0,190.0,1.0,543.0,9.0,14.6,1.0,250.0,9.0,2146.0,9.0,12.3,9.0,,2146.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,46,5.6,1.0,9.9,1.0,102.0,9.0,15.6,1.0,1318.0,9.0,12.4,1.0,12.8,1.0,5.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,330,,,8.0,1.0,51.0,9.0,12.6,1.0,1221.0,9.0,10.2,1.0,10.3,1.0,4.6,1.0,,,,,0.0,9.0,11.8,1.0,18.5,1.0,240.0,1.0,147.0,9.0,26.5,1.0,240.0,1.0,250.0,9.0,24.6,9.0,,250.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,55,1.8,1.0,10.2,1.0,121.0,9.0,15.0,1.0,1311.0,9.0,12.6,1.0,12.6,1.0,4.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-09,997.5,1.0,991.5,1.0,98.0,9.0,741.0,9.0,14.0,9.0,61.0,1.0,1211.0,9.0,92.0,1.0,2330.0,9.0,81.0,1.0,0.0,9.0,985.0,9.0,11.3,9.0,1.9,9.0,2.1,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,6.6,1.0,9.0,1.0,130.0,9.0,15.5,1.0,1210.0,9.0,12.0,1.0,12.3,1.0,6.5,1.0,6.6,9.0,7.6,9.0,0.0,9.0,5.4,1.0,7.6,1.0,220.0,1.0,1327.0,9.0,16.1,1.0,230.0,1.0,1433.0,9.0,14.9,1.0,,1433.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,75,,,9.0,1.0,123.0,9.0,15.2,1.0,1209.0,9.0,11.9,1.0,12.1,1.0,6.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-09,,,,,120.0,9.0,825.0,9.0,18.0,9.0,62.0,1.0,1208.0,9.0,91.0,1.0,2326.0,9.0,80.0,1.0,0.0,9.0,990.0,9.0,11.4,9.0,1.9,9.0,2.0,9.0,,,,,,,,,,,,,,,27,3.6,1.0,9.3,1.0,119.0,9.0,15.4,1.0,1159.0,9.0,12.3,1.0,12.4,1.0,6.1,1.0,7.9,9.0,,,0.0,9.0,4.9,1.0,7.2,1.0,200.0,1.0,1438.0,9.0,13.3,1.0,210.0,1.0,1300.0,9.0,12.3,9.0,,1422.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,9.0,,,,,,,,,,,,,,,46,1.0,1.0,5.4,1.0,1612.0,9.0,9.6,1.0,739.0,9.0,7.8,1.0,7.5,1.0,4.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,9.0,,,,,,,,,,,,,,,330,,,2.6,1.0,1601.0,9.0,7.4,1.0,721.0,9.0,5.2,1.0,5.0,1.0,4.8,1.0,,,,,0.0,9.0,13.2,1.0,23.7,1.0,260.0,1.0,812.0,9.0,33.2,1.0,280.0,1.0,1051.0,9.0,30.7,9.0,,803.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,9.0,,,,,,,,,,,,,,,55,0.6,1.0,5.4,1.0,1646.0,9.0,10.0,1.0,835.0,9.0,8.2,1.0,7.7,1.0,4.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-10,1000.6,1.0,989.8,1.0,6.0,9.0,363.0,9.0,1.0,9.0,57.0,1.0,1217.0,9.0,90.0,1.0,429.0,9.0,76.0,1.0,0.0,9.0,495.0,9.0,8.0,9.0,1.5,9.0,1.5,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.6,1.0,5.5,1.0,1706.0,9.0,9.5,1.0,823.0,9.0,7.6,1.0,7.5,1.0,4.0,1.0,4.9,9.0,5.1,9.0,0.0,9.0,5.4,1.0,10.3,1.0,280.0,1.0,1321.0,9.0,23.0,1.0,290.0,1.0,802.0,9.0,20.7,1.0,,955.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,9.0,,,,,,,,,,,,,,,75,,,5.3,1.0,1754.0,9.0,9.4,1.0,817.0,9.0,7.5,1.0,7.4,1.0,4.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-10,,,,,11.0,9.0,432.0,9.0,2.0,9.0,57.0,1.0,1213.0,9.0,90.0,1.0,634.0,9.0,78.0,1.0,0.0,9.0,693.0,9.0,8.1,9.0,1.3,9.0,1.5,9.0,,,,,,,,,,,,,,,27,0.4,1.0,5.1,1.0,1758.0,9.0,9.6,1.0,730.0,9.0,7.4,1.0,7.4,1.0,4.5,1.0,4.7,9.0,,,0.0,9.0,4.6,1.0,8.9,1.0,290.0,1.0,1333.0,9.0,20.7,1.0,280.0,1.0,1328.0,9.0,18.5,9.0,,1016.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,46,0.8,1.0,3.6,1.0,531.0,9.0,10.2,1.0,548.0,9.0,6.6,1.0,6.9,1.0,6.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,9.0,,,,,,,,,,,,,,,330,,,1.1,1.0,559.0,9.0,9.4,1.0,144.0,9.0,4.4,1.0,5.3,1.0,8.3,1.0,,,,,0.0,9.0,4.9,1.0,14.3,1.0,260.0,9.0,0.0,9.0,22.5,1.0,280.0,9.0,2357.0,9.0,21.7,9.0,,2357.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,55,0.8,1.0,3.9,1.0,535.0,9.0,10.5,1.0,317.0,9.0,6.8,1.0,7.2,1.0,6.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-11,1010.9,1.0,1009.2,1.0,110.0,9.0,909.0,9.0,16.0,9.0,55.0,1.0,1257.0,9.0,94.0,1.0,2253.0,9.0,74.0,1.0,0.0,9.0,504.0,9.0,7.1,9.0,1.6,9.0,1.8,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,1.2,1.0,3.5,1.0,616.0,9.0,9.6,1.0,307.0,9.0,6.5,1.0,6.6,1.0,6.1,1.0,2.0,9.0,2.5,9.0,0.0,9.0,2.6,1.0,3.9,1.0,190.0,1.0,1941.0,9.0,8.2,1.0,190.0,1.0,1924.0,9.0,7.4,1.0,,1925.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,75,,,3.4,1.0,516.0,9.0,9.7,1.0,315.0,9.0,6.3,1.0,6.6,1.0,6.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-11,,,,,149.0,9.0,948.0,9.0,22.0,9.0,57.0,1.0,1244.0,9.0,93.0,1.0,2345.0,9.0,74.0,1.0,0.0,9.0,379.0,9.0,7.2,9.0,1.5,9.0,1.7,9.0,,,,,,,,,,,,,,,27,0.8,1.0,2.5,1.0,2304.0,9.0,10.1,1.0,154.0,9.0,6.6,1.0,6.3,1.0,7.6,1.0,0.6,9.0,,,0.0,9.0,2.6,1.0,4.4,1.0,160.0,1.0,933.0,9.0,7.1,1.0,160.0,1.0,932.0,9.0,6.6,9.0,,932.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,46,1.0,1.0,7.6,1.0,2149.0,9.0,15.0,1.0,1336.0,9.0,12.2,1.0,11.3,1.0,7.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,9.0,,,,,,,,,,,,,,,330,,,5.8,1.0,2141.0,9.0,12.0,1.0,1450.0,9.0,10.0,1.0,8.9,1.0,6.2,1.0,,,,,0.0,9.0,10.2,1.0,16.6,1.0,270.0,1.0,210.0,9.0,22.8,1.0,210.0,9.0,2057.0,9.0,20.8,9.0,,2138.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,55,0.8,1.0,7.9,1.0,2137.0,9.0,15.0,1.0,1331.0,9.0,12.4,1.0,11.5,1.0,7.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-12,1012.4,1.0,1008.3,1.0,141.0,9.0,866.0,9.0,21.0,9.0,56.0,1.0,1258.0,9.0,95.0,1.0,100.0,9.0,78.0,1.0,0.0,9.0,753.0,9.0,10.8,9.0,1.8,9.0,1.8,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,1.2,1.0,7.7,1.0,2143.0,9.0,15.4,1.0,1329.0,9.0,11.9,1.0,11.6,1.0,7.7,1.0,5.7,9.0,6.7,9.0,0.0,9.0,3.9,1.0,6.5,1.0,210.0,9.0,2046.0,9.0,13.4,1.0,200.0,9.0,2048.0,9.0,11.8,1.0,,2048.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,9.0,,,,,,,,,,,,,,,75,,,7.3,1.0,2137.0,9.0,15.2,1.0,1328.0,9.0,11.7,1.0,11.3,1.0,7.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75116008,LONGCHAMP,48.854833,2.233667,27.0,2023-03-12,,,,,206.0,9.0,955.0,9.0,30.0,9.0,55.0,1.0,1315.0,9.0,94.0,1.0,30.0,9.0,78.0,1.0,0.0,9.0,718.0,9.0,10.9,9.0,1.7,9.0,1.6,9.0,,,,,,,,,,,,,,,27,1.4,1.0,7.6,1.0,2115.0,9.0,15.1,1.0,1256.0,9.0,12.1,1.0,11.4,1.0,7.5,1.0,6.8,9.0,,,0.0,9.0,3.7,1.0,6.5,1.0,200.0,9.0,2109.0,9.0,12.4,1.0,200.0,9.0,2107.0,9.0,11.7,9.0,,2107.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116,,,,,,,,,,,,,,,,,,0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9.0,,,,,,,,,,,,,,,46,0.8,1.0,12.3,1.0,2100.0,9.0,16.8,1.0,1116.0,9.0,13.9,1.0,14.6,1.0,4.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75106,,,,,,,,,,,,,,,,,,0
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9.0,,,,,,,,,,,,,,,330,,,10.4,1.0,2109.0,9.0,13.6,1.0,1153.0,9.0,11.5,1.0,12.0,1.0,3.2,1.0,,,,,0.0,9.0,11.9,1.0,15.2,1.0,210.0,9.0,2315.0,9.0,25.8,1.0,200.0,9.0,2313.0,9.0,24.3,9.0,,1150.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75107,,,,,,,,,,,,,,,,,,0
75110001,LARIBOISIERE,48.882833,2.352,55.0,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9.0,,,,,,,,,,,,,,,55,0.8,1.0,12.5,1.0,2110.0,9.0,16.3,1.0,1159.0,9.0,14.0,1.0,14.4,1.0,3.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75110,,,,,,,,,,,,,,,,,,0
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,2023-03-13,1001.1,1.0,994.9,1.0,59.0,9.0,516.0,9.0,9.0,9.0,66.0,1.0,1204.0,9.0,91.0,1.0,1.0,9.0,79.0,1.0,0.0,9.0,666.0,9.0,12.1,9.0,2.2,9.0,2.5,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,1.0,1.0,12.1,1.0,2126.0,9.0,16.0,1.0,1114.0,9.0,13.4,1.0,14.1,1.0,3.9,1.0,10.4,9.0,11.0,9.0,0.0,9.0,5.8,1.0,8.6,1.0,220.0,9.0,2308.0,9.0,18.3,1.0,230.0,1.0,1129.0,9.0,16.1,1.0,,1129.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9.0,,,,,,,,,,,,,,,75,,,11.8,1.0,2105.0,9.0,15.9,1.0,1114.0,9.0,13.3,1.0,13.9,1.0,4.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75114,,,,,,,,,,,,,,,,,,0
