Geo Point;Geo Shape;insee;emp2006;emp2007;emp2008;emp2009;emp2010;emp2011;emp2012;emp2013;emp2014;emp2015;objectid_1;objectid;emp1999;emp1990;emp1982;emp1975;emp2016;emp2017
48.4595389551, 3.22443099419;"{""coordinates"": [[3.224430994190719, 48.459538955088185]], ""type"": ""MultiPoint""}";77347;237.530915;225.660173;232.14788;239.058987;246.287793;246.12;251.07;259.99087474;264.547358;266.74134882;351;351;196;202;232;240;256.36227402;224.52341857
49.0826694824, 2.65503196041;"{""coordinates"": [[2.655031960407527, 49.08266948244047]], ""type"": ""MultiPoint""}";77349;722.306344;698.09686;699.608669;684.202418;698.566444;719.04;715.66;704.79579691;836.921617;837.66659889;353;353;702;629;356;250;819.84910931;841.17655807
48.9730500387, 2.92452159817;"{""coordinates"": [[2.924521598174011, 48.97305003868427]], ""type"": ""MultiPoint""}";77369;545.928457;584.350766;632.614277;702.11344;741.051816;746.7;725.71;733.55201972;681.438537;670.94150841;371;371;367;406;436;375;640.059239;669.7653946
48.7129843472, 2.73689573963;"{""coordinates"": [[2.736895739633173, 48.712984347236485]], ""type"": ""MultiPoint""}";77377;429.805001;444.893174;419.988277;435.867831;451.417264;446.04;455.4;491.3006666;534.276646;533.41333795;378;378;364;244;200;180;568.13128404;585.31999556
48.5175648459, 2.55042487683;"{""coordinates"": [[2.550424876829114, 48.517564845891705]], ""type"": ""MultiPoint""}";77378;631.577434;601.8403;643.854628;581.922511;597.582331;619.89;633.53;619.39314743;710.781324;703.70306409;379;379;561;581;580;400;696.65086931;691.65011503
48.3398512841, 2.64223956267;"{""coordinates"": [[2.642239562666481, 48.33985128409102]], ""type"": ""MultiPoint""}";77386;65.344562;62.780206;66.190232;75.02404;73.404418;78.23;80.84;75.01149716;63.553534;70.81015082;387;387;69;103;128;80;69.04279993;62.27337646
48.5064333757, 2.65924651098;"{""coordinates"": [[2.659246510977589, 48.5064333757232]], ""type"": ""MultiPoint""}";77389;894.319408;934.687721;914.698239;951.041825;954.849381;926.44;911.18;918.21192699;946.602858;900.18262671;390;390;843;956;1052;1070;926.54515728;955.34341355
49.0638044768, 2.71956960489;"{""coordinates"": [[2.719569604892622, 49.0638044768021]], ""type"": ""MultiPoint""}";77392;41.151113;43.18849;37.748837;39.553236;40.480403;39.36;40.84;42.15015832;43.900651;46.74861998;393;393;40;32;44;35;54.67220318;50.19681476
48.8763265103, 3.29307055811;"{""coordinates"": [[3.293070558112422, 48.87632651032988]], ""type"": ""MultiPoint""}";77398;61.580385;67.336444;64.200722;65.646173;86.564462;84.72;80.68;79.13013009;81.437221;88.24946254;399;399;69;88;92;70;87.70596462;90.11896638
48.5389038823, 2.5246969478;"{""coordinates"": [[2.524696947802439, 48.53890388225299]], ""type"": ""MultiPoint""}";77407;2987.484148;3101.329065;3110.531135;2968.14425;2979.037864;2905.59;2772.89;2724.91052868;2756.630706;2851.20529292;407;407;3074;3102;2364;2220;2885.64591986;2899.28325714
48.7377554423, 3.3198552153;"{""coordinates"": [[3.319855215298592, 48.73775544227599]], ""type"": ""MultiPoint""}";77421;26.739369;27.586849;22.118398;23.420203;22.000106;21.13;20.83;27.10173276;33.526162;35.99930428;421;421;34;20;40;30;38.10887646;42.40878111
48.985472062, 2.71496805173;"{""coordinates"": [[2.714968051729581, 48.98547206197594]], ""type"": ""MultiPoint""}";77427;134.499237;131.880138;138.011684;141.519765;136.390542;140.95;142.82;148.38211166;153.590345;164.58199292;426;426;114;149;192;105;149.29409977;149.78376725
48.5655564082, 2.92009795653;"{""coordinates"": [[2.92009795653358, 48.56555640817601]], ""type"": ""MultiPoint""}";77428;36.439684;34.341432;35.298732;55.233777;50.776513;57.02;59.02;55.72927509;68.476417;71.07964193;427;427;53;57;56;25;69.00880539;74.12860507
48.7098437285, 3.3934269278;"{""coordinates"": [[3.393426927803973, 48.70984372847853]], ""type"": ""MultiPoint""}";77444;64.986222;52.925857;55.326692;40.807578;38.560952;42.97;45.86;45.18907468;52.08959;51.69323282;443;443;47;53;68;50;42.12772341;40.21181225
48.6591860982, 2.72598040538;"{""coordinates"": [[2.725980405382079, 48.65918609823481]], ""type"": ""MultiPoint""}";77457;130.733008;110.690203;102.058316;97.703463;99.359456;95.17;83.65;87.02559518;81.67884;79.83997805;456;456;126;136;116;95;85.9726075;94.51526728
48.5873578348, 3.13841883805;"{""coordinates"": [[3.13841883805366, 48.58735783484861]], ""type"": ""MultiPoint""}";77496;23.850743;26.345672;24.863795;26.198984;35.567685;31.57;28.75;38.39721949;38.718517;31.71281711;493;493;26;32;28;45;30.7587778;32.01807535
48.326791261, 2.84628656014;"{""coordinates"": [[2.846286560135429, 48.326791261031445]], ""type"": ""MultiPoint""}";77501;112.472776;106.095906;102.000206;101.46793;106.681948;94.34;103.46;103.33635613;119.277181;123.8263961;496;496;97;72;92;115;127.42697341;117.67720819
48.9202170402, 2.98481559056;"{""coordinates"": [[2.98481559055837, 48.920217040239706]], ""type"": ""MultiPoint""}";77505;76.717026;72.349501;68.848238;68.01177;58.553911;53.93;49.91;51.15262783;47.151753;45.40104684;498;498;78;38;32;60;44.4320631;33.90007533
48.405313087, 3.35957000724;"{""coordinates"": [[3.359570007237948, 48.40531308699909]], ""type"": ""MultiPoint""}";77523;17.757024;17.957586;15.033795;16.171594;17.024544;17.69;17.9;20.07093364;23.421306;23.64871007;516;516;47;24;20;40;22.68094409;22.54930879
48.57013109, 2.66323990562;"{""coordinates"": [[2.663239905616458, 48.570131090021995]], ""type"": ""MultiPoint""}";77528;294.721421;287.293775;306.362192;307.581058;322.918904;319.38;336.71;335.83204895;333.421952;330.13070595;521;521;302;284;208;205;318.51291533;292.89967184
48.4674989089, 1.90269715076;"{""coordinates"": [[1.902697150762256, 48.46749890892714]], ""type"": ""MultiPoint""}";78009;33.820618;32.006199;37.008757;40.150915;38.946029;42.81;43.41;47.83646677;45.736323;45.0453087;532;532;35;37;64;70;38.77819505;36.86983218
49.0478561345, 1.57180172563;"{""coordinates"": [[1.571801725627122, 49.04785613446206]], ""type"": ""MultiPoint""}";78057;148.250841;144.338343;146.620015;151.525146;141.63322;144.58;150.47;152.48324972;161.157953;178.63168446;548;548;176;225;128;165;176.79248795;166.83015198
48.8212191743, 1.79791986089;"{""coordinates"": [[1.797919860889723, 48.8212191743487]], ""type"": ""MultiPoint""}";78084;93.312076;97.151909;94.739912;91.773822;90.39538;79.68;86.57;88.4593712;91.57212;91.99326943;558;558;83;65;44;40;89.95380999;78.18697114
49.0207146611, 1.57114109145;"{""coordinates"": [[1.571141091454796, 49.020714661110304]], ""type"": ""MultiPoint""}";78089;1572.166961;1527.90023;1473.878104;1520.632221;1478.394596;1482.54;1470.26;1489.74656774;1479.121119;1415.76118659;560;560;1422;1657;1964;3170;1381.02291135;1328.41603738
48.7213469744, 1.81643844773;"{""coordinates"": [[1.816438447733032, 48.721346974374164]], ""type"": ""MultiPoint""}";78108;178.482048;182.810908;199.673639;206.235536;213.382281;215.03;245.23;252.69289638;255.643328;259.10724268;566;566;197;127;88;145;259.22972308;169.27018706
48.6420302937, 1.94555285855;"{""coordinates"": [[1.945552858550712, 48.642030293697104]], ""type"": ""MultiPoint""}";78125;89.749827;94.631455;93.092131;93.193671;103.92397;113.97;114.67;111.99017185;106.556096;96.84428773;573;573;89;107;92;35;86.71151682;89.1310867
48.8963798772, 2.15357035159;"{""coordinates"": [[2.153570351586002, 48.89637987722552]], ""type"": ""MultiPoint""}";78146;7620.52732;7590.573376;7717.464933;7502.776723;7389.609939;7197.52;7282.03;7297.5653249;7713.522923;7848.58366762;580;580;6936;6330;6576;6840;7765.24956422;7485.89362374
48.8187791435, 1.98370394185;"{""coordinates"": [[1.983703941845146, 48.81877914349278]], ""type"": ""MultiPoint""}";78165;5118.88706;5340.298717;5272.663287;5032.281037;4851.02564;4765.62;4594.07;4660.98188173;4772.805597;4884.69022947;588;588;4920;4885;3944;3395;4862.8663775;4675.75511155
48.947967089, 1.8133544009;"{""coordinates"": [[1.813354400895863, 48.947967089011655]], ""type"": ""MultiPoint""}";78217;2167.007035;2259.70229;2326.301428;2413.008011;2532.652561;2518.49;2493.61;2462.96048799;2344.632801;2304.95418261;604;604;2058;1844;1160;790;2196.39365326;2154.22352847
48.8173831957, 2.0466474024;"{""coordinates"": [[2.046647402402712, 48.81738319567337]], ""type"": ""MultiPoint""}";78242;1806.072227;1899.081301;1881.910249;1855.864885;1824.132594;1812.06;1802.43;1840.74237954;1897.072721;1909.22421001;616;616;1562;1723;1264;1250;1913.23000791;1792.31726759
48.8235220142, 1.75864589048;"{""coordinates"": [[1.758645890479246, 48.823522014199874]], ""type"": ""MultiPoint""}";78265;401.024197;382.31514;414.768814;453.885617;463.80025;466.84;475.66;451.01313325;450.25701;433.51817906;624;624;370;371;364;300;398.16053956;381.50922736
48.8592167332, 2.11354441503;"{""coordinates"": [[2.113544415033457, 48.85921673315557]], ""type"": ""MultiPoint""}";78350;2112.39267;1811.139438;1702.693941;1726.981419;1738.405474;1846.35;1929.5;2018.56143988;2099.506273;2181.95277665;660;660;4688;3467;3664;4210;2191.93979698;2235.42959418
48.9892936736, 1.91391507693;"{""coordinates"": [[1.913915076925581, 48.989293673618455]], ""type"": ""MultiPoint""}";78440;12088.635247;12407.131953;12593.327152;12685.626902;12728.033494;12575.47;12304.37;12260.0610546;12263.428537;12189.5840022;699;699;12212;13030;11392;9660;12307.8895575;12502.7616716
48.8371642202, 1.69642927658;"{""coordinates"": [[1.696429276576481, 48.837164220190736]], ""type"": ""MultiPoint""}";78465;393.737384;433.70926;428.059158;418.137776;430.76904;466.69;451.63;467.44087077;465.03872;465.71028784;707;707;448;466;272;255;408.28580017;415.58596637
48.6535432087, 1.82640821784;"{""coordinates"": [[1.826408217835646, 48.65354320872071]], ""type"": ""MultiPoint""}";78517;13094.88292;13200.334209;13068.037842;13137.780098;13041.236487;12950.76;12901.74;12736.1008407;12611.713266;12540.4133596;727;727;11991;10109;8288;7505;12672.4869542;12592.5066363
48.5727159415, 1.93420500172;"{""coordinates"": [[1.934205001717013, 48.5727159414999]], ""type"": ""MultiPoint""}";78537;1609.08081;1911.436975;2141.258284;2121.551745;2167.924672;2023.54;1708.46;1472.98821015;1446.399068;1427.63871423;735;735;1407;1413;1232;935;1414.93099316;1347.96851637
48.7302518809, 1.75990064849;"{""coordinates"": [[1.759900648486868, 48.730251880865204]], ""type"": ""MultiPoint""}";78562;276.672037;287.495635;272.109897;272.609223;273.109295;255.43;256.54;271.93691348;258.839109;237.7640706;744;744;273;238;176;230;251.4543115;254.91008053
48.9398186832, 2.17448670509;"{""coordinates"": [[2.174486705091777, 48.939818683210135]], ""type"": ""MultiPoint""}";78586;12070.002137;12028.840643;12026.341212;12266.791264;12238.776587;12145.59;11944.98;11862.2462028;11578.094609;11602.0628354;752;752;11313;12706;10908;9410;11367.7058879;11540.0163798
48.3432860228, 2.19112190497;"{""coordinates"": [[2.191121904974573, 48.34328602279802]], ""type"": ""MultiPoint""}";91001;31.013251;30.915551;32.477701;35.366568;35.617003;36.76;37.14;36.52789741;37.046521;43.91458274;787;787;41;56;56;105;45.75032949;39.82933456
48.602461297, 2.30241985764;"{""coordinates"": [[2.302419857643586, 48.602461296977665]], ""type"": ""MultiPoint""}";91103;12207.023395;12463.705719;12248.275168;12105.107715;12060.846356;11633.69;11412.57;11196.7262614;10915.872322;10963.9817769;815;815;9746;9601;8240;7505;10847.1000184;10810.0127828
48.6964610282, 2.50374335567;"{""coordinates"": [[2.503743355665474, 48.69646102817907]], ""type"": ""MultiPoint""}";91114;5307.955101;5365.564186;5418.391867;5427.113345;5477.94762;5392.76;5369.79;5385.86061885;5452.179612;5641.28063125;821;821;4818;5207;4432;4410;5697.06464637;5610.26318272
48.486173328, 2.3106712341;"{""coordinates"": [[2.310671234099027, 48.48617332802651]], ""type"": ""MultiPoint""}";91129;652.050486;657.490062;657.925401;653.152981;667.573631;699.65;659.42;652.28472672;650.832886;622.86888767;825;825;642;580;480;285;644.95813474;644.79554278
48.3807159331, 2.02533098566;"{""coordinates"": [[2.02533098565796, 48.38071593314074]], ""type"": ""MultiPoint""}";91131;29.913485;29.819569;22.269149;23.54803;24.983625;25.01;24.93;34.40323249;35.654026;35.11895178;827;827;40;32;40;20;36.17507691;36.13761414
48.5168611332, 2.21799705368;"{""coordinates"": [[2.217997053676139, 48.51686113318521]], ""type"": ""MultiPoint""}";91132;179.796522;192.313018;201.067089;214.161716;220.624402;216.98;213.58;211.78361652;199.529687;227.20044126;828;828;234;302;308;195;218.43603495;227.52037679
48.4597459798, 2.46547021643;"{""coordinates"": [[2.465470216430749, 48.45974597975213]], ""type"": ""MultiPoint""}";91195;63.033921;60.35509;59.810435;61.84272;61.897179;60.57;62.36;60.46567614;67.961908;65.346151;844;844;59;47;80;65;69.310582;65.97195942
48.6256489501, 2.4257870724;"{""coordinates"": [[2.411803588024414, 48.62174680398303], [2.439770556778504, 48.62955109624739]], ""type"": ""MultiPoint""}";91228;44712.785637;45161.188059;45068.967727;44803.464353;44289.429674;43061.16;42329.36;41786.0433429;41455.879624;40822.1469539;855;855;42833;38334;24168;8590;40870.260914;40588.148852
48.3603489649, 2.1645592907;"{""coordinates"": [[2.164559290698592, 48.36034896489879]], ""type"": ""MultiPoint""}";91240;28.805128;24.890463;25.522958;29.471463;29.75281;34.18;37.23;36.05825227;31.156677;27.52866377;858;858;19;35;28;10;19.04956297;17.70548356
48.4978053133, 2.01080661632;"{""coordinates"": [[2.010806616319567, 48.497805313252364]], ""type"": ""MultiPoint""}";91284;90.996447;76.313695;77.759156;78.854977;81.570288;78.02;87.07;73.45037416;71.990918;71.40715082;868;868;82;87;84;110;69.82131182;62.84030553
48.5705766225, 2.32780344991;"{""coordinates"": [[2.327803449909459, 48.57057662254188]], ""type"": ""MultiPoint""}";91332;98.881825;108.18747;111.390297;122.328213;131.612388;141.53;135.92;142.90736346;143.759609;170.86807161;879;879;117;134;104;120;173.17877136;175.71840988
48.6143585844, 2.26774672349;"{""coordinates"": [[2.267746723488893, 48.614358584446535]], ""type"": ""MultiPoint""}";91333;365.592583;376.770512;386.799716;387.035018;371.445069;409.6;443.67;509.37642214;506.206015;538.93495229;880;880;360;504;456;470;542.6012637;549.77416933
48.5645654282, 2.29959293893;"{""coordinates"": [[2.299592938932426, 48.56456542817407]], ""type"": ""MultiPoint""}";91376;961.174172;1018.676503;1073.332604;1120.851634;1155.577297;1173.99;1196.71;1213.09205149;1203.402214;1298.66081163;889;889;739;719;888;705;1302.40675091;1309.15462983
48.6565974882, 2.35121596097;"{""coordinates"": [[2.35121596097214, 48.6565974882065]], ""type"": ""MultiPoint""}";91434;2901.135193;2917.305253;2837.43982;2771.789094;2676.158844;2761.45;2807.59;2881.75253516;2926.462303;3022.8808726;905;905;2772;3036;2884;2570;2965.97921663;2987.28051213
48.4682458403, 1.99867100517;"{""coordinates"": [[1.998671005171222, 48.46824584032603]], ""type"": ""MultiPoint""}";91519;35.936919;34.477419;32.333986;30.638567;30.02621;28.83;28.46;35.71003194;36.910193;37.03988812;925;925;62;61;48;45;36.9111403;36.76039249
48.5490601227, 2.12619657223;"{""coordinates"": [[2.126196572230929, 48.549060122743434]], ""type"": ""MultiPoint""}";91540;1000.526898;1020.929179;996.43604;1003.665432;918.687373;932.37;934.15;963.69276439;990.321826;1026.78341495;932;932;875;920;776;795;1018.40914151;969.99484863
48.63210181, 2.31217926018;"{""coordinates"": [[2.312179260176609, 48.63210181003769]], ""type"": ""MultiPoint""}";91570;4156.292665;4217.148228;4277.934266;4387.705402;4342.924499;4391.3;4323.1;4246.72735357;4129.401875;4269.28019702;942;942;3723;3239;2308;1950;4247.20633143;4351.36817499
48.5925544437, 2.4943749737;"{""coordinates"": [[2.494374973695809, 48.5925544436573]], ""type"": ""MultiPoint""}";91577;438.791048;484.827294;465.757101;451.974468;492.160647;494.12;484.66;559.41359676;562.26052;562.02391611;944;944;437;521;324;295;576.0250452;570.04871886
48.583488099, 2.36770343985;"{""coordinates"": [[2.367703439852408, 48.58348809902758]], ""type"": ""MultiPoint""}";91648;712.256977;743.522413;795.378496;806.361773;825.029563;783.72;835.73;856.3776549;888.921419;913.54453781;964;964;432;470;240;215;946.11956673;986.19945996
48.6694485653, 2.37340046019;"{""coordinates"": [[2.373400460186382, 48.66944856534989]], ""type"": ""MultiPoint""}";91687;8512.675083;8396.013976;8251.231628;8160.011752;8285.336351;8354.77;8432.01;8551.85453104;8841.933681;8675.54223553;977;977;7815;9204;9164;7715;8563.19329099;8601.2558706
48.9159231729, 2.28780755439;"{""coordinates"": [[2.287807554389885, 48.91592317290981]], ""type"": ""MultiPoint""}";92004;22983.800113;23138.631803;23052.303171;23056.364806;23304.40264;23235.58;23074.97;23499.6126189;23887.059747;23599.8458941;982;982;21641;27007;26808;31905;23496.3330889;22960.5992983
48.7896547008, 2.28683738232;"{""coordinates"": [[2.286837382319812, 48.789654700813095]], ""type"": ""MultiPoint""}";92032;7540.966688;7710.391203;7446.00794;7640.980009;7673.237624;7752.99;7525.26;7583.44525477;7656.061221;7566.06485009;994;994;7504;8359;7172;6945;7270.92656333;7109.0342029
48.9345549634, 2.29394344559;"{""coordinates"": [[2.293943445591445, 48.9345549633565]], ""type"": ""MultiPoint""}";92036;31628.673164;31801.730739;32764.33855;33163.624487;33337.889902;34461.85;35865.34;36558.7843228;37664.649414;39712.9006678;997;997;30688;35264;35808;38215;40572.3453888;40951.1411839
48.9176305762, 2.57632930472;"{""coordinates"": [[2.576329304721887, 48.917630576165934]], ""type"": ""MultiPoint""}";93015;568.950096;593.589292;655.387236;673.65964;682.750657;661;686.98;725.88235185;664.164328;680.49083677;1025;1025;618;771;452;410;692.53490308;695.93164771
48.8816025102, 2.42022069253;"{""coordinates"": [[2.420220692532109, 48.88160251022671]], ""type"": ""MultiPoint""}";93045;5448.74662;5409.649845;5326.469614;5407.213251;5419.569794;5324.75;5347.46;5388.42707262;5343.966759;5325.17257717;1033;1033;5285;6160;6112;7130;5418.99523656;5344.24636224
48.8846672074, 2.43806470916;"{""coordinates"": [[2.438064709161458, 48.88466720744338]], ""type"": ""MultiPoint""}";93063;6700.714828;6462.366628;6246.933536;6171.46586;6105.670325;6153.85;5979.64;6291.86220125;6557.456143;6801.70331823;1046;1046;7677;9764;10708;12840;6782.22629907;7061.06567571
48.938720383, 2.5306027202;"{""coordinates"": [[2.530602720201322, 48.93872038299863]], ""type"": ""MultiPoint""}";93071;8173.765015;8253.453488;8225.142765;8401.70136;8198.561801;8223.06;8111.53;8033.75014051;8347.052817;8481.48459488;1050;1050;7633;8230;7596;8175;8488.13027972;8646.30323735
48.7762183749, 2.33769811277;"{""coordinates"": [[2.337698112766477, 48.776218374946644]], ""type"": ""MultiPoint""}";94038;5370.834328;5390.541763;5393.689537;5359.775538;5267.449134;5413.74;5102.99;4992.53731834;5034.746972;5000.48186659;1073;1073;5118;6104;5312;4905;5147.8730541;5426.74458312
48.8196318594, 2.47075659531;"{""coordinates"": [[2.470756595305958, 48.819631859437564]], ""type"": ""MultiPoint""}";94042;4423.370672;4629.951912;4618.958364;4606.504185;4552.862421;4354.56;4260.16;4364.65833474;4497.053824;4558.74263233;1075;1075;4228;4957;5044;5285;4598.15684959;4676.70060468
48.808782067, 2.35586797928;"{""coordinates"": [[2.355867979275544, 48.8087820670359]], ""type"": ""MultiPoint""}";94043;11685.82532;11660.810838;11895.781873;12244.37047;12398.768984;12718.74;13308.98;13804.6930588;13770.915355;13971.7191654;1076;1076;10239;10169;8296;8790;13792.0859236;13698.4322319
48.7428054671, 2.39500838372;"{""coordinates"": [[2.395008383723102, 48.742805467134865]], ""type"": ""MultiPoint""}";94054;27059.950396;27250.098836;27077.004054;26772.420407;26685.588293;26173.53;25663.62;25061.5629177;24336.008387;23439.0467679;1083;1083;28735;29104;27948;28370;22609.1197221;22529.7637459
48.7772583154, 2.58449728269;"{""coordinates"": [[2.584497282691836, 48.77725831544025]], ""type"": ""MultiPoint""}";94060;2831.539784;2824.401428;2914.622618;2896.801307;2800.495452;2679.33;2666.15;2621.98190172;2644.554693;2637.33725727;1088;1088;2526;2658;1808;1445;2602.47959191;2567.49450268
48.7496726879, 2.35260341795;"{""coordinates"": [[2.352603417945319, 48.74967268788162]], ""type"": ""MultiPoint""}";94065;27431.852472;28428.146329;28842.685504;29192.068933;28945.419333;28520.96;28475.57;28162.3703044;27835.295627;27660.4783755;1089;1089;25031;28398;27408;23320;27219.3549364;27079.71767
48.760792205, 2.38549895136;"{""coordinates"": [[2.385498951363915, 48.76079220496198]], ""type"": ""MultiPoint""}";94073;10525.416217;10500.671098;10633.884253;10914.83311;11308.154618;11392.63;11591.48;11432.361937;11234.222115;11027.4442126;1095;1095;10252;9697;9240;9480;10685.8495509;10430.5163508
48.7881173238, 2.39451524222;"{""coordinates"": [[2.394515242224168, 48.78811732379849]], ""type"": ""MultiPoint""}";94081;26754.353091;26978.482593;26782.001858;26983.226278;26638.924208;26997.04;26979.93;26986.3649598;27052.034759;27570.2393747;1103;1103;25531;28721;28756;30030;27169.3940904;27271.8684185
49.0725749007, 1.77372089453;"{""coordinates"": [[1.773720894526714, 49.07257490070954]], ""type"": ""MultiPoint""}";95008;285.078;315.525161;350.303868;363.9072;376.273877;382.83;382.45;369.98831788;372.944922;370.59132971;1105;1105;227;220;284;260;358.63543588;346.29517659
49.0806980716, 2.15466331412;"{""coordinates"": [[2.154663314118761, 49.08069807157565]], ""type"": ""MultiPoint""}";95039;1014.47678;1030.845047;986.555558;987.449973;1029.257153;991.87;1031.69;1041.10832812;1054.811623;1024.46206678;1115;1115;900;825;836;780;1061.83887941;946.18942055
49.1404061988, 2.30024553977;"{""coordinates"": [[2.300245539774636, 49.14040619883669]], ""type"": ""MultiPoint""}";95052;3260.137875;3346.39704;3421.912753;3394.091056;3398.078371;3427.19;3425.02;3432.32020255;3431.456972;3405.10404742;1120;1120;2998;3395;3308;2915;3271.46169446;3268.83251406
49.0544309837, 2.25118851856;"{""coordinates"": [[2.251188518561504, 49.05443098365817]], ""type"": ""MultiPoint""}";95061;44.916791;40.893594;45.405134;50.924578;58.044784;59.73;56.89;51.57628183;44.875326;34.81431359;1127;1127;65;61;20;40;46.70814802;53.06122427
49.1377598161, 1.79031183583;"{""coordinates"": [[1.790311835827518, 49.137759816102474]], ""type"": ""MultiPoint""}";95141;8.857184;7.949068;7.770754;7.451685;4.676183;4.68;8.66;8.78949907;12.703209;15.33047951;1143;1143;24;6;4;10;10.68349947;9.66149121
49.1578127941, 1.93078721637;"{""coordinates"": [[1.930787216366761, 49.15781279408746]], ""type"": ""MultiPoint""}";95142;480.052357;466.452253;477.920584;499.857284;510.693335;515.11;482.02;483.83833232;460.580032;438.1100241;1144;1144;422;331;292;330;444.18545497;426.27924986
49.0421516709, 2.54657370337;"{""coordinates"": [[2.54657370336894, 49.04215167085665]], ""type"": ""MultiPoint""}";95154;102.255391;113.892705;133.051482;144.920928;142.501526;133.47;126.89;129.86055307;129.520529;125.8790024;1149;1149;183;146;156;150;114.20767708;119.65086891
49.1133554211, 2.01919222614;"{""coordinates"": [[2.019192226139516, 49.11335542110007]], ""type"": ""MultiPoint""}";95177;328.179319;351.881558;373.297287;382.355039;407.230341;411.61;379.41;342.50203891;335.070948;329.95257523;1155;1155;337;209;140;150;328.49844867;310.75696322
49.0258878846, 2.38441342298;"{""coordinates"": [[2.384413422978609, 49.025887884645286]], ""type"": ""MultiPoint""}";95205;1563.911612;1545.560947;1525.586093;1550.954901;1582.017307;1568.55;1555.96;1556.64174066;1525.197152;1638.80057526;1161;1161;1304;1451;1188;950;1669.89260093;1692.74530049
49.1154774131, 1.85670705686;"{""coordinates"": [[1.856707056858728, 49.11547741308373]], ""type"": ""MultiPoint""}";95295;28.849621;28.911429;24.620201;18.964205;23.372144;21.87;28.98;32.70129412;38.537659;35.4636382;1186;1186;50;29;16;5;24.93372907;18.85138808
49.1580001341, 2.17709533328;"{""coordinates"": [[2.177095333276118, 49.15800013412415]], ""type"": ""MultiPoint""}";95304;23.805135;27.712403;37.157201;36.765682;34.065573;35.65;35.63;37.83256481;39.885224;38.00293808;1190;1190;26;35;20;35;34.10337179;34.14541518
49.1538312435, 2.10648595277;"{""coordinates"": [[2.106485952771896, 49.15383124350255]], ""type"": ""MultiPoint""}";95387;7.897876;7.8313;8.546265;10.77504;11.87497;10.99;12.42;17.55336255;13.770644;16.06288006;1210;1210;7;4;20;0;15.64074694;15.30702417
49.0275076124, 1.97564695598;"{""coordinates"": [[1.975646955978804, 49.027507612377526]], ""type"": ""MultiPoint""}";95388;775.989466;789.493613;783.7024;735.076041;716.611866;730.51;752.79;726.14013885;833.54081;855.21231466;1211;1211;696;629;444;190;839.90524557;859.04078588
49.0537452418, 2.39193394402;"{""coordinates"": [[2.391933944024042, 49.05374524175068]], ""type"": ""MultiPoint""}";95395;258.152222;243.850599;227.641294;234.485424;208.984164;170.81;159.44;148.80638823;124.501507;115.92201912;1214;1214;178;177;176;165;118.25173925;104.70170307
48.9937111891, 2.19428866615;"{""coordinates"": [[2.194288666150118, 48.99371118909004]], ""type"": ""MultiPoint""}";95424;3618.856232;3667.20831;3664.744441;3587.338285;3664.067332;3574.93;3503.98;3630.07652842;3702.308969;3795.81457415;1217;1217;3206;3442;2456;2120;3836.12831284;3897.49341692
49.1564533422, 2.06936170711;"{""coordinates"": [[2.069361707107418, 49.15645334222569]], ""type"": ""MultiPoint""}";95611;15.518192;13.040631;9.785041;8.715132;10.821027;10.52;9.98;16.98651628;17.021717;11.22974924;1269;1269;20;13;8;15;11.60261508;11.0803087
49.1048584533, 1.95789025053;"{""coordinates"": [[1.95789025053049, 49.104858453250316]], ""type"": ""MultiPoint""}";95625;324.798037;287.183571;285.524987;292.321836;279.200471;251.66;265.82;272.37648594;282.998451;292.90087248;1271;1271;271;285;148;210;286.79623954;248.31504809
49.0980637715, 2.180248207;"{""coordinates"": [[2.180248207001697, 49.09806377154705]], ""type"": ""MultiPoint""}";95628;171.377845;172.625471;199.077434;198.227304;211.985035;198.64;204.44;209.65081972;226.931586;214.81437306;1273;1273;203;238;260;205;233.28556646;228.11389128
48.8771871634, 2.33747076282;"{""coordinates"": [[2.337470762815075, 48.87718716339405]], ""type"": ""MultiPoint""}";75109;105227.69429;107313.471136;109131.883925;111200.647825;111874.657115;111482.45;112144.92;112984.84317;113922.135686;114966.478577;9;9;104250;135280;154052;169775;117151.785672;119419.359081
48.8590591741, 2.3801168566;"{""coordinates"": [[2.380116856599938, 48.85905917410214]], ""type"": ""MultiPoint""}";75111;80845.845959;81188.312983;83796.117071;84569.243518;85511.9215;86099.63;87802.61;85956.6413317;85155.379608;83162.1728655;11;11;75502;79397;70020;87295;81300.5525267;80762.2271592
48.1810922595, 2.55656363013;"{""coordinates"": [[2.556563630128368, 48.181092259482895]], ""type"": ""MultiPoint""}";77009;36.036828;38.271222;37.581119;41.820079;46.746176;45.67;45.11;47.35484283;44.268179;45.90765488;29;29;27;34;32;30;47.074871;46.0345903
48.3894716695, 3.34482610798;"{""coordinates"": [[3.34482610797686, 48.389471669534814]], ""type"": ""MultiPoint""}";77015;10.012897;8.930059;8.837977;9.475898;10.245883;10.02;11.43;12.46749088;11.124109;11.04488644;35;35;19;11;8;25;10.96340343;7.96755234
48.4758701516, 2.70291172038;"{""coordinates"": [[2.702911720378029, 48.47587015160841]], ""type"": ""MultiPoint""}";77037;1356.404134;1407.496104;1503.265112;1489.553741;1463.032184;1548.06;1420.49;1355.09988778;1372.519639;1529.62360051;55;55;1179;1286;1132;945;1472.52715952;1466.19762823
