Geo Point;Geo Shape;insee;emp2006;emp2007;emp2008;emp2009;emp2010;emp2011;emp2012;emp2013;emp2014;emp2015;objectid_1;objectid;emp1999;emp1990;emp1982;emp1975;emp2016;emp2017
48.287860181, 2.5305488168;"{""coordinates"": [[2.530548816798451, 48.28786018103564]], ""type"": ""MultiPoint""}";77003;60.837701;62.753654;64.756519;62.683908;60.481932;59.39;61.49;56.51710159;65.370323;60.33961941;23;23;60;70;80;75;62.84064346;60.08278254
48.6143359877, 2.80672187701;"{""coordinates"": [[2.806721877012404, 48.61433598772003]], ""type"": ""MultiPoint""}";77004;33.821728;34.04122;34.134639;36.341439;37.117505;37.72;37.31;34.65932241;37.608431;37.60035278;24;24;52;70;44;55;41.14033913;41.14424267
48.922738238, 2.70848232012;"{""coordinates"": [[2.708482320116412, 48.922738237964474]], ""type"": ""MultiPoint""}";77005;423.480199;413.594294;414.11184;420.118966;407.197242;401.69;428.57;435.07389635;492.531092;514.80032029;25;25;331;332;348;350;507.89446892;534.9392952
48.6199688824, 2.90344510404;"{""coordinates"": [[2.903445104040421, 48.6199688824022]], ""type"": ""MultiPoint""}";77010;122.684809;134.120213;127.532726;132.072416;135.514775;138.64;136.32;158.66716926;162.389187;157.5293295;30;30;167;172;96;140;154.12901701;152.49922076
48.2048714589, 2.6012209982;"{""coordinates"": [[2.601220998203206, 48.204871458862]], ""type"": ""MultiPoint""}";77011;67.35818;67.9022;71.479915;71.802448;84.62291;82.87;85.37;97.98949607;104.642053;99.80698767;31;31;64;99;96;120;95.90826665;104.56664482
48.7076151903, 3.24629019093;"{""coordinates"": [[3.246290190925468, 48.70761519031098]], ""type"": ""MultiPoint""}";77032;177.795507;184.155443;183.930752;183.837023;188.723285;161.89;162.4;168.08703714;170.288159;156.11570614;50;50;153;146;192;175;163.26086588;156.6537577
48.5232462501, 2.61437052786;"{""coordinates"": [[2.61437052786186, 48.52324625011973]], ""type"": ""MultiPoint""}";77038;61.372427;65.067028;64.76494;74.055748;98.544905;108.7;103.37;101.29272203;103.748246;90.96400788;56;56;82;62;56;40;76.02600913;72.94268676
48.5128599756, 2.56954750696;"{""coordinates"": [[2.569547506959205, 48.512859975557156]], ""type"": ""MultiPoint""}";77040;544.248003;526.157165;486.88618;474.519344;488.704191;528.6;559.56;572.14327835;605.330206;603.4096894;58;58;443;421;348;395;648.80018445;680.56146819
48.9267604673, 3.23712762712;"{""coordinates"": [[3.23712762712459, 48.92676046733812]], ""type"": ""MultiPoint""}";77057;25.543585;26.709764;30.310741;32.144917;33.032765;30.95;36.16;36.18118644;34.050287;34.98199827;75;75;30;66;112;80;34.20372258;28.05078542
48.8460878809, 2.67907246544;"{""coordinates"": [[2.67907246544263, 48.84608788085801]], ""type"": ""MultiPoint""}";77059;209.989231;237.673732;286.762752;322.147779;373.254951;423.12;512.5;543.66991894;583.278629;612.01883402;77;77;69;41;36;30;690.09683918;721.77414931
48.622117423, 2.73117593752;"{""coordinates"": [[2.731175937523856, 48.622117423039015]], ""type"": ""MultiPoint""}";77081;151.030481;155.121138;146.331157;128.383708;130.664461;131.63;139.78;157.09804411;157.986867;156.11011451;97;97;216;193;136;80;126.42484852;125.0292432
48.5921794146, 2.81068248862;"{""coordinates"": [[2.810682488619776, 48.592179414626756]], ""type"": ""MultiPoint""}";77082;211.388068;202.260335;179.139684;181.820194;176.615335;187.66;178.17;183.70283251;177.956006;174.21312278;98;98;201;227;136;150;169.0307089;160.24940696
48.3158284608, 2.56661153504;"{""coordinates"": [[2.566611535040019, 48.315828460831035]], ""type"": ""MultiPoint""}";77088;706.534456;712.753662;742.604491;743.879055;801.576437;809.48;817.68;821.26192024;826.636361;801.05765455;104;104;627;569;500;510;807.61979275;805.07223713
48.4944054774, 2.71284349384;"{""coordinates"": [[2.712843493835214, 48.49440547737701]], ""type"": ""MultiPoint""}";77096;616.044066;615.932881;626.970451;591.153674;550.388975;589.1;607.7;589.67936671;597.09561;580.57456753;111;111;484;496;272;270;566.07236366;520.22535062
48.6057569544, 3.18584827462;"{""coordinates"": [[3.178917495703022, 48.589713446091785], [3.192779053541888, 48.621800462754436]], ""type"": ""MultiPoint""}";77109;244.675498;219.578683;202.235684;200.393618;204.352469;215.39;198.02;208.14663673;223.074899;221.34089382;123;123;198;257;240;260;226.53414661;224.66752826
48.872185355, 2.77027076382;"{""coordinates"": [[2.770270763817286, 48.87218535497236]], ""type"": ""MultiPoint""}";77111;10930.701369;10834.166986;10596.77462;10532.50159;11373.985937;11359.43;11768.49;12286.9410997;12638.114228;12686.9953303;125;125;6285;304;128;105;13154.8213728;13714.4456598
48.2459740313, 2.60221342604;"{""coordinates"": [[2.602213426041268, 48.245974031252246]], ""type"": ""MultiPoint""}";77112;47.655055;55.153943;53.87339;59.040576;56.079866;55.99;44.72;44.98768426;41.556254;37.67093548;126;126;49;37;12;50;30.33788001;33.77890707
48.7232932897, 2.67653320714;"{""coordinates"": [[2.676533207143116, 48.72329328971178]], ""type"": ""MultiPoint""}";77114;925.009184;896.330856;899.278818;864.822421;852.460287;874.01;957.24;917.60766451;988.046528;997.64326763;128;128;716;656;604;440;1021.26495181;982.27974989
48.6577938923, 2.57488027196;"{""coordinates"": [[2.574880271958292, 48.65779389233639]], ""type"": ""MultiPoint""}";77122;5534.206999;5384.315485;5419.062512;5429.673918;5361.705283;5229.66;5379.1;5355.0610744;5381.14288;5384.00141787;136;136;4026;3088;1812;1405;5478.4102094;5475.02039338
49.0119890931, 2.97880182804;"{""coordinates"": [[2.978801828042921, 49.011989093087685]], ""type"": ""MultiPoint""}";77126;345.866997;339.234497;332.562129;335.35734;328.991812;323.43;336.45;334.31945943;323.039499;318.04339675;140;140;325;294;228;185;319.58111888;322.33357338
48.6433792223, 2.95412776467;"{""coordinates"": [[2.954127764667439, 48.643379222264834]], ""type"": ""MultiPoint""}";77135;104.15724;103.981867;99.655672;106.880664;131.160678;128.87;130.43;134.7573647;136.203011;159.71684578;149;149;109;196;148;165;149.32058696;145.85158005
48.6034029211, 2.74433180781;"{""coordinates"": [[2.744331807809619, 48.603402921050964]], ""type"": ""MultiPoint""}";77145;91.36666;86.224519;70.554868;67.842519;70.098485;71.22;64.5;78.17794709;81.399312;86.43643934;159;159;106;75;72;50;84.87622569;68.63474238
48.7792009284, 2.9998669878;"{""coordinates"": [[2.999866987798439, 48.77920092840177]], ""type"": ""MultiPoint""}";77176;579.813716;569.624167;555.332514;577.785479;548.395466;635.16;635.96;633.65756308;615.928994;640.28420432;186;186;532;603;572;675;588.24670815;607.27118372
48.7878668011, 3.30417154922;"{""coordinates"": [[3.304171549219454, 48.78786680112464]], ""type"": ""MultiPoint""}";77182;1782.859846;1809.250191;1849.95405;1776.721211;1828.65649;1829.48;1892.04;1904.93928776;1927.739548;1917.30617875;192;192;1830;2228;2288;2305;1958.74807705;1935.63721122
48.4212561418, 2.9485245809;"{""coordinates"": [[2.948524580900786, 48.42125614179768]], ""type"": ""MultiPoint""}";77194;151.752954;180.934852;181.80154;189.916526;183.54254;196.03;143.75;131.92924753;121.883472;108.56032519;203;203;162;91;76;110;82.71064828;59.89113339
48.7062738117, 3.20229096724;"{""coordinates"": [[3.20229096724306, 48.706273811693116]], ""type"": ""MultiPoint""}";77197;15.027427;15.147021;15.869011;15.970274;16.076996;13.97;14.08;17.16960999;18.622806;19.0403338;206;206;11;12;12;10;24.07728986;23.97068533
48.9861616207, 2.95752054723;"{""coordinates"": [[2.957520547234551, 48.9861616206848]], ""type"": ""MultiPoint""}";77203;72.909871;73.959155;79.143221;75.308144;87.057813;86.09;83.75;82.961216;82.446146;71.82309789;212;212;81;112;72;70;68.83551206;72.47431493
48.7666532031, 2.96309992907;"{""coordinates"": [[2.963099929073081, 48.76665320308981]], ""type"": ""MultiPoint""}";77224;241.647231;254.260263;246.254961;216.731954;233.780169;237.73;248.08;259.63653167;266.787867;247.8750394;232;232;252;148;112;135;248.17007139;242.87606288
48.7953643988, 3.27274325893;"{""coordinates"": [[3.272743258931842, 48.795364398796885]], ""type"": ""MultiPoint""}";77240;450.335453;443.285385;420.175006;439.294892;448.497538;480.86;518.24;527.33713716;507.991301;519.48141328;248;248;635;716;640;690;498.30113617;451.7140774
48.5051801086, 2.68567952125;"{""coordinates"": [[2.685679521254056, 48.50518010858959]], ""type"": ""MultiPoint""}";77255;217.41889;226.614658;223.388854;198.922525;172.186358;178.66;154.67;149.9590389;172.248088;168.63922173;263;263;196;173;120;110;161.80498121;170.81686783
48.2395155755, 2.89653525997;"{""coordinates"": [[2.896535259974003, 48.23951557551047]], ""type"": ""MultiPoint""}";77261;332.6984;328.087652;344.786119;333.008941;325.830518;316.66;353.11;348.27740825;345.658001;349.65530533;269;269;342;391;360;320;330.98511438;294.19583343
49.0371482811, 2.8804861339;"{""coordinates"": [[2.880486133899185, 49.03714828113612]], ""type"": ""MultiPoint""}";77274;44.495949;37.793434;36.249727;30.276548;32.481614;27.21;29.34;31.30077765;31.424037;30.17092878;282;282;34;59;28;85;29.16584306;28.07444956
48.9568650241, 2.90006351184;"{""coordinates"": [[2.900063511836169, 48.95686502406999]], ""type"": ""MultiPoint""}";77284;23209.687342;23098.541384;23071.041201;23153.249846;22907.759162;23072.05;23139.22;22938.7464979;22405.247243;22282.4005253;292;292;22235;21639;18948;17015;22040.3289088;22228.174951
48.9669450252, 2.70147817984;"{""coordinates"": [[2.701478179836021, 48.96694502518978]], ""type"": ""MultiPoint""}";77292;91.553158;89.257133;91.458592;98.678058;100.50071;97.45;98.12;100.61141743;97.52435;91.27536472;300;300;105;122;100;155;93.12346368;96.79558121
48.852542339, 3.41977061577;"{""coordinates"": [[3.419770615766457, 48.85254233897044]], ""type"": ""MultiPoint""}";77303;35.085162;37.006487;38.467692;40.122097;40.055114;39.5;38.6;29.59314513;29.753377;29.87923004;310;310;50;45;64;100;30.08989298;30.16055898
48.4542615446, 3.05233161706;"{""coordinates"": [[3.052331617064641, 48.45426154457986]], ""type"": ""MultiPoint""}";77311;110.660583;111.307177;104.626593;111.733268;113.88369;117.16;118.33;119.59333303;126.765761;129.19625424;318;318;93;158;144;130;136.68568313;134.56179154
48.2889465431, 2.77391307011;"{""coordinates"": [[2.773913070112018, 48.28894654309409]], ""type"": ""MultiPoint""}";77340;73.171841;73.497744;74.565943;74.555174;73.520176;64.18;66.58;69.05872678;74.794956;91.01391611;345;345;90;97;76;55;88.2260922;89.05447406
49.0331700587, 3.06001371545;"{""coordinates"": [[3.060013715445168, 49.03317005865246]], ""type"": ""MultiPoint""}";77343;181.073054;185.514307;182.146005;167.023119;168.105852;179.54;183.35;198.60466496;204.480077;200.2197548;348;348;105;64;68;40;191.95024088;178.5271895
48.7639383906, 2.6802282187;"{""coordinates"": [[2.680228218695879, 48.76393839062711]], ""type"": ""MultiPoint""}";77350;5413.113955;5494.822221;5418.469042;5304.959048;5177.612641;5142.55;5077.25;5011.32688012;5044.357904;4995.91105143;354;354;5106;5535;4204;3645;5098.35988149;5072.60004412
48.4798041931, 2.55035782848;"{""coordinates"": [[2.550357828479203, 48.47980419309784]], ""type"": ""MultiPoint""}";77359;325.630204;318.455418;316.241098;322.817578;323.531495;316.22;307.94;308.68128787;329.561128;337.16016498;362;362;318;332;332;280;339.37640461;345.02742927
48.9146370096, 2.6281058322;"{""coordinates"": [[2.628105832203211, 48.914637009637865]], ""type"": ""MultiPoint""}";77363;360.311798;352.76934;365.202113;352.090335;327.872656;326.98;326.71;327.20219596;336.810683;360.31014007;365;365;384;363;352;290;372.93569876;387.34191228
48.5629940546, 3.28770399896;"{""coordinates"": [[3.287703998964805, 48.562994054621846]], ""type"": ""MultiPoint""}";77379;7422.909981;7492.917444;7528.496594;7419.191055;7361.519732;7280.46;7120.58;7095.04370399;7059.826674;7034.68027003;380;380;6481;6453;6292;5690;7132.47514757;7120.6947298
48.683044039, 2.96474275232;"{""coordinates"": [[2.964742752322111, 48.68304403897566]], ""type"": ""MultiPoint""}";77393;1104.386328;1128.097399;1141.996873;1120.920956;1132.175259;1077.28;1058.07;1050.17839251;1088.881198;1110.5805738;394;394;947;779;552;585;1097.59226997;1105.32792578
48.5715837676, 3.33422584801;"{""coordinates"": [[3.33422584800516, 48.57158376762497]], ""type"": ""MultiPoint""}";77403;266.264511;292.047642;289.965024;259.360885;249.320604;231.82;216.52;221.39665342;231.637273;217.14759953;403;403;243;203;168;170;202.56817589;200.68683472
48.9119605538, 3.17506407986;"{""coordinates"": [[3.175064079856611, 48.91196055383569]], ""type"": ""MultiPoint""}";77405;247.223107;268.207757;271.904233;275.464358;278.214972;264.79;235.82;230.96859976;236.082044;229.30748324;405;405;201;325;328;285;228.93258604;241.45930803
49.0737872242, 2.78857685967;"{""coordinates"": [[2.788576859670061, 49.073787224218925]], ""type"": ""MultiPoint""}";77430;455.259723;456.933244;468.693144;461.418005;463.217947;463.53;480.29;467.6604542;667.773237;670.70245052;429;429;465;432;320;85;696.4722426;706.66436373
48.4996507316, 2.53438185257;"{""coordinates"": [[2.534381852573626, 48.499650731636656]], ""type"": ""MultiPoint""}";77435;81.270855;92.239247;106.46433;111.068762;114.323325;112.8;103.31;113.62519107;130.462521;127.49151695;434;434;90;65;52;75;131.63392944;144.00533737
48.4198179725, 2.76915786532;"{""coordinates"": [[2.769157865319361, 48.419817972532165]], ""type"": ""MultiPoint""}";77442;618.697598;647.008473;664.415816;713.59886;697.387403;696.19;702.15;721.9284822;713.104805;755.97859362;441;441;478;359;240;245;754.49858515;783.82584857
48.5364195784, 3.36362659477;"{""coordinates"": [[3.363626594766799, 48.5364195783502]], ""type"": ""MultiPoint""}";77459;869.97075;860.572124;800.232825;750.310873;422.233412;390.42;397.57;467.0810256;523.589655;507.72539979;458;458;545;287;236;325;507.82293272;548.00562543
48.343460065, 2.45740620807;"{""coordinates"": [[2.457406208067434, 48.343460064979865]], ""type"": ""MultiPoint""}";77471;44.327888;45.518257;44.978929;44.591627;41.065813;45.11;46.08;50.38657652;52.296024;61.89731146;470;470;46;70;64;50;57.03746045;58.91034505
48.878588273, 3.24756042981;"{""coordinates"": [[3.247560429813855, 48.87858827301084]], ""type"": ""MultiPoint""}";77472;36.079584;36.016544;33.840834;39.155471;40.137455;43.96;42.08;45.00275146;40.878902;39.4168672;471;471;63;61;64;160;38.96747593;41.59834857
48.5546805709, 3.11577592949;"{""coordinates"": [[3.11577592949485, 48.554680570857506]], ""type"": ""MultiPoint""}";77481;54.005242;50.713602;47.667173;42.13155;36.836089;26.96;23.54;19.30916417;15.001531;14.53126137;480;480;54;20;28;60;19.06292498;21.2086499
48.3471455387, 2.52171438383;"{""coordinates"": [[2.521714383827281, 48.347145538736804]], ""type"": ""MultiPoint""}";77485;84.841723;83.079402;86.576281;84.317721;73.030491;88.19;85.62;81.33166341;89.294043;82.83060764;484;484;83;86;68;45;83.79280335;88.52066306
48.5243592883, 2.69767356764;"{""coordinates"": [[2.697673567641143, 48.524359288336946]], ""type"": ""MultiPoint""}";77487;6293.352574;6350.204837;6441.18479;6199.704699;5982.220257;5896.54;5966.61;5889.02952359;5889.28158;5787.66490718;486;486;5378;5862;5904;4350;5667.6408753;5494.30381109
48.3033398306, 2.82715902045;"{""coordinates"": [[2.827159020448784, 48.30333983062857]], ""type"": ""MultiPoint""}";77506;108.43351;104.003582;100.786882;101.188001;123.29515;129.57;153.7;160.80478167;187.24398;194.89122713;499;499;109;92;140;155;208.59706802;211.23985355
48.2846742061, 2.96958732368;"{""coordinates"": [[2.969587323678475, 48.284674206063706]], ""type"": ""MultiPoint""}";77531;333.520134;320.637603;316.930311;322.129434;329.243953;314.8;324.73;326.38378934;325.373196;324.65425816;524;524;340;351;276;270;347.17654751;299.1994651
48.9780753657, 2.07701009284;"{""coordinates"": [[2.077010092842365, 48.978075365678144]], ""type"": ""MultiPoint""}";78005;4561.863801;4698.397454;4682.925649;4688.163728;4622.487386;4506.46;4566.34;4650.29996645;4570.725331;4579.16803739;529;529;3928;3167;3092;2720;4496.5301615;4357.02130761
48.6841679948, 1.902912747;"{""coordinates"": [[1.902912747003323, 48.68416799482904]], ""type"": ""MultiPoint""}";78030;390.290469;395.375246;410.381323;421.937888;446.833575;464.48;447.77;442.20817555;442.859284;439.45396762;538;538;387;442;404;300;443.76224779;439.25104578
48.6240932011, 1.98322289342;"{""coordinates"": [[1.983222893423249, 48.62409320113205]], ""type"": ""MultiPoint""}";78120;567.931803;537.988267;557.808003;557.603565;691.343704;695.67;576.63;558.12214123;561.275647;561.81416351;570;570;492;307;376;275;562.22432036;540.53423916
48.8483466466, 1.98270359326;"{""coordinates"": [[1.982703593261471, 48.8483466466476]], ""type"": ""MultiPoint""}";78152;406.155457;418.313997;387.000787;371.849473;366.099796;352.53;344.56;388.44417511;413.967675;432.37039606;582;582;362;411;336;365;435.51999418;460.09072421
48.7498874662, 1.91393222037;"{""coordinates"": [[1.913932220367917, 48.74988746624507]], ""type"": ""MultiPoint""}";78168;4878.471365;4938.394458;4875.99175;4792.577771;4842.174064;4682.99;4526.85;4548.49513355;4465.733434;4357.25102817;589;589;4405;4244;2788;2075;4471.68064323;4546.00659307
48.9999948297, 2.0989195424;"{""coordinates"": [[2.098919542401687, 48.9999948296916]], ""type"": ""MultiPoint""}";78172;9798.0814;9942.040581;10066.5633;10207.889589;10260.24267;10021.73;9644.74;9626.80778156;9237.347136;9149.4161008;591;591;9635;9267;9592;9995;8959.61710517;8810.74032473
48.7641253037, 1.60810862685;"{""coordinates"": [[1.608108626850176, 48.76412530365905]], ""type"": ""MultiPoint""}";78194;14.793656;15.999014;10.156858;10.028524;8.995189;9.09;9.98;18.7265172;17.86564;16.99710945;598;598;45;19;48;15;17.71825075;15.45360346
48.9458510486, 1.92073054905;"{""coordinates"": [[1.920730549045005, 48.945851048626416]], ""type"": ""MultiPoint""}";78206;1837.208156;1815.754511;1768.910837;1653.34666;1725.75319;1757.82;1723.47;1863.52456182;1909.276486;1859.89097389;601;601;1529;1434;1280;685;1875.4578911;1858.86315642
48.5910143759, 1.73391267779;"{""coordinates"": [[1.733912677786006, 48.591014375905175]], ""type"": ""MultiPoint""}";78209;80.350742;78.123565;72.906469;69.832756;66.124113;75.17;73.23;74.73800972;76.357661;73.3053634;603;603;83;135;108;175;72.01241927;72.03662704
48.7162520426, 1.89538217455;"{""coordinates"": [[1.895382174545936, 48.71625204259383]], ""type"": ""MultiPoint""}";78220;1441.286133;1463.794003;1402.533392;1384.262205;1350.518087;1359.76;1258.96;1262.15361002;1282.74675;1356.12284044;605;605;1315;1359;1016;790;1354.99619606;1282.81254466
48.9370865375, 1.82528634475;"{""coordinates"": [[1.825286344750148, 48.937086537478805]], ""type"": ""MultiPoint""}";78230;30.270895;30.368469;36.795322;32.265337;39.308583;42.1;42.85;41.18194334;41.831782;36.46828569;608;608;47;55;40;85;43.79462269;47.05679438
48.6338846561, 1.77768204883;"{""coordinates"": [[1.777682048826507, 48.633884656081584]], ""type"": ""MultiPoint""}";78269;293.377126;320.814886;299.212133;319.054468;319.439724;310.49;296.54;332.53522793;361.505268;421.86055441;626;626;279;147;136;145;472.96339803;586.15075073
48.7195369177, 1.61431158641;"{""coordinates"": [[1.6143115864119, 48.71953691772008]], ""type"": ""MultiPoint""}";78283;39.387094;39.744316;29.357483;30.615434;31.929696;31.34;31.87;27.06842497;25.16951;24.1905388;630;630;33;30;8;35;24.32805297;24.24306595
49.011068419, 1.88825211444;"{""coordinates"": [[1.888252114438457, 49.01106841899193]], ""type"": ""MultiPoint""}";78299;538.028771;532.327278;596.038335;606.27098;630.536504;640.13;668.43;617.39985078;621.491639;618.15400853;637;637;646;694;640;695;619.78043824;554.34259973
48.6537430443, 1.68838379444;"{""coordinates"": [[1.688383794437653, 48.653743044254405]], ""type"": ""MultiPoint""}";78307;108.653491;106.420312;102.54427;111.027468;107.940333;128.56;127.05;136.99843895;155.480906;158.60188784;641;641;106;117;140;135;152.40584425;146.35909423
49.0480695762, 1.84928378869;"{""coordinates"": [[1.849283788693059, 49.048069576217266]], ""type"": ""MultiPoint""}";78317;90.110438;114.04918;115.367904;122.395969;131.760632;123.44;117.79;123.75743127;120.799697;120.27110551;645;645;75;62;80;65;129.05473925;128.54735019
48.7658874416, 2.16359520398;"{""coordinates"": [[2.163595203984355, 48.7658874415705]], ""type"": ""MultiPoint""}";78322;4185.616948;4286.015606;4297.960422;4310.261794;4275.007019;4283.54;4261.18;4146.24771315;4071.417699;4065.53104598;648;648;4208;4171;3068;2575;3906.89360313;3753.88690507
48.9741492628, 1.64664126533;"{""coordinates"": [[1.64664126533458, 48.974149262797305]], ""type"": ""MultiPoint""}";78324;45.571836;45.870754;41.03517;37.793528;37.972399;31.5;30.05;36.09219706;38.176597;41.93075976;649;649;33;32;20;20;41.21504984;37.95961857
49.0599645555, 1.54999195711;"{""coordinates"": [[1.549991957105687, 49.05996455554358]], ""type"": ""MultiPoint""}";78337;162.232757;157.370792;150.357993;161.160119;165.295639;176.91;183.27;193.70559729;180.116053;185.6644799;655;655;198;250;208;295;172.58796968;153.68643946
48.9972809176, 1.51664493758;"{""coordinates"": [[1.516644937584608, 48.99728091761337]], ""type"": ""MultiPoint""}";78344;60.921001;57.924021;62.611541;61.182276;59.947295;61.27;63.32;59.85528317;58.798199;57.97566961;657;657;61;46;44;60;57.30475784;62.21756882
48.9355037554, 1.54283893631;"{""coordinates"": [[1.542838936311129, 48.93550375537733]], ""type"": ""MultiPoint""}";78444;78.359102;74.640171;82.318492;82.693984;82.960851;79.2;79.07;64.38353496;73.511697;75.32013209;702;702;78;52;60;50;75.40863777;77.05594429
48.942459188, 1.83926470014;"{""coordinates"": [[1.839264700144548, 48.942459187975366]], ""type"": ""MultiPoint""}";78451;76.915061;83.676834;94.904006;100.205549;100.151346;109.47;107.65;103.3401006;108.699472;119.51332217;703;703;121;102;100;85;121.86869644;126.35217215
48.8591420064, 1.67178378899;"{""coordinates"": [[1.671783788985815, 48.85914200643337]], ""type"": ""MultiPoint""}";78505;18.850212;16.972533;17.140007;19.211174;28.988589;27.49;30.06;31.03791282;27.072057;27.54709335;723;723;21;24;28;15;28.07008323;27.9043873
48.6365156724, 1.68912293409;"{""coordinates"": [[1.68912293408732, 48.63651567235076]], ""type"": ""MultiPoint""}";78516;60.217184;63.441512;57.958945;59.425942;59.983764;47.88;49.24;54.65469716;53.886685;53.59555536;726;726;45;62;72;75;44.69258634;51.15365047
49.0194251803, 1.60169702211;"{""coordinates"": [[1.601697022111064, 49.01942518028063]], ""type"": ""MultiPoint""}";78528;43.989102;45.758418;41.943101;47.21739;48.368019;60.53;64.64;65.91483692;82.461459;77.65583018;731;731;48;74;80;60;76.70051724;85.67732506
48.8326245372, 1.9023842947;"{""coordinates"": [[1.902384294697971, 48.83262453721407]], ""type"": ""MultiPoint""}";78550;191.51407;193.333872;189.481028;211.110566;226.251895;263.44;305.54;320.58299261;312.460368;302.38485639;738;738;132;76;108;90;286.90844744;239.73265979
48.7838710389, 2.1973797801;"{""coordinates"": [[2.197379780102084, 48.78387103885801]], ""type"": ""MultiPoint""}";78640;39662.122718;40010.000429;39554.1553;40074.162424;39831.36159;39992.6;40814.66;40428.7584285;39746.394347;39488.6758769;770;770;38997;30260;33452;27630;39521.084153;39102.9634009
48.9366027443, 1.9958523314;"{""coordinates"": [[1.995852331401076, 48.93660274427882]], ""type"": ""MultiPoint""}";78672;817.115518;818.485629;838.426025;825.947509;814.541288;873.69;847.84;816.86347722;826.804219;831.53925177;780;780;692;553;384;460;896.71205315;931.50958411
48.8311116358, 2.01242403139;"{""coordinates"": [[2.012424031390541, 48.83111163575571]], ""type"": ""MultiPoint""}";78674;1709.276009;1664.604254;1652.708732;1628.983334;1565.340953;1538.5;1489.98;1524.94905448;1547.330138;1538.66552365;781;781;1230;1254;900;845;1570.90980004;1518.49565784
48.6758272988, 2.04925351361;"{""coordinates"": [[2.049253513605204, 48.67582729876507]], ""type"": ""MultiPoint""}";91093;75.836215;79.665156;85.398725;97.098843;94.143828;98.31;100.92;103.67546031;96.846944;111.14646937;809;809;70;62;72;65;119.77128707;107.91624478
48.6004357892, 2.1869674129;"{""coordinates"": [[2.186967412902494, 48.60043578920601]], ""type"": ""MultiPoint""}";91115;2597.757565;2522.829186;2556.730432;2542.1116;2433.281401;2346.42;2312.78;2255.53852519;2197.065432;2087.97780007;822;822;2780;2402;2448;2850;2186.25337428;2253.77359487
48.3441078706, 2.31537745783;"{""coordinates"": [[2.315377457826529, 48.34410787064717]], ""type"": ""MultiPoint""}";91137;33.172615;36.153017;31.262064;29.013595;25.603892;24;24.08;24.10019219;22.667418;23.26933118;831;831;21;42;48;30;22.96995708;26.05745072
48.5335461477, 2.44027387466;"{""coordinates"": [[2.440273874662636, 48.53354614771095]], ""type"": ""MultiPoint""}";91159;432.498793;424.037148;384.150806;407.088556;393.876327;386.11;379.79;380.66500007;358.595969;352.5385832;835;835;292;79;64;140;348.67121065;368.06918731
48.5359502528, 1.99384250759;"{""coordinates"": [[1.993842507587916, 48.53595025279488]], ""type"": ""MultiPoint""}";91200;4885.772567;4828.719632;4720.517269;4766.973278;4880.532911;4892.89;4936.92;4922.12224561;4984.524466;5190.48641704;846;846;4948;4783;4320;3700;5088.47203756;5063.51477372
48.6500163429, 2.48364633771;"{""coordinates"": [[2.483646337707838, 48.65001634291954]], ""type"": ""MultiPoint""}";91225;914.417372;844.845245;857.647876;848.580816;762.828758;707.01;643.06;589.23110359;606.904291;594.69044764;853;853;646;598;456;390;545.28866262;508.408093
48.4924242705, 2.17988240228;"{""coordinates"": [[2.179882402275115, 48.49242427053199]], ""type"": ""MultiPoint""}";91226;1233.336772;1284.330381;1216.277599;1279.01206;1254.252906;1269.09;1287.69;1289.1867647;1256.5668;1324.48442478;854;854;1117;972;840;625;1374.2310226;1365.88893091
48.3845470591, 2.23067245579;"{""coordinates"": [[2.230672455785241, 48.38454705907066]], ""type"": ""MultiPoint""}";91248;17.738133;19.136857;19.59704;28.887802;23.243762;20.58;25.81;31.51547078;21.376613;29.70780286;862;862;9;14;24;35;31.95707747;28.08885157
48.6261888022, 2.25181595359;"{""coordinates"": [[2.251815953589466, 48.62618880219978]], ""type"": ""MultiPoint""}";91339;1491.341196;1513.762434;1477.635557;1480.612761;1517.389097;1487.56;1434.52;1424.58144861;1391.726398;1369.77485785;882;882;1334;1335;796;865;1401.08821641;1293.66257538
48.5813416671, 2.26568745443;"{""coordinates"": [[2.265687454427614, 48.581341667051696]], ""type"": ""MultiPoint""}";91457;706.973962;708.592247;750.40874;791.778496;798.446291;787.99;812.72;810.66519519;863.11285;880.36684333;908;908;736;635;440;425;871.79100373;889.02344033
48.3522986637, 2.36103216441;"{""coordinates"": [[2.361032164410521, 48.35229866370869]], ""type"": ""MultiPoint""}";91507;77.98248;80.534718;83.309965;89.901832;167.996559;162.96;158.84;150.80612591;148.676282;92.43269237;921;921;162;79;88;55;92.98330863;88.80309667
48.6705402509, 2.52839327921;"{""coordinates"": [[2.528393279206778, 48.67054025094846]], ""type"": ""MultiPoint""}";91514;1804.433291;1847.874248;1821.050683;1901.328939;1932.229196;1893.65;1920.99;1938.75822491;2144.791889;2172.78987166;924;924;1576;1311;948;725;2251.50078797;2227.66545901
48.350480508, 2.13705929567;"{""coordinates"": [[2.137059295674671, 48.350480508041436]], ""type"": ""MultiPoint""}";91544;52.064797;49.931775;48.337939;62.597971;63.654369;69.73;65.87;66.28098923;57.675831;54.85285562;933;933;64;63;76;85;45.15092569;51.1836997
