Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC226131;75006;2021-06-14;2021-08-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;829.14;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;407805;152550;"{""coordinates"": [[[2.3312795544032343, 48.85168446117855], [2.3316652897431687, 48.85211734183527], [2.3317015979487143, 48.85210660666001], [2.3312909119222036, 48.85165441597651], [2.331278394208005, 48.85161685091594], [2.3312338321774377, 48.85154695742625], [2.331203742194138, 48.85150273242369], [2.3311669861144555, 48.85150580961914], [2.331138047574669, 48.85148315312615], [2.330857767877746, 48.85118371879275], [2.3308055523906663, 48.85120378192306], [2.3308952937188003, 48.85129643288309], [2.330792405667965, 48.8513522273922], [2.3309636911991625, 48.85156868029766], [2.3310185197784206, 48.851637018743496], [2.3311730977595007, 48.8515607432482], [2.3312191280845074, 48.85164205601089], [2.3312312416680165, 48.85165419129348], [2.3312795544032343, 48.85168446117855]]], ""type"": ""Polygon""}";48.8515371842761, 2.331099018024634
EC230196;75016;2021-09-08;2021-09-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;23.7;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;423765;155306;"{""coordinates"": [[[2.274084031942588, 48.85788489749093], [2.274180622661137, 48.857945216946135], [2.274200283793798, 48.857949216027876], [2.274209294050866, 48.857943373588306], [2.2742011222520384, 48.857930609802885], [2.274104128155114, 48.85787028611775], [2.274084031942588, 48.85788489749093]]], ""type"": ""Polygon""}";48.85791088111347, 2.2741475328784397
EC230361;75007;2021-08-04;2021-08-11;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;76.1;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;424193;155414;"{""coordinates"": [[[2.3117392300090933, 48.86117154715248], [2.3121459639872053, 48.86115384902305], [2.312144889905988, 48.86113061979901], [2.3117360737610686, 48.86114921609269], [2.3117392300090933, 48.86117154715248]]], ""type"": ""Polygon""}";48.86115124472335, 2.3119427351098296
EC230703;75017;2021-06-29;2021-09-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;68.62;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;425235;155643;"{""coordinates"": [[[2.316751387493295, 48.8865477069887], [2.316687680939406, 48.886511985369744], [2.3165925367382103, 48.88658162158177], [2.316657773292168, 48.88662431459491], [2.316751387493295, 48.8865477069887]]], ""type"": ""Polygon""}";48.88656711583501, 2.3166718737463574
EC220155;75008;2021-04-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;479.9;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;384304;148718;"{""coordinates"": [[[2.3237012280107567, 48.8755595558002], [2.3236720303834075, 48.87552205210566], [2.3233198114326274, 48.8756393660478], [2.322783662072542, 48.87599197027062], [2.3228597755580327, 48.8760315616199], [2.3233690576447117, 48.875674706923554], [2.3237012280107567, 48.8755595558002]]], ""type"": ""Polygon""}";48.875772362425785, 2.323198601905627
EC220162;75008;2021-04-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;222.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;384304;148718;"{""coordinates"": [[[2.3250655727609852, 48.874529945216175], [2.3247854948534035, 48.87472781395626], [2.324855337750013, 48.87477192206706], [2.3251422826487964, 48.874576824078105], [2.3250655727609852, 48.874529945216175]]], ""type"": ""Polygon""}";48.8746503609359, 2.324964044262968
EC221448;75016;2021-06-21;2021-09-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;366.13;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;389410;149503;"{""coordinates"": [[[2.2872822861002033, 48.856013959645], [2.286793338264275, 48.8565065035226], [2.2868382849245497, 48.856544266525866], [2.287336938295173, 48.856057586540885], [2.2873226773316557, 48.856031627975696], [2.2872822861002033, 48.856013959645]]], ""type"": ""Polygon""}";48.85627144884399, 2.2870719638698787
EC222019;75007;2021-06-07;2021-07-09;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;20.87;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;391186;149875;"{""coordinates"": [[[2.314582987290668, 48.85984651604044], [2.3145816930329404, 48.85988293868458], [2.3146523377084254, 48.859882273059036], [2.3146528168912415, 48.85984584574654], [2.314582987290668, 48.85984651604044]]], ""type"": ""Polygon""}";48.85986442860155, 2.31461745986918
EC210615;75007;2021-03-08;2021-05-10;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;45.52;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;347313;142885;"{""coordinates"": [[[2.311616976665612, 48.85085025064778], [2.3116539290591374, 48.85087992986637], [2.3117668072859066, 48.8508157578619], [2.311726570891615, 48.850788736280066], [2.311616976665612, 48.85085025064778]]], ""type"": ""Polygon""}";48.850833835302005, 2.3116910354883764
EC211879;75008;2021-03-08;2021-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;546.35;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;351409;143533;"{""coordinates"": [[[2.304552122048475, 48.87496396844945], [2.3044960537152117, 48.87492357076698], [2.303600389294416, 48.875462065353126], [2.303660611479161, 48.875501576567274], [2.304552122048475, 48.87496396844945]]], ""type"": ""Polygon""}";48.87521375022748, 2.3040756744913207
EC213682;75008;2021-03-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;0.94;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;357595;144555;"{""coordinates"": [[[2.3129361453648025, 48.87528696592407], [2.312926422071362, 48.87529146347335], [2.3129352933474094, 48.87529925590771], [2.3129450226559873, 48.87529430242701], [2.3129361453648025, 48.87528696592407]]], ""type"": ""Polygon""}";48.875293034283104, 2.312935716137816
EC214327;75015;2021-04-26;2021-05-07;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;412.72;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;360698;144946;"{""coordinates"": [[[2.2925994964056735, 48.85084189125226], [2.292577103042115, 48.85083948256792], [2.2925453618009257, 48.85082677217984], [2.2924629484097103, 48.85073464079579], [2.292317380661213, 48.850847053597874], [2.2921484091250695, 48.85098474191756], [2.292206717369856, 48.850982049718276], [2.2922744596934836, 48.85100117064925], [2.2923061935200155, 48.85105246097451], [2.2924179053872593, 48.85093929218297], [2.2925994964056735, 48.85084189125226]]], ""type"": ""Polygon""}";48.85089159394297, 2.292378306993057
EC227129;75012;2021-09-27;2021-11-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;7.79;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;412784;153274;"{""coordinates"": [[[2.3786386696716715, 48.84016728067305], [2.378690062484796, 48.840196363172794], [2.378702094875335, 48.84018354770305], [2.378651829453201, 48.84015647214455], [2.3786386696716715, 48.84016728067305]]], ""type"": ""Polygon""}";48.840176128292164, 2.378670934007962
EC204048;75009;2021-04-07;2021-05-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;26.36;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;323496;138858;"{""coordinates"": [[[2.3386632149927897, 48.87631533405304], [2.338630292459276, 48.87622970620987], [2.3385965237527855, 48.876234876986736], [2.3386249832679025, 48.876320213978076], [2.3386632149927897, 48.87631533405304]]], ""type"": ""Polygon""}";48.87627584983743, 2.33862907903111
EC204322;75014;2021-03-06;2021-06-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;186.02;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;324064;139035;"{""coordinates"": [[[2.3226641252086657, 48.83857552960547], [2.3227015333598002, 48.83856344615517], [2.3227415358220296, 48.83845802561991], [2.322713306461847, 48.83845376736347], [2.3227318513572293, 48.83840696849074], [2.322721533812499, 48.838404633770935], [2.322778539741796, 48.83826470087266], [2.322731793580729, 48.83825214093666], [2.322597054283317, 48.83858744506634], [2.3226445492399597, 48.83859545578701], [2.322656936250744, 48.8385978022313], [2.3226641252086657, 48.83857552960547]]], ""type"": ""Polygon""}";48.83844582304342, 2.3226906264214815
EC208285;75014;2021-02-01;2021-03-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;15.46;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;338980;141499;"{""coordinates"": [[[2.33749163316511, 48.82445306201622], [2.337587347420247, 48.82446474903265], [2.337592081409662, 48.824444966445434], [2.3374960067753716, 48.82443441604899], [2.33749163316511, 48.82445306201622]]], ""type"": ""Polygon""}";48.82444935221277, 2.3375422445333354
EC173411;75015;2020-06-23;2021-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;21.36;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;205420;119075;"{""coordinates"": [[[2.277780615912793, 48.8353976218821], [2.2778151915558817, 48.835391455874095], [2.2778165652347835, 48.835391919252174], [2.2777795875949733, 48.83532247823284], [2.2777457139134807, 48.83532773830122], [2.277780615912793, 48.8353976218821]]], ""type"": ""Polygon""}";48.83536013835864, 2.2777806898417507
EC175689;75013;2020-07-13;2022-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;135.94;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;214385;120564;"{""coordinates"": [[[2.3560090496402406, 48.816225290544644], [2.3560338385141897, 48.816228156384355], [2.356078583122843, 48.816234317107266], [2.356153593858024, 48.816246561437524], [2.356269874507155, 48.81626722400139], [2.356391053106607, 48.81628199397588], [2.356501308075974, 48.81628805207094], [2.3565985455976786, 48.81628720920039], [2.356724121212948, 48.81628105406474], [2.356722350383596, 48.81625690869044], [2.356640208809781, 48.81626375353072], [2.3565119205667875, 48.816266250577726], [2.3563782506051805, 48.816257789212486], [2.3562887543082027, 48.81624592302479], [2.3562350745060883, 48.81623743703358], [2.3561016183216017, 48.81621167237504], [2.3560148474002705, 48.81620255298458], [2.3560090496402406, 48.816225290544644]]], ""type"": ""Polygon""}";48.816256495724076, 2.356360045073907
EC175690;75013;2020-07-13;2022-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;33.08;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;214385;120564;"{""coordinates"": [[[2.3564862466652614, 48.816223306255885], [2.356469984853553, 48.81619999395797], [2.356359759531039, 48.816191659653036], [2.3563164042966203, 48.8161845954396], [2.356305080197473, 48.81620821433746], [2.3564104231731045, 48.8162210768889], [2.3564862466652614, 48.816223306255885]]], ""type"": ""Polygon""}";48.81620604158036, 2.3563940373714094
EC186036;75014;2020-11-02;2021-11-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;721.48;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;258876;127350;"{""coordinates"": [[[2.3326937776723407, 48.834113205782714], [2.3328788205346265, 48.83420713495788], [2.3330912105570065, 48.834104493293296], [2.3331789464341366, 48.8340403185734], [2.333243334507297, 48.833967817665574], [2.333211792849703, 48.83395306931885], [2.333264149684135, 48.83385044613222], [2.333274528788626, 48.83379403785893], [2.333250629749657, 48.83372104386146], [2.3331497062624145, 48.83373778602486], [2.3331357594179125, 48.83374954759068], [2.3331410098924485, 48.83377052412369], [2.3331567230819634, 48.83378245195469], [2.33313979825589, 48.83386523556168], [2.333086468993817, 48.83393597775602], [2.3330411759139515, 48.83397170004951], [2.3329543404217365, 48.83401948505636], [2.3327983610519194, 48.834080091582344], [2.3326937776723407, 48.834113205782714]]], ""type"": ""Polygon""}";48.83400179411598, 2.3330470487995
EC187787;75019;2020-09-21;2021-02-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;2608.46;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;266568;128555;"{""coordinates"": [[[2.370304266223547, 48.880688825561386], [2.370099907522442, 48.88068866063514], [2.3700751849004353, 48.88227590069313], [2.3702741267064544, 48.88226784065584], [2.3702762994324775, 48.882202281133054], [2.370304266223547, 48.880688825561386]]], ""type"": ""Polygon""}";48.881477222786685, 2.370188565498543
EC200072;75010;2020-01-25;2021-03-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;128.2;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;312554;136332;"{""coordinates"": [[[2.351125862978854, 48.87034447871329], [2.3511773306622974, 48.870313337466406], [2.351124614734665, 48.87027844419237], [2.351167115462925, 48.87024679927123], [2.3510776319662665, 48.870171179691845], [2.350988369943696, 48.87024400904181], [2.351125862978854, 48.87034447871329]]], ""type"": ""Polygon""}";48.87025668924754, 2.351088224194698
EC201739;75013;2021-01-11;2021-03-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;155.01;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;315643;137403;"{""coordinates"": [[[2.3651207002536756, 48.828809723511206], [2.364982466182402, 48.82883358024553], [2.3648036588069057, 48.82913044702615], [2.364877075974069, 48.829105336138106], [2.365008207401102, 48.82887196812676], [2.3651439064429085, 48.828829882918114], [2.3651207002536756, 48.828809723511206]]], ""type"": ""Polygon""}";48.828951106890145, 2.364950706368384
EC202503;75015;2021-01-07;2021-03-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;24.26;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;316997;137853;"{""coordinates"": [[[2.2907185430376944, 48.8339563546931], [2.2908045234462446, 48.83389007421461], [2.2907786648326907, 48.833875248473895], [2.290693463681882, 48.833941028106935], [2.2907185430376944, 48.8339563546931]]], ""type"": ""Polygon""}";48.83391567083315, 2.290748836855097
EC203166;75008;2020-12-23;2021-01-08;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;12.01;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;318837;138235;"{""coordinates"": [[[2.3227170444101986, 48.87447888566289], [2.322743437258554, 48.87451956192268], [2.3227696981990924, 48.87451743336965], [2.3227571515773375, 48.87447364819414], [2.3227170444101986, 48.87447888566289]]], ""type"": ""Polygon""}";48.874495829875016, 2.3227462200963185
EC114374;75004;2019-06-24;2021-03-04;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;58.01;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;98870;77459;"{""coordinates"": [[[2.36285284581408, 48.85118972429046], [2.3628748806849083, 48.85122171745028], [2.363138719722366, 48.85129996563398], [2.3631493407319404, 48.851277823400444], [2.36285284581408, 48.85118972429046]]], ""type"": ""Polygon""}";48.85124700236138, 2.36300374752881
EC224300;75016;2021-06-29;2021-07-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;12.02;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;400403;151283;"{""coordinates"": [[[2.268009904281941, 48.849654363267696], [2.268079537425248, 48.8496584325946], [2.2680819014715867, 48.849637499942546], [2.2680115788578923, 48.849633426398576], [2.268009904281941, 48.849654363267696]]], ""type"": ""Polygon""}";48.84964591402658, 2.268045742102503
EC128069;75011;2019-07-15;2021-04-02;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;473.1;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;111291;88274;"{""coordinates"": [[[2.3707091221997634, 48.869791725713725], [2.370176823069512, 48.86962231893907], [2.3701412962599178, 48.86967249047557], [2.369934962214675, 48.869610863712985], [2.369953935998434, 48.869653822486484], [2.370601166939885, 48.869854371709714], [2.37068848609955, 48.869818939128486], [2.3707091221997634, 48.869791725713725]]], ""type"": ""Polygon""}";48.86973319847612, 2.370359796926178
EC131700;75008;2019-09-02;2023-02-24;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;316.95;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;114339;90901;"{""coordinates"": [[[2.3152207700587857, 48.87552773725863], [2.315259098404856, 48.87544781367905], [2.3152153627974665, 48.87541386614819], [2.314874470699719, 48.87550845247658], [2.314955975675703, 48.87561000916926], [2.3152207700587857, 48.87552773725863]]], ""type"": ""Polygon""}";48.87551036665034, 2.315074071989
EC141302;75017;2020-01-06;2024-04-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;301.41;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;123257;97554;"{""coordinates"": [[[2.294412895753502, 48.87477758805995], [2.294313747289254, 48.874758333259], [2.2942429679682315, 48.87483623877791], [2.2940802479538926, 48.87502527878033], [2.2940936530922285, 48.875054956970594], [2.2941071340313504, 48.87507894277175], [2.294175787490519, 48.8751025119415], [2.294162315155754, 48.875077787839935], [2.294412895753502, 48.87477758805995]]], ""type"": ""Polygon""}";48.87492130346005, 2.2942340066285545
EC241228;75019;2021-09-06;2021-10-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;10.38;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;462925;162304;"{""coordinates"": [[[2.3832124650731794, 48.896050395316436], [2.383264488849584, 48.89603108333285], [2.3832425963084076, 48.896013666843885], [2.3831947308053834, 48.896031635073435], [2.3832124650731794, 48.896050395316436]]], ""type"": ""Polygon""}";48.896031803066506, 2.3832287363772022
EC241565;75012;2021-09-20;2021-10-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;26.58;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;465872;162528;"{""coordinates"": [[[2.3731069036551484, 48.84564117924498], [2.373101135639831, 48.8456617919867], [2.3732471688256127, 48.84568137888663], [2.3732511251836717, 48.845658327481395], [2.3731069036551484, 48.84564117924498]]], ""type"": ""Polygon""}";48.845660848761916, 2.373177767272074
EC243867;75017;2021-09-06;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;191.52;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;476167;163848;"{""coordinates"": [[[2.281338291556421, 48.87825345371246], [2.2814627008308417, 48.878243271714155], [2.2813217021652874, 48.878054816584104], [2.2812135093303296, 48.8780905957101], [2.281338291556421, 48.87825345371246]]], ""type"": ""Polygon""}";48.878159916498156, 2.28133517258581
