Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris
19;Métro;PALAIS-ROYAL;9648312;1;7;;;;Paris;1
20;Métro;TROCADERO;9381362;6;9;;;;Paris;16
53;RER;FONTENAY-AUX-ROSES;1183158;B;;;;;Fontenay aux roses;
43;RER;CHATOU-CROISSY;2365895;A;;;;;Chatou;
117;Métro;MENILMONTANT;4359581;2;;;;;Paris;11
86;Métro;VOLTAIRE;5195333;9;;;;;Paris;11
122;Métro;CHARONNE;4174673;9;;;;;Paris;12
94;Métro;BASILIQUE DE SAINT-DENIS;4894705;13;;;;;Saint Denis;
102;Métro;ROBESPIERRE;4702422;9;;;;;Montreuil;
236;Métro;VOLONTAIRES;2342480;12;;;;;Paris;15
254;Métro;BUZENVAL;2071421;9;;;;;Paris;20
242;Métro;CITE;2237552;4;;;;;Paris;4
237;Métro;CRETEIL-L'ECHAT;2328225;8;;;;;Créteil;
59;Métro;JAURES;6261040;2;5;7bis;;;Paris;19
63;Métro;REUILLY-DIDEROT;6037085;1;8;;;;Paris;12
40;Métro;PORTE DE VINCENNES;7164764;1;;;;;Paris;12
33;Métro;AUBERVILLIERS-PANTIN-QUATRE CHEMINS;7785492;7;;;;;Aubervilliers;
145;Métro;ALEXANDRE DUMAS;3668682;2;;;;;Paris;11
165;Métro;PYRENEES;3354023;11;;;;;Paris;20
138;Métro;LOUISE MICHEL;3807962;3;;;;;Levallois-Perret;
152;Métro;CRETEIL-UNIVERSITE;3558391;8;;;;;Créteil;
227;Métro;SEVRES-LECOURBE;2431794;6;;;;;Paris;15
213;Métro;LOUVRE;2617507;1;;;;;Paris;1
264;Métro;FELIX FAURE;1865477;8;;;;;Paris;15
257;Métro;AVRON;2038056;2;;;;;Paris;11
279;Métro;SULLY-MORLAND;1550640;7;;;;;Paris;4
38;RER;NOGENT-SUR-MARNE;2784913;A;;;;;Nogent-sur-Marne;
41;RER;SUCY-BONNEUIL;2540004;A;;;;;Sucy-en-Brie;
35;RER;BUSSY-SAINT-GEORGES;3235459;A;;;;;Bussy-Saint-Georges;
63;RER;MASSY-VERRIERES;623769;B;;;;;Massy;
51;RER;LOGNES;1655254;A;;;;;Lognes;
31;Métro;LA MOTTE-PICQUET-GRENELLE;7959759;6;8;10;;;Paris;15
44;Métro;MADELEINE;7088856;8;12;14;;;Paris;8
66;Métro;MARCEL SEMBAT;5958354;9;;;;;Boulogne Billancourt;
16;Métro;FRANKLIN D. ROOSEVELT;10705337;1;9;;;;Paris;8
142;Métro;CORENTIN CELTON;3715160;12;;;;;Issy Les Moulineaux;
53;Métro;LES SABLONS;6396994;1;;;;;Neuilly Sur Seine;
241;Métro;PORTE DE CHARENTON;2262053;8;;;;;Paris;12
116;Métro;DENFERT-ROCHEREAU;4401791;4;6;;;;Paris;14
174;Métro;RUE DE LA POMPE;3241496;9;;;;;Paris;16
121;Métro;SAINT-GERMAIN DES PRES;4191939;4;;;;;Paris;6
221;Métro;MAISONS-ALFORT-STADE;2465520;8;;;;;Maisons -Alfort;
210;Métro;RUE DES BOULETS;2654910;9;;;;;Paris;11
30;RER;CHAMPIGNY;3597213;A;;;;;Saint-Maur des Fossés;
228;Métro;TELEGRAPHE;2425536;11;;;;;Paris;20
3;RER;LA DEFENSE-RER;33822933;A;;;;;Puteaux;
60;Métro;VILLIERS;6237308;2;3;;;;Paris;17
203;Métro;VILLEJUIF-LEO LAGRANGE;2799771;7;;;;;Villejuif;
7;RER;MASSY-PALAISEAU;9496594;B;;;;;Massy;
119;Métro;ARTS ET METIERS;4235686;3;11;;;;Paris;3
192;Métro;PORTE DE CHOISY;2943551;7;;;;;Paris;13
64;RER;PARC DE SCEAUX;613248;B;;;;;Antony;
103;Métro;JUSSIEU;4684325;7;10;;;;Paris;5
178;Métro;CHARENTON-ECOLES;3132036;8;;;;;Charenton;
4;Métro;MONTPARNASSE-BIENVENUE;30646580;4;6;12;13;;Paris;14
141;Métro;MALAKOFF-PLATEAU DE VANVES;3718080;13;;;;;Malakoff;
139;Métro;PORTE DE SAINT-OUEN;3764392;13;;;;;Paris;17
173;Métro;QUAI DE LA GARE;3252321;6;;;;;Paris;13
239;Métro;MICHEL-ANGE-MOLITOR;2298330;9;10;;;;Paris;16
133;Métro;VICTOR HUGO;4005276;2;;;;;Paris;16
251;Métro;TRINITE-D'ESTIENNE D'ORVES;2133878;12;;;;;Paris;9
232;Métro;EDGAR QUINET;2364420;6;;;;;Paris;14
127;Métro;BLANCHE;4120807;2;;;;;Paris;9
290;Métro;TEMPLE;1258217;3;;;;;Paris;2
299;Métro;DANUBE;566268;7bis;;;;;Paris;19
258;Métro;MICHEL BIZOT;2009808;8;;;;;Paris;12
12;RER;RUEIL-MALMAISON;7052357;A;;;;;Rueil-Malmaison;
190;Métro;NATIONALE;2970029;6;;;;;Paris;13
293;Métro;BOTZARIS;1016993;7bis;;;;;Paris;19
134;Métro;LEDRU-ROLLIN;3977633;8;;;;;Paris;12
200;Métro;DUGOMMIER;2836152;6;;;;;Paris;12
300;Métro;BUTTES-CHAUMONT;560675;7bis;;;;;Paris;19
107;Métro;GUY MOQUET;4593098;13;;;;;Paris;17
219;Métro;VILLEJUIF-PAUL VAILLANT-COUTURIER;2470026;7;;;;;Villejuif;
24;RER;NANTERRE-UNIVERSITE;4468490;A;;;;;Nanterre;
88;Métro;ALESIA;5113245;4;;;;;Paris;14
37;RER;BOISSY-SAINT-LEGER;2810996;A;;;;;Boissy-Saint-Léger;
13;RER;VINCENNES;6980574;A;;;;;Vincennes;
123;Métro;FORT D'AUBERVILLIERS;4165208;7;;;;;Aubervilliers;
50;RER;LES BACONNETS;1888141;B;;;;;Antony;
225;Métro;LOUIS BLANC;2439575;7;7bis;;;;Paris;10
2;Métro;GARE DU NORD;45793828;4;5;;;;Paris;10
35;Métro;VILLEJUIF-LOUIS ARAGON;7479307;7;;;;;Villejuif;
9;Métro;LA DEFENSE;15954978;1;;;;;Puteaux;
163;Métro;SAINT-PLACIDE;3376988;4;;;;;Paris;6
149;Métro;MARX DORMOY;3616802;12;;;;;Paris;18
181;Métro;SAINT-MAUR;3065770;3;;;;;Paris;11
151;Métro;LES GOBELINS;3595435;7;;;;;Paris;13
196;Métro;ETIENNE MARCEL;2907953;4;;;;;Paris;1
271;Métro;SAINT-SEBASTIEN-FROISSART;1731645;8;;;;;Paris;3
238;Métro;SAINT-JACQUES;2324865;6;;;;;Paris;13
274;Métro;MONTGALLET;1690677;8;;;;;Paris;12
223;Métro;LES AGNETTES;2448699;13;;;;;Asnières sur Seine;
18;RER;NEUILLY-PLAISANCE;5904235;A;;;;;Neuilly-sur-Seine;
39;RER;FONTENAY-SOUS-BOIS;2729214;A;;;;;Fontenay-sous-Bois;
90;Métro;CRETEIL-PREFECTURE;5028020;8;;;;;Créteil;
136;Métro;PORTE DES LILAS;3868367;3bis;11;;;;Paris;20
246;Métro;MICHEL-ANGE-AUTEUIL;2175029;9;10;;;;Paris;16
115;Métro;PORTE DE CLICHY;4410686;13;;;;;Paris;17
198;Métro;PORTE DOREE;2850341;8;;;;;Paris;12
79;Métro;RICHELIEU-DROUOT;5340869;8;9;;;;Paris;9
207;Métro;TUILERIES;2682811;1;;;;;Paris;1
95;Métro;PERE LACHAISE;4882748;2;3;;;;Paris;20
41;Métro;GAMBETTA;7137504;3;3bis;;;;Paris;20
101;Métro;PORTE DE MONTREUIL;4735534;9;;;;;Paris;20
61;Métro;COUR SAINT-EMILION;6068940;14;;;;;Paris;12
46;Métro;CHATEAU ROUGE;7053570;4;;;;;Paris;18
68;Métro;CRIMEE;5921134;7;;;;;Paris;19
1;RER;GARE DU NORD-RER;42502942;B;;;;;Paris;10
42;RER;BAGNEUX;2388018;B;;;;;Cachan;
278;Métro;SEGUR;1605135;10;;;;;Paris;15
42;Métro;PONT DE NEUILLY;7127658;1;;;;;Neuilly Sur Seine;
13;Métro;PLACE D'ITALIE;11508361;5;6;7;;;Paris;13
170;Métro;CAMBRONNE;3286006;6;;;;;Paris;15
49;RER;LA VARENNE-CHENNEVIERES;1976634;A;;;;;saint-Maur des Fossés;
168;Métro;CADET;3338778;7;;;;;Paris;9
62;RER;BURES-SUR-YVETTE;726989;B;;;;;Bures sur Yvette;
167;Métro;BILLANCOURT;3348058;9;;;;;Boulogne Billancourt;
69;Métro;ODEON;5905175;4;10;;;;Paris;6
244;Métro;VAVIN;2182742;4;;;;;Paris;14
105;Métro;MAIRIE DE SAINT-OUEN;4641862;13;;;;;Saint Ouen;
112;Métro;MAIRIE D'ISSY;4473140;12;;;;;Issy Les Moulineaux;
243;Métro;LA TOUR-MAUBOURG;2218166;8;;;;;Paris;7
92;Métro;SAINT-DENIS-UNIVERSITE;4993498;13;;;;;Saint Denis;
231;Métro;RUE DU BAC;2389323;12;;;;;Paris;7
296;Métro;CHARDON-LAGACHE;718908;10;;;;;Paris;16
64;Métro;BALARD;6028656;8;;;;;Paris;15
297;Métro;PORTE D'AUTEUIL;652631;10;;;;;Paris;16
214;Métro;JACQUES BONSERGENT;2596218;5;;;;;Paris;10
267;Métro;CHATEAU-LANDON;1779651;7;;;;;Paris;10
185;Métro;CORENTIN CARIOU;3023221;7;;;;;Paris;19
28;Métro;PORTE MAILLOT;8181976;1;;;;;Paris;16
216;Métro;LE PELETIER;2510950;7;;;;;Paris;9
52;RER;LE VESINET-CENTRE;1361720;A;;;;;Le Vésinet;
222;Métro;ABBESSES;2450498;12;;;;;Paris;18
48;RER;LE VESINET-LE PECQ;2157155;A;;;;;Le Vésinet;
205;Métro;SIMPLON;2756818;4;;;;;Paris;18
256;Métro;QUATRE-SEPTEMBRE;2038075;3;;;;;Paris;2
5;RER;NANTERRE-PREFECTURE;24980181;A;;;;;Nanterre;
230;Métro;BEL AIR;2406187;6;;;;;Paris;12
8;Métro;LES HALLES;17509498;4;;;;;Paris;1
37;Métro;GRANDS BOULEVARDS;7416725;8;9;;;;Paris;9
46;RER;LE PARC DE SAINT-MAUR;2242987;A;;;;;Saint-Maur des Fossés;
65;Métro;LA COURNEUVE-8 MAI 1945;5962052;7;;;;;La Courneuve;
51;Métro;SAINT-PAUL;6443129;1;;;;;Paris;4
183;Métro;SAINT-AMBROISE;3037654;9;;;;;Paris;11
34;Métro;CHATILLON-MONTROUGE;7574425;13;;;;;Chatillon;
204;Métro;MARAICHERS;2788149;9;;;;;Paris;20
27;Métro;MAIRIE DE MONTREUIL;8182788;9;;;;;Montreuil;
291;Métro;ASSEMBLEE NATIONALE;1131202;12;;;;;Paris;7
56;Métro;GEORGE V;6380669;1;;;;;Paris;8
1;Métro;SAINT-LAZARE;46679970;3;9;12;13;14;Paris;8
97;Métro;GLACIERE;4863838;6;;;;;Paris;13
12;Métro;BELLEVILLE;11755857;2;11;;;;Paris;10
85;Métro;CROIX DE CHAVAUX;5210557;9;;;;;Montreuil;
31;RER;SAINT-MAUR-CRETEIL;3592853;A;;;;;Saint-Maur des Fossés;
211;Métro;LIBERTE;2631382;8;;;;;Charenton;
14;Métro;HOTEL DE VILLE;11467832;1;11;;;;Paris;4
160;Métro;BROCHANT;3418061;13;;;;;Paris;17
49;Métro;BERCY;6700350;6;14;;;;Paris;12
159;Métro;GONCOURT;3420469;11;;;;;Paris;11
57;Métro;CONCORDE;6325918;1;8;12;;;Paris;8
154;Métro;CENSIER-DAUBENTON;3514620;7;;;;;Paris;6
76;Métro;PORTE DE SAINT-CLOUD;5386794;9;;;;;Paris;16
132;Métro;EGLISE DE PANTIN;4056872;5;;;;;Pantin;
111;Métro;SAINT-DENIS-PORTE DE PARIS;4503548;13;;;;;Saint Denis;
298;Métro;BOLIVAR;575968;7bis;;;;;Paris;19
180;Métro;SAINT-PHILIPPE-DU-ROULE;3076501;9;;;;;Paris;8
11;RER;SAINT-MICHEL-NOTRE-DAME;7247647;B;;;;;Paris;
158;Métro;PORTE DE CHAMPERRET;3431010;3;;;;;Paris;17
14;RER;ANTONY;6365395;B;;;;;Antony;
233;Métro;BREGUET-SABIN;2351237;5;;;;;Paris;11
234;Métro;SAINT-SULPICE;2350813;4;;;;;Paris;6
276;Métro;PONT NEUF;1613273;7;;;;;Paris;4
283;Métro;VARENNE;1410421;13;;;;;Paris;7
266;Métro;LIEGE;1795368;13;;;;;Paris;8
3;Métro;GARE DE LYON;36864326;1;14;A;;;Paris;12
36;Métro;CHAUSSEE D'ANTIN-LA FAYETTE;7470237;7;9;;;;Paris;9
30;Métro;PORTE DE CLIGNANCOURT;8050206;4;;;;;Paris;18
80;Métro;PONT DE SEVRES;5332900;9;;;;;Boulogne Billancourt;
93;Métro;PORTE DE VANVES;4907106;13;;;;;Paris;14
71;Métro;REAUMUR-SEBASTOPOL;5669490;3;4;;;;Paris;3
89;Métro;PLAISANCE;5091432;13;;;;;Paris;14
43;Métro;MAIRIE DE CLICHY;7105379;13;;;;;Clichy;
150;Métro;BOURSE;3596746;3;;;;;Paris;2
104;Métro;JULES JOFFRIN;4677666;12;;;;;Paris;18
284;Métro;PICPUS;1404477;6;;;;;Paris;12
245;Métro;BOISSIERE;2180159;6;;;;;Paris;16
11;Métro;CHATELET;12505675;1;4;7;11;14;Paris;1
224;Métro;PORTE D'ITALIE;2444086;7;;;;;Paris;13
176;Métro;BERAULT;3182589;1;;;;;Vincennes;
206;Métro;COURCELLES;2713346;2;;;;;Paris;17
281;Métro;AVENUE EMILE ZOLA;1506963;10;;;;;Paris;15
191;Métro;BOBIGNY-PANTIN-RAYMOND QUENEAU;2957528;5;;;;;Pantin;
277;Métro;PIERRE CURIE;1608512;7;;;;;Ivry;
209;Métro;CARREFOUR PLEYEL;2657021;13;;;;;Saint Denis;
4;RER;CHATELET-LES HALLES-RER;33424797;A;B;;;;Paris;1
33;RER;PORT ROYAL;3489722;B;;;;;Paris;5
29;RER;LAPLACE;3676446;B;;;;;Arcueil;
17;RER;AUBER;5923654;A;;;;;Paris;9
113;Métro;LE KREMLIN-BICETRE;4447608;7;;;;;Kremlin-Bicêtre;
45;RER;BRY-SUR-MARNE;2304182;A;;;;;Bry-sur-Marne;
212;Métro;MALESHERBES;2628908;3;;;;;Paris;17
32;RER;ARCUEIL-CACHAN;3565431;B;;;;;Arcueil;
39;Métro;OLYMPIADES;7306272;14;;;;;Paris;13
25;RER;TORCY;4242369;A;;;;;Torcy;
44;RER;GENTILLY;2332897;B;;;;;Gentilly;
60;RER;SCEAUX;756148;B;;;;;sceaux;
193;Métro;NOTRE-DAME-DE-LORETTE;2943066;12;;;;;Paris;9
10;Métro;BASTILLE;13172392;1;5;8;;;Paris;12
218;Métro;CLUNY LA SORBONNE;2493703;10;;;;;Paris;5
175;Métro;FAIDHERBE-CHALIGNY;3206635;8;;;;;Paris;12
240;Métro;SAINT-MARCEL;2286932;5;;;;;Paris;13
143;Métro;POISSONNIERE;3704783;7;;;;;Paris;10
202;Métro;LA FOURCHE;2814675;13;;;;;Paris;8
162;Métro;BOUCICAUT;3403615;8;;;;;Paris;15
15;RER;MARNE-LA-VALLEE-CHESSY;6229130;A;;;;;Montévrain;
140;Métro;ANATOLE FRANCE;3734650;3;;;;;Levallois-Perret;
34;RER;LA CROIX DE BERNY;3288568;B;;;;;Antony;
262;Métro;PHILIPPE AUGUSTE;1922463;2;;;;;Paris;11
20;RER;VAL D'EUROPE;5137706;A;;;;;Serris;
286;Métro;KLEBER;1357710;6;;;;;Paris;16
147;Métro;DUROC;3645141;10;13;;;;Paris;7
27;RER;JOINVILLE-LE-PONT;3950334;A;;;;;Joinville-le-Pont;
109;Métro;ALMA-MARCEAU;4561735;9;;;;;Paris;8
82;Métro;MARCADET-POISSONNIERS;5285526;4;12;;;;Paris;18
98;Métro;MAIRIE DES LILAS;4817603;11;;;;;Les Lilas;
77;Métro;PORTE DE PANTIN;5377661;5;;;;;Paris;19
22;Métro;STRASBOURG-SAINT-DENIS;9258372;4;8;9;;;Paris;2
208;Métro;PORTE DE LA CHAPELLE;2673189;12;;;;;Paris;18
23;Métro;BIR-HAKEIM;8772981;6;;;;;Paris;15
182;Métro;JAVEL-ANDRE CITROEN;3042409;10;;;;;Paris;15
56;RER;LE GUICHET;924106;B;;;;;Orsay;
250;Métro;MALAKOFF-RUE ETIENNE DOLET;2140693;13;;;;;Malakoff;
78;Métro;PONT DE LEVALLOIS-BECON;5374925;3;;;;;Levallois-Perret;
17;Métro;GARE D'AUSTERLITZ;10443637;5;10;;;;Paris;13
32;Métro;HAVRE-CAUMARTIN;7865303;3;9;;;;Paris;9
57;RER;SAINT-REMY-LES-CHEVREUSE;915757;B;;;;;St-Rémy-Lès-Chevreuse;
54;Métro;MIROMESNIL;6391877;9;13;;;;Paris;8
47;RER;ROBINSON;2181910;B;;;;;Sceaux;
52;Métro;INVALIDES;6411555;8;13;;;;Paris;7
45;Métro;MAIRIE DE MONTROUGE;7081319;4;;;;;Montrouge;
177;Métro;PLACE MONGE;3134478;7;;;;;Paris;6
161;Métro;FUNICULAIRE;3415784;2;;;;;Paris;18
287;Métro;RENNES;1288804;12;;;;;Paris;6
118;Métro;PORTE DE BAGNOLET;4347994;3;;;;;Paris;20
21;RER;SAINT-GERMAIN-EN-LAYE;4908355;A;;;;;Saint-Germain-en-Laye;
129;Métro;DUPLEIX;4092602;6;;;;;Paris;15
7;Métro;REPUBLIQUE;18327920;3;5;8;9;11;Paris;11
91;Métro;BONNE NOUVELLE;5025192;8;9;;;;Paris;10
55;RER;PALAISEAU-VILLEBON;941474;B;;;;;Palaiseau;
96;Métro;CHARLES MICHELS;4865336;10;;;;;Paris;15
61;RER;FONTAINE-MICHALON;754778;B;;;;;Antony;
99;Métro;PEREIRE;4804340;3;;;;;Paris;17
24;Métro;PLACE CLICHY;8769157;2;13;;;;Paris;17
270;Métro;CARDINAL LEMOINE;1753554;10;;;;;Paris;5
55;Métro;PORTE DE VERSAILLES;6388506;12;;;;;Paris;15
265;Métro;MONCEAU;1804353;2;;;;;Paris;17
84;Métro;PASTEUR;5217986;6;12;;;;Paris;9
25;Métro;NATION;8638165;1;2;6;9;;Paris;12
73;Métro;CHATEAU DE VINCENNES;5544176;1;;;;;Vincennes;
26;Métro;BOBIGNY-PABLO PICASSO;8262452;5;;;;;Bobigny;
124;Métro;PORTE DE LA VILLETTE;4162037;7;;;;;Paris;19
65;RER;COURCELLE-SUR-YVETTE;576015;B;;;;;Gif sur Yvette;
114;Métro;CHATEAU D'EAU;4439398;4;;;;;Paris;10
58;RER;LOZERE;828404;B;;;;;Palaiseau;
125;Métro;LA MUETTE;4150248;9;;;;;Paris;16
74;Métro;SEVRES-BABYLONE;5430593;10;12;;;;Paris;7
199;Métro;LAMARCK-CAULAINCOURT;2843167;12;;;;;Paris;18
108;Métro;OBERKAMPF;4580340;5;9;;;;Paris;11
171;Métro;PARMENTIER;3283276;3;;;;;Paris;11
235;Métro;MAUBERT-MUTUALITE;2349339;10;;;;;Paris;5
189;Métro;COMMERCE;2973194;8;;;;;Paris;15
179;Métro;PORTE DAUPHINE;3119154;2;;;;;Paris;16
195;Métro;CRETEIL-POINTE DU LAC;2924153;8;;;;;Créteil;
169;Métro;PERNETY;3310917;13;;;;;Paris;14
146;Métro;VAUGIRARD;3663937;12;;;;;Paris;15
148;Métro;TERNES;3627447;2;;;;;Paris;17
155;Métro;SENTIER;3507732;3;;;;;Paris;3
164;Métro;BOULOGNE-PONT DE SAINT-CLOUD;3358482;10;;;;;Boulogne Billancourt;
130;Métro;OURCQ;4089055;5;;;;;Paris;19
226;Métro;RIQUET;2434730;7;;;;;Paris;19
252;Métro;SOLFERINO;2130716;12;;;;;Paris;7
197;Métro;FRONT POPULAIRE;2877264;12;;;;;Saint Denis / Aubervilliers;
248;Métro;EXELMANS;2152072;9;;;;;Paris;16
269;Métro;SAINT-FRANCOIS-XAVIER;1756612;13;;;;;Paris;7
268;Métro;PONT MARIE;1769299;7;;;;;Paris;4
260;Métro;MAISON BLANCHE;1974306;7;;;;;Paris;13
294;Métro;FALGUIERE;912582;12;;;;;Paris;15
273;Métro;EUROPE;1694103;3;;;;;Paris;8
19;RER;NOISY-CHAMPS;5401324;A;;;;;Champs-sur-Marne;
263;Métro;MAISONS-ALFORT-LES JUILLIOTTES;1905384;8;;;;;Maisons -Alfort;
292;Métro;VANEAU;1067512;10;;;;;Paris;7
16;RER;LUXEMBOURG;6020838;B;;;;;Paris;5
23;RER;BOURG-LA-REINE;4595817;B;;;;;Bourg la Reine;
6;Métro;BIBLIOTHEQUE;18770034;14;;;;;Paris;13
40;RER;ORSAY-VILLE;2605092;B;;;;;Orsay;
36;RER;NOISIEL;2882653;A;;;;;Noisiel;
81;Métro;DAUMESNIL;5317608;6;8;;;;Paris;12
67;Métro;PIGALLE;5949716;2;12;;;;Paris;18
72;Métro;CONVENTION;5609633;12;;;;;Paris;15
62;Métro;ANVERS;6047635;2;;;;;Paris;18
58;Métro;SAINT-MANDE-TOURELLE;6314385;1;;;;;Saint Mandé;
100;Métro;COLONEL FABIEN;4794789;2;;;;;Paris;10
126;Métro;PASSY;4124316;6;;;;;Paris;16
220;Métro;RANELAGH;2470025;9;;;;;Paris;16
217;Métro;IENA;2506768;9;;;;;Paris;16
172;Métro;CHEVALERET;3257784;6;;;;;Paris;13
186;Métro;GAITE;2995328;13;;;;;Paris;14
137;Métro;SAINT-AUGUSTIN;3853378;9;;;;;Paris;8
255;Métro;PORTE D'IVRY;2045606;7;;;;;Paris;13
229;Métro;LOURMEL;2424947;8;;;;;Paris;15
253;Métro;JASMIN;2103952;9;;;;;Paris;16
259;Métro;RASPAIL;1995962;4;6;;;;Paris;14
272;Métro;FILLES DU CALVAIRE;1718975;8;;;;;Paris;3
261;Métro;MABILLON;1963879;10;;;;;Paris;6
303;Métro;EGLISE D'AUTEUIL;182153;10;;;;;Paris;16
295;Métro;SAINT-FARGEAU;737146;3bis;;;;;Paris;8
9;RER;NOISY-LE-GRAND-MONT D'EST;8077756;A;;;;;Noisy-le-Grand;
