Réseau,Station,Trafic,Ville,Arrondissement pour Paris,Year,ArRGeopoint
Métro,chemin vert,1483745,Paris,11.0,2013,"48.9611224021516, 2.2026526638411075"
Métro,chemin vert,1483745,Paris,11.0,2013,"48.69226371949672, 2.4312576606871668"
Métro,chemin vert,1483745,Paris,11.0,2013,"49.00765190488652, 2.122971189515415"
Métro,chemin vert,1483745,Paris,11.0,2013,"49.026919053669985, 2.3304527738347733"
Métro,chemin vert,1483745,Paris,11.0,2013,"48.86056857324236, 2.3785386684526424"
Métro,chemin vert,1483745,Paris,11.0,2013,"48.80096364366762, 2.4712295943534"
Métro,chemin vert,1483745,Paris,11.0,2013,"49.00766029703245, 2.1228890318602334"
Métro,chemin vert,1483745,Paris,11.0,2013,"48.96617858095791, 1.9434865572984914"
Métro,chemin vert,1483745,Paris,11.0,2013,"48.79883183107673, 2.0317242444696575"
RER,torcy,3524984,Torcy,,2013,"48.83964300244392, 2.6552738368295383"
RER,torcy,3524984,Torcy,,2013,"48.8397683071873, 2.655064551972465"
RER,torcy,3524984,Torcy,,2013,"48.83977774427836, 2.6552184473283766"
RER,torcy,3524984,Torcy,,2013,"48.83970587673652, 2.655246171857126"
Métro,olympiades,6886845,Paris,13.0,2013,"48.82703387033553, 2.3669923170188336"
Métro,olympiades,6886845,Paris,13.0,2013,"48.82719834162283, 2.3674806978069447"
Métro,olympiades,6886845,Paris,13.0,2013,"48.82694415502931, 2.3670342709419234"
Métro,olympiades,6886845,Paris,13.0,2013,"48.827123441415665, 2.3669231215308075"
RER,gif-sur-yvette,695806,Gif sur Yvette,,2013,"48.698130118502284, 2.1364272079563453"
RER,gif-sur-yvette,695806,Gif sur Yvette,,2013,"48.69820197148422, 2.1364124324406024"
RER,fontenay-sous-bois,2489026,Fontenay-sous-Bois,,2013,"48.843774989968104, 2.4634645620361653"
RER,fontenay-sous-bois,2489026,Fontenay-sous-Bois,,2013,"48.843820138807956, 2.463504974716977"
RER,fontenay-sous-bois,2489026,Fontenay-sous-Bois,,2013,"48.8437576605729, 2.4636112178940737"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.843863691546865, 2.364103589848449"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84359997898938, 2.3652513826813344"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84228236696625, 2.364395394600644"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.8423958528448, 2.3654431802574223"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84416952661936, 2.364113484264214"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.840568405567765, 2.367661795314145"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84339858824855, 2.364586169198418"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84250458570089, 2.363902162602706"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84339634407151, 2.3641637954461068"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84462045906856, 2.3643491653520807"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84310878450396, 2.36420818098402"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84235503505959, 2.3645307640842486"
Métro,gare d'austerlitz,8375268,Paris,13.0,2013,"48.84229779661446, 2.365607880762542"
Métro,saint-paul,6515486,Paris,4.0,2013,"48.85498720166743, 2.3621279399858532"
Métro,saint-paul,6515486,Paris,4.0,2013,"48.99322852793815, 2.308858616123008"
Métro,saint-paul,6515486,Paris,4.0,2013,"48.99261976505572, 2.309331325131278"
Métro,saint-paul,6515486,Paris,4.0,2013,"48.993020981744586, 2.31029621805773"
Métro,saint-paul,6515486,Paris,4.0,2013,"48.8547982048511, 2.362102996024838"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.87502560302735, 2.324606776069679"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.875381315994346, 2.325488390672613"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.87546213531518, 2.32546689258716"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.8749665010208, 2.3244924701707954"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.87560743717222, 2.3241220297004324"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.875594817783366, 2.3274702373032774"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.875689121940304, 2.32744775001932"
Métro,saint-lazare,44939493,Paris,8.0,2013,"48.87566085465837, 2.324025896124678"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.830991153000234, 2.3560502682264337"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83154024474194, 2.355303769754901"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83096571327892, 2.3555015914814845"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83154938470357, 2.3553309022364415"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83091498286122, 2.3561016127215275"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83096622707041, 2.3555969433697497"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83151935447728, 2.356434716346481"
Métro,place d'italie,11534907,Paris,13.0,2013,"48.83185933309496, 2.3561035710094846"
Métro,ourcq,3792001,Paris,19.0,2013,"48.88738866817765, 2.387641973199246"
Métro,ourcq,3792001,Paris,19.0,2013,"48.88712446108181, 2.3869768548504693"
Métro,ourcq,3792001,Paris,19.0,2013,"48.8869159531814, 2.3866520167598835"
Métro,ourcq,3792001,Paris,19.0,2013,"48.887149902823005, 2.3866765356019912"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.87652516193547, 2.441025833674121"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.806867453673604, 2.512331331757931"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.876510166648416, 2.4416668116335334"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.961026906542976, 2.315254667116857"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.96112581864418, 2.3152533644688336"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.856199097327455, 2.3945914186721278"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.998249148984875, 2.1446278405300174"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.740574483414406, 2.446791878606999"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.85624467842371, 2.3947127337554783"
Métro,alexandre dumas,3919412,Paris,11.0,2013,"48.99799394485323, 2.145411046472254"
Métro,pernety,3348989,Paris,14.0,2013,"48.834078679761255, 2.3183937066147005"
Métro,pernety,3348989,Paris,14.0,2013,"48.83416372095718, 2.3183236597360177"
Métro,pernety,3348989,Paris,14.0,2013,"48.835245915891555, 2.314904379528258"
Métro,pernety,3348989,Paris,14.0,2013,"48.83378818394884, 2.3179206861805595"
Métro,pernety,3348989,Paris,14.0,2013,"48.83236425756868, 2.3205685611679145"
Métro,rambuteau,4498414,Paris,3.0,2013,"48.8611901569367, 2.353273948594771"
Métro,rambuteau,4498414,Paris,3.0,2013,"48.8611901569367, 2.353273948594771"
Métro,passy,3908764,Paris,16.0,2013,"48.85870238703882, 2.2858640342033167"
Métro,passy,3908764,Paris,16.0,2013,"48.85704627036238, 2.287154279458572"
Métro,passy,3908764,Paris,16.0,2013,"48.85753152960673, 2.2855802300954733"
Métro,passy,3908764,Paris,16.0,2013,"48.857515089606665, 2.2858394188814617"
Métro,passy,3908764,Paris,16.0,2013,"48.20305605211644, 2.9101943875740774"
Métro,passy,3908764,Paris,16.0,2013,"48.203073771033985, 2.909830935155917"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.864328369858285, 2.408823409080245"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.864539372920824, 2.4087542211895423"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.86340176469657, 2.408765768865789"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.863384317530404, 2.4088750149543516"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.86454756383862, 2.4095024873908075"
Métro,porte de bagnolet,4487998,Paris,20.0,2013,"48.864744869402024, 2.4093912000089923"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.86329019347463, 2.441713077507027"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.8619380721099, 2.4410460373744045"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.862274436956945, 2.4418193772459085"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.86154193700754, 2.440954874005781"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.86181376193931, 2.4413881350490843"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.86231313092659, 2.4414386664522225"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.861408570476335, 2.4412834359662674"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.86239553750032, 2.442717706604483"
Métro,mairie de montreuil,6328612,Montreuil,,2013,"48.862716122923, 2.4439683102147174"
Métro,robespierre,4448864,Montreuil,,2013,"48.65304988999668, 2.3477285644502244"
Métro,robespierre,4448864,Montreuil,,2013,"48.8014789913728, 2.3348989559300715"
Métro,robespierre,4448864,Montreuil,,2013,"48.855907165830196, 2.4228750989410344"
Métro,robespierre,4448864,Montreuil,,2013,"48.82127830160513, 2.270754263203156"
Métro,robespierre,4448864,Montreuil,,2013,"48.85568988800435, 2.4225776680132993"
Métro,robespierre,4448864,Montreuil,,2013,"48.96058714525249, 2.2280488323255314"
Métro,robespierre,4448864,Montreuil,,2013,"48.652958979034494, 2.347553206491879"
Métro,robespierre,4448864,Montreuil,,2013,"48.958390341941254, 2.3102503059905235"
Métro,robespierre,4448864,Montreuil,,2013,"48.95830002890696, 2.31018322386905"
Métro,robespierre,4448864,Montreuil,,2013,"48.85567380853665, 2.4229730864963517"
Métro,robespierre,4448864,Montreuil,,2013,"48.82135273749181, 2.2711618287512785"
Métro,robespierre,4448864,Montreuil,,2013,"48.85575461388138, 2.422944933632472"
Métro,robespierre,4448864,Montreuil,,2013,"48.8554845616795, 2.4228934087262"
Métro,gallieni,6316117,Bagnolet,,2013,"48.76132999916129, 2.3302135833618434"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86458358714311, 2.416849359823841"
Métro,gallieni,6316117,Bagnolet,,2013,"48.864844514012276, 2.416873701778396"
Métro,gallieni,6316117,Bagnolet,,2013,"48.78143301775491, 2.5303566092057004"
Métro,gallieni,6316117,Bagnolet,,2013,"48.88732073843466, 2.2435908297380025"
Métro,gallieni,6316117,Bagnolet,,2013,"48.90967386887164, 2.286897379772966"
Métro,gallieni,6316117,Bagnolet,,2013,"48.865397460672895, 2.4159214842876415"
Métro,gallieni,6316117,Bagnolet,,2013,"48.909993532971605, 2.286210830476664"
Métro,gallieni,6316117,Bagnolet,,2013,"48.823006487363, 2.268033201701819"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86532246539691, 2.417140981914938"
Métro,gallieni,6316117,Bagnolet,,2013,"48.82313896546113, 2.267636341757099"
Métro,gallieni,6316117,Bagnolet,,2013,"48.7612748927874, 2.3300102235604707"
Métro,gallieni,6316117,Bagnolet,,2013,"48.781477397501476, 2.530206505576287"
Métro,gallieni,6316117,Bagnolet,,2013,"48.90928044935608, 2.2857703839763435"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86512770049887, 2.4159299613832097"
Métro,gallieni,6316117,Bagnolet,,2013,"48.864834657622566, 2.4166966041695246"
Métro,gallieni,6316117,Bagnolet,,2013,"48.837240507219214, 2.241538225534591"
Métro,gallieni,6316117,Bagnolet,,2013,"48.909850386025155, 2.2863355838112445"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86481859772095, 2.4170920938769833"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86467451218519, 2.417052812078459"
Métro,gallieni,6316117,Bagnolet,,2013,"48.90974117653418, 2.286118788059196"
Métro,gallieni,6316117,Bagnolet,,2013,"48.66572490621058, 2.322108753781064"
Métro,gallieni,6316117,Bagnolet,,2013,"48.74263415051817, 2.42210064086462"
Métro,gallieni,6316117,Bagnolet,,2013,"48.83710413543816, 2.245573026780016"
Métro,gallieni,6316117,Bagnolet,,2013,"48.90994718879235, 2.2859795285956324"
Métro,gallieni,6316117,Bagnolet,,2013,"48.86502696084937, 2.417403285304364"
Métro,gallieni,6316117,Bagnolet,,2013,"48.89644128162676, 2.0805415167248036"
Métro,cardinal lemoine,1715926,Paris,5.0,2013,"48.846979482615595, 2.3514471644872743"
Métro,cardinal lemoine,1715926,Paris,5.0,2013,"48.84597396646254, 2.3517730881815435"
Métro,cardinal lemoine,1715926,Paris,5.0,2013,"48.84670003524942, 2.351328001673176"
Métro,cardinal lemoine,1715926,Paris,5.0,2013,"48.84670003524942, 2.351328001673176"
Métro,cour saint-emilion,5857110,Paris,12.0,2013,"48.8333193038297, 2.3866178502140576"
Métro,cour saint-emilion,5857110,Paris,12.0,2013,"48.83334999723642, 2.3864649093641885"
Métro,george v,6302761,Paris,8.0,2013,"48.87203776457546, 2.300759784978918"
Métro,george v,6302761,Paris,8.0,2013,"48.871494698967865, 2.301707771892002"
Métro,george v,6302761,Paris,8.0,2013,"48.87203776457546, 2.300759784978918"
Métro,george v,6302761,Paris,8.0,2013,"48.87213628641319, 2.3006902951087222"
Métro,mirabeau,1420987,Paris,16.0,2013,"48.87483872689959, 2.447765476581355"
Métro,mirabeau,1420987,Paris,16.0,2013,"48.874821747317036, 2.4479837998873726"
Métro,mirabeau,1420987,Paris,16.0,2013,"48.8470775073323, 2.273064126372833"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.824859126925055, 2.2739187650929313"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.825288561516075, 2.2735450108766955"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82511835482914, 2.2736563521111948"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82537675446092, 2.273257735369841"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.825583926347555, 2.2733093327955345"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.8254724490614, 2.2727251709749385"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82426721025884, 2.2727147412768236"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82416442587429, 2.2735606740931815"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82434428765272, 2.2735581680239316"
Métro,mairie d'issy,4322511,Issy Les Moulineaux,,2013,"48.82503807884498, 2.2737664399245157"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.8339745453648, 2.2441878473206525"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83375083977742, 2.24436819647842"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83439075479542, 2.2431600370392695"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.8997482120094, 2.496361349537897"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.833221753616854, 2.243190633169257"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83380810723381, 2.24346821405889"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.787420645242236, 2.1792713311746703"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83359298217602, 2.2435830486180524"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83417109949538, 2.2439806431610854"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83400155640619, 2.2427706043391527"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.78746896770691, 2.179104510368381"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.833117025950436, 2.2436962172062027"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.83427938991209, 2.242616708218617"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.89964012783585, 2.496321473993515"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.935553546671436, 2.488957752396105"
Métro,marcel sembat,5942496,Boulogne Billancourt,,2013,"48.93552557994481, 2.488725980260794"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.929875351800185, 2.2843957669564743"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93004375875839, 2.283983990992354"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.931284360537184, 2.2839123207636467"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93023063825113, 2.2836538501812416"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93049105954949, 2.2850970340176215"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93112977978661, 2.283627820751926"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.930150197582996, 2.28373684985466"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93073599768148, 2.283947166190553"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.93016875300765, 2.2838321351979367"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.929957443471295, 2.283084369261513"
Métro,les courtilles,3944225,Asnières sur Seine,,2013,"48.929792561298626, 2.2825816435176196"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.847325703557324, 2.409629496177442"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84688470866043, 2.409566358514211"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84697880527891, 2.4104101489381002"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.847424626912186, 2.4096283755134"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84700773107495, 2.4108049967015"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84698349755903, 2.4095379858241412"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84700773107495, 2.4108049967015"
Métro,porte de vincennes,5878175,Paris,12.0,2013,"48.84722141577095, 2.4103665238018355"
RER,champigny,3386190,Saint-Maur des Fossés,,2013,"48.80680592476511, 2.5104801171188185"
RER,champigny,3386190,Saint-Maur des Fossés,,2013,"48.806887144439955, 2.5105474354393014"
Métro,rue des boulets,2740221,Paris,11.0,2013,"48.85191290070928, 2.3900076861502657"
Métro,rue des boulets,2740221,Paris,11.0,2013,"48.85236862326589, 2.389429968854563"
Métro,rue des boulets,2740221,Paris,11.0,2013,"48.852001162690826, 2.389679579550694"
Métro,rue des boulets,2740221,Paris,11.0,2013,"48.852214073318265, 2.3891047050322425"
Métro,bercy,5473870,Paris,12.0,2013,"48.8401019980202, 2.379062015227723"
Métro,bercy,5473870,Paris,12.0,2013,"48.83915874217695, 2.3827451123020054"
Métro,bercy,5473870,Paris,12.0,2013,"48.840176028108196, 2.3794630701852566"
Métro,bercy,5473870,Paris,12.0,2013,"48.84018509184599, 2.379476587256675"
Métro,bercy,5473870,Paris,12.0,2013,"48.84014763511375, 2.379190908774287"
Métro,bercy,5473870,Paris,12.0,2013,"48.827545973178275, 2.3929081531474368"
Métro,riquet,2537863,Paris,19.0,2013,"48.88810829451999, 2.3737641527012556"
Métro,riquet,2537863,Paris,19.0,2013,"48.88825995721475, 2.373530490021896"
Métro,riquet,2537863,Paris,19.0,2013,"48.88966795949293, 2.367649234502456"
Métro,riquet,2537863,Paris,19.0,2013,"48.88815726205219, 2.3736694647431955"
Métro,riquet,2537863,Paris,19.0,2013,"48.88854336420273, 2.3744135270575977"
Métro,riquet,2537863,Paris,19.0,2013,"48.88988637471445, 2.3681375500515016"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.833316452707656, 2.3347652105401497"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83376555946663, 2.3314353770039427"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.93408163188673, 2.350279422235923"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.99236206429173, 1.7086783446907232"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83431320631593, 2.3328724454976864"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83392232304625, 2.332128160437611"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.833164523592345, 2.3333230890287493"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83394869367855, 2.3320188352163864"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.8332875402039, 2.332803832439272"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83424986731516, 2.3328037762898246"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83339310069805, 2.332380159882351"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.833975444645546, 2.3319776221387283"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.99228246971484, 1.7088033192704921"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83320888148891, 2.333213535933837"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.83319935677663, 2.3331182952180756"
Métro,denfert-rochereau,4339678,Paris,14.0,2013,"48.934152015855034, 2.3499919009189925"
Métro,bonne nouvelle,4953438,Paris,10.0,2013,"48.87049007201711, 2.3484286678670165"
Métro,bonne nouvelle,4953438,Paris,10.0,2013,"48.870643316003274, 2.348494097937537"
Métro,bonne nouvelle,4953438,Paris,10.0,2013,"48.87048144579116, 2.3484961225423637"
Métro,bonne nouvelle,4953438,Paris,10.0,2013,"48.870634768384264, 2.348576002785974"
Métro,le peletier,2271055,Paris,9.0,2013,"48.87495940602734, 2.3401505597063736"
Métro,le peletier,2271055,Paris,9.0,2013,"48.87485179365708, 2.3402064594563368"
Métro,le peletier,2271055,Paris,9.0,2013,"48.87437499177543, 2.3385491536568774"
Métro,jussieu,4202204,Paris,5.0,2013,"48.952758851698206, 2.5501238193350155"
Métro,jussieu,4202204,Paris,5.0,2013,"48.84619789162331, 2.3549316718232256"
Métro,jussieu,4202204,Paris,5.0,2013,"48.837864174887464, 2.782316174826859"
Métro,jussieu,4202204,Paris,5.0,2013,"48.84628789501741, 2.3549441843757575"
Métro,jussieu,4202204,Paris,5.0,2013,"48.953215765890086, 2.5496692715356493"
Métro,jussieu,4202204,Paris,5.0,2013,"48.845963339024394, 2.354798309820857"
Métro,jussieu,4202204,Paris,5.0,2013,"48.845963339024394, 2.354798309820857"
Métro,jussieu,4202204,Paris,5.0,2013,"48.953296696289904, 2.549668570698506"
Métro,jussieu,4202204,Paris,5.0,2013,"48.84623209991187, 2.354604210061024"
Métro,jussieu,4202204,Paris,5.0,2013,"48.846374737962186, 2.3543707907988507"
Métro,goncourt,3740119,Paris,11.0,2013,"48.86994363811281, 2.370683403701764"
Métro,goncourt,3740119,Paris,11.0,2013,"48.870385432536914, 2.370896192433969"
Métro,goncourt,3740119,Paris,11.0,2013,"48.86993672315074, 2.371078837739899"
Métro,goncourt,3740119,Paris,11.0,2013,"48.87000701782497, 2.3707644347484"
Métro,goncourt,3740119,Paris,11.0,2013,"48.8697389528184, 2.3710948583033393"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89691483584831, 2.3845973634469537"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89748002145425, 2.387836994660735"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.897490957291836, 2.386459229221149"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89741922607282, 2.38650099443207"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.898795722493134, 2.386607535779561"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89685384940178, 2.3849799988916227"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89780269234214, 2.385869033143345"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.8974858054195, 2.3872094881695145"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89748969930438, 2.3862137245945374"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89786518169718, 2.3857788171360426"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.89747890577852, 2.387618768341659"
Métro,porte de la villette,3391140,Paris,19.0,2013,"48.897488790444896, 2.3860364157049196"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87662620008669, 2.4077975794210666"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87735148526872, 2.408975548478578"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.876427886461265, 2.407704393345868"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87699399408148, 2.4094295461236483"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87713343621937, 2.4085280807907146"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87714404525401, 2.4088551909912614"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87672140895783, 2.4070465992005334"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87723143065903, 2.406522676398227"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87663999702133, 2.4069512666208994"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87672646940862, 2.4080691293816745"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.876675702064006, 2.4068971401621364"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87656859901437, 2.4070619733807948"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87727678189895, 2.408417375703097"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87723143065903, 2.406522676398227"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.877103367942034, 2.4060878283413625"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.876753987052766, 2.4081778927198836"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.87722262303514, 2.408377086977635"
Métro,porte des lilas,3724568,Paris,20.0,2013,"48.877076274085624, 2.409701304991981"
Métro,vavin,2212681,Paris,14.0,2013,"48.841527388113015, 2.329877893527957"
Métro,vavin,2212681,Paris,14.0,2013,"48.84205232327866, 2.3288628540691043"
Métro,vavin,2212681,Paris,14.0,2013,"48.84156183339283, 2.3296049424034653"
Métro,vavin,2212681,Paris,14.0,2013,"48.84224209343836, 2.3290239174611695"
Métro,vavin,2212681,Paris,14.0,2013,"48.84224894609785, 2.3286423126313847"
Métro,vavin,2212681,Paris,14.0,2013,"48.84225070432417, 2.3289556786370476"
Métro,simplon,2994773,Paris,18.0,2013,"48.893815261338325, 2.3477949681871224"
Métro,simplon,2994773,Paris,18.0,2013,"48.893815261338325, 2.3477949681871224"
Métro,simplon,2994773,Paris,18.0,2013,"48.895096073243394, 2.3468378048457006"
Métro,simplon,2994773,Paris,18.0,2013,"48.89404802883976, 2.347601104623348"
Métro,notre-dame-des-champs,2077450,Paris,6.0,2013,"48.844759977838486, 2.328964247917361"
Métro,notre-dame-des-champs,2077450,Paris,6.0,2013,"48.84490164850724, 2.3285672614619672"
Métro,argentine,2932686,Paris,17.0,2013,"48.87566737658609, 2.2894354185422134"
Métro,argentine,2932686,Paris,17.0,2013,"48.87566737658609, 2.2894354185422134"
Métro,argentine,2932686,Paris,17.0,2013,"48.875950527340066, 2.288654390760252"
Métro,argentine,2932686,Paris,17.0,2013,"48.87558296115629, 2.2888502921562655"
Métro,commerce,2814912,Paris,15.0,2013,"48.78918760579253, 2.661174260965592"
Métro,commerce,2814912,Paris,15.0,2013,"48.84458485522643, 2.2938517084406187"
Métro,commerce,2814912,Paris,15.0,2013,"48.84463784769663, 2.293687475167137"
Métro,commerce,2814912,Paris,15.0,2013,"48.843997179475316, 2.2963804997876958"
Métro,commerce,2814912,Paris,15.0,2013,"48.84437544439427, 2.2964707762101138"
Métro,etienne marcel,2803893,Paris,1.0,2013,"48.856360626512014, 2.418086241728029"
Métro,etienne marcel,2803893,Paris,1.0,2013,"48.86370301201067, 2.348976196879108"
Métro,etienne marcel,2803893,Paris,1.0,2013,"48.78076617698226, 2.0422806275629273"
