Département;Département commune;Libellé de commune;Arrondissement;Canton ville;Zone d'emploi;Unité urbaine;Population 2010;Taxi;Aéroport;Aéroport nombre de passagers;Gare avec train TAGV (train à grande vitesse);Gare sous convention avec l’État;Gare sous convention avec les conseils régionaux ou les STIF;Agence de voyage;Hôtel homologué;Hôtel homologué - nombre de chambres;Camping homologué;Camping homologué - nombre d'emplacements;Information Touristique;geo_point_2d;geo_shape
75;75109;['Paris 9e Arrondissement'];751;7599;1101;851;60139;56;0;0;0;0;1;163;168;8133;0;0;45;48.87689616237872, 2.337460241388529;"{""coordinates"": [[[2.325754809597834, 48.869546095073304], [2.327115254528243, 48.883484486689106], [2.349545307310846, 48.88362643315055], [2.347826239446091, 48.870630685567946], [2.327877416924118, 48.869863809746434], [2.325754809597834, 48.869546095073304]]], ""type"": ""Polygon""}"
77;77059;['Bussy-Saint-Martin'];775;7735;1102;851;724;6;0;0;0;0;0;0;0;0;0;0;1;48.8462454012294, 2.67900406867769;"{""coordinates"": [[[2.658319187474673, 48.838563534114286], [2.662331351245629, 48.8501584135312], [2.682287506280284, 48.84920581523064], [2.6972477495836022, 48.85428086186772], [2.698640523245206, 48.849104228683366], [2.685685199654667, 48.839412005621206], [2.669997881514738, 48.84674434321892], [2.66838619860046, 48.840912169145916], [2.658319187474673, 48.838563534114286]]], ""type"": ""Polygon""}"
77;77077;['Chambry'];771;7717;1104;77000;906;0;0;0;0;0;0;0;0;0;0;0;0;48.998535556873136, 2.894221619136802;"{""coordinates"": [[[2.903178650977528, 48.974992486523035], [2.8910672906895893, 48.97913650525999], [2.888868461682883, 48.98524916962925], [2.877623428132317, 48.99135287384507], [2.86787825687298, 48.997744898091035], [2.858724555694158, 48.99684425752775], [2.85749154488146, 49.002957382591994], [2.862415056239775, 49.001713238081024], [2.8816597619964393, 49.00698508015877], [2.903170231759235, 49.01617612554699], [2.901051990899289, 49.02297224319052], [2.914540820845937, 49.01827986558054], [2.910396316803257, 48.987802962254904], [2.903178650977528, 48.974992486523035]]], ""type"": ""Polygon""}"
77;77274;['Marcilly'];771;7715;1104;77000;435;0;0;0;0;0;0;0;0;0;0;0;0;49.037043730712895, 2.8804825472361912;"{""coordinates"": [[[2.898000161679894, 49.024426364745665], [2.884100626420334, 49.02794753158476], [2.876012474409051, 49.025116026475324], [2.869464206949554, 49.03009953210693], [2.854161478511489, 49.0304775604466], [2.853557118895137, 49.03627650254321], [2.862746809089659, 49.046852575440084], [2.871957866968443, 49.04474072034807], [2.881721309674302, 49.05198897986675], [2.898317907396301, 49.04370491243264], [2.903098180824748, 49.04013917259564], [2.903910005984176, 49.03011405219815], [2.898000161679894, 49.024426364745665]]], ""type"": ""Polygon""}"
77;77468;['Torcy'];775;7735;1102;851;22425;54;0;0;0;0;1;3;5;451;1;350;1;48.853255349593695, 2.651232274229462;"{""coordinates"": [[[2.665620826932078, 48.832342706098636], [2.658536008864461, 48.83250255911048], [2.637712198290552, 48.845463806215065], [2.629330299368151, 48.857219419765805], [2.639171207596889, 48.85909312238613], [2.660854075349293, 48.874040300221786], [2.662008878593698, 48.87466409355319], [2.6653878452343482, 48.86227197261834], [2.662331351245629, 48.8501584135312], [2.658319187474673, 48.838563534114286], [2.665620826932078, 48.832342706098636]]], ""type"": ""Polygon""}"
77;77478;['Ussy-sur-Marne'];771;7712;1104;77000;979;0;0;0;0;0;0;0;0;0;1;10;0;48.966583881088184, 3.081981518415893;"{""coordinates"": [[[3.102782711485137, 48.95021362413774], [3.099247225470975, 48.950603278091435], [3.060077353804686, 48.952337866487035], [3.028607811973154, 48.9574302111955], [3.042878074230501, 48.95802844665208], [3.047334993060055, 48.96379086664007], [3.059086252038223, 48.96931591937233], [3.059257256012385, 48.9755474672377], [3.059998842109738, 48.978964139789994], [3.091066156765233, 48.980293407844115], [3.096909799533476, 48.985801029040566], [3.111251118087446, 48.990050857338126], [3.114852846062277, 48.98754765358796], [3.108947331555418, 48.97959509427359], [3.11246689380997, 48.970968291063286], [3.1046464799773252, 48.96721659294817], [3.110125920694517, 48.962014122043094], [3.102782711485137, 48.95021362413774]]], ""type"": ""Polygon""}"
75;75117;['Paris 17e Arrondissement'];751;7599;1101;851;169325;127;0;0;0;0;4;143;113;7217;0;0;47;48.88733716648682, 2.307485559493426;"{""coordinates"": [[[2.295145331385798, 48.87386647602374], [2.279946531161416, 48.87857850316618], [2.284458220522186, 48.88563837078377], [2.3037771140328482, 48.89415199628832], [2.319884458526643, 48.90045886733915], [2.329983250052526, 48.90116329738005], [2.327115254528243, 48.883484486689106], [2.301813412942564, 48.878869911069266], [2.295145331385798, 48.87386647602374]]], ""type"": ""Polygon""}"
77;77043;['Boitron'];773;7726;1104;77000;393;1;0;0;0;0;0;0;0;0;0;0;0;48.89658685975217, 3.261883552054025;"{""coordinates"": [[[3.271818988756862, 48.88621786316362], [3.2480575283401, 48.887744300798225], [3.239815274264353, 48.89544108453154], [3.252405398956277, 48.90413832646504], [3.27007622059624, 48.9077778649695], [3.282082343387925, 48.90290303782826], [3.271818988756862, 48.88621786316362]]], ""type"": ""Polygon""}"
77;77261;['Lorrez-le-Bocage-Préaux'];774;7716;1107;77000;1236;1;0;0;0;0;0;0;0;0;0;0;0;48.23973100965054, 2.8964881291817512;"{""coordinates"": [[[2.89089486719688, 48.2149979683055], [2.877198538742352, 48.211070464004784], [2.86330949448821, 48.21477132168953], [2.86213101713477, 48.21752328774431], [2.85638449396412, 48.22154746056545], [2.871687062399417, 48.23546658925016], [2.87252416099221, 48.245760831051825], [2.883810077782031, 48.25313250937412], [2.8926330741830943, 48.26059983118541], [2.903021064225468, 48.26117565132011], [2.9199928578427743, 48.27440566508864], [2.929068114080745, 48.27116337319126], [2.920578079076326, 48.23487071666475], [2.921456587650689, 48.223759100145884], [2.913627360548542, 48.227334745592294], [2.90364742770468, 48.220740661537405], [2.894181257665313, 48.22102049274379], [2.89089486719688, 48.2149979683055]]], ""type"": ""Polygon""}"
77;77276;['Mareuil-lès-Meaux'];771;7731;1104;77000;2194;2;0;0;0;0;0;1;2;97;0;0;0;48.92362262678321, 2.869756973061129;"{""coordinates"": [[[2.850320635136658, 48.90654996030416], [2.846989260812537, 48.90748100384569], [2.851211107057974, 48.92432972353876], [2.872042114282188, 48.94397559689732], [2.87942982731981, 48.94306601961623], [2.8838763806946153, 48.92644313466399], [2.882110244597242, 48.91689117761496], [2.896294900915633, 48.91294748988395], [2.906375401451447, 48.91413384215768], [2.9057397567750023, 48.91103084236289], [2.896436812529299, 48.91019582587189], [2.8663554160280342, 48.91504012119706], [2.850320635136658, 48.90654996030416]]], ""type"": ""Polygon""}"
78;78084;['Boissy-sans-Avoir'];782;7815;1109;78000;586;0;0;0;0;0;0;0;0;0;0;0;0;48.82104013269572, 1.7975378484461282;"{""coordinates"": [[[1.791087780778701, 48.809574388149386], [1.781204884682767, 48.81639990141592], [1.7846725200351732, 48.818387026589726], [1.7852117457170371, 48.83031925729741], [1.7992324297340012, 48.83141426641256], [1.806116394928206, 48.83005306848663], [1.8138162274863192, 48.82155795653208], [1.811187805654205, 48.814965840961555], [1.80468918176438, 48.81030480744255], [1.803516202107851, 48.813351237650096], [1.798751646608137, 48.813258485512065], [1.791087780778701, 48.809574388149386]]], ""type"": ""Polygon""}"
78;78296;['Guitrancourt'];781;7810;1110;78000;645;0;0;0;0;0;0;0;0;0;0;0;0;49.00756687716465, 1.779064638472241;"{""coordinates"": [[[1.775443489268061, 48.988637408433505], [1.762190379674231, 48.98969750078092], [1.7636560306110791, 48.998741755544714], [1.755444721823972, 49.00603122751265], [1.7679075634827441, 49.01138477467182], [1.785220493733161, 49.03103087254119], [1.791165122331118, 49.02006562704021], [1.7991375852248672, 49.01707006879143], [1.797852557313337, 49.00879268568982], [1.795654191850423, 49.002196750857834], [1.778641440656493, 48.995019180267604], [1.775443489268061, 48.988637408433505]]], ""type"": ""Polygon""}"
78;78325;['Jumeauville'];781;7807;1111;78000;592;0;0;0;0;0;0;0;0;0;0;0;0;48.906608360591996, 1.783987757189948;"{""coordinates"": [[[1.783104314586686, 48.89141370722681], [1.770432297410547, 48.89606905822859], [1.762304075572207, 48.899439011009434], [1.7614791409547892, 48.908883099684545], [1.78481043591284, 48.925256907877085], [1.800092331041829, 48.91301755180869], [1.8050307431843082, 48.91247332694661], [1.8056581682382, 48.89880895174771], [1.783104314586686, 48.89141370722681]]], ""type"": ""Polygon""}"
78;78644;['La Verrière'];782;7834;1116;851;5993;6;0;0;0;0;1;0;1;80;0;0;0;48.75458621326609, 1.951331093223152;"{""coordinates"": [[[1.937122797864173, 48.74830533596783], [1.940190233964464, 48.75667082588244], [1.95194421881944, 48.75937405464393], [1.9644470507797132, 48.76210958918881], [1.967799891283597, 48.75699361664399], [1.9581463742139031, 48.755362681819946], [1.956509072101853, 48.74880015277153], [1.937122797864173, 48.74830533596783]]], ""type"": ""Polygon""}"
91;91038;['Auvers-Saint-Georges'];911;9109;1114;91303;1204;0;0;0;0;0;0;0;0;0;0;0;0;48.47737216989682, 2.226001474664324;"{""coordinates"": [[[2.239482709841067, 48.443935339795296], [2.209514599779775, 48.47195305196316], [2.193217668168884, 48.480345189300074], [2.216642540512476, 48.49930454605556], [2.222717733949484, 48.5049761536567], [2.227100057076057, 48.50341239156272], [2.227695704203653, 48.49697488135689], [2.242196775025902, 48.494828168820575], [2.249542406702655, 48.49038560718444], [2.247386665202758, 48.47743508962205], [2.237752963500354, 48.4792719059353], [2.23075909387186, 48.467135472217564], [2.243071262498506, 48.46141180562312], [2.250214898390015, 48.452784391456014], [2.248528557532639, 48.44965188434276], [2.239482709841067, 48.443935339795296]]], ""type"": ""Polygon""}"
91;91109;['Brières-les-Scellés'];911;9108;1114;91401;1026;1;0;0;0;0;0;0;0;0;0;0;0;48.46367690846542, 2.142900972163904;"{""coordinates"": [[[2.164839424151789, 48.45409472059103], [2.124144503435677, 48.449896810789774], [2.11478209994871, 48.46215295808065], [2.120912786328777, 48.46764152790469], [2.130156439148744, 48.469877806717165], [2.138754393056675, 48.47853226556429], [2.148651499246476, 48.48069083390284], [2.161588476199194, 48.474737163508905], [2.159554411078943, 48.47163694615557], [2.16867327438606, 48.46395502890424], [2.164839424151789, 48.45409472059103]]], ""type"": ""Polygon""}"
77;77159;['Donnemarie-Dontilly'];773;7710;1105;77109;2801;0;0;0;0;0;0;1;0;0;0;0;1;48.47784291384201, 3.118257357052337;"{""coordinates"": [[[3.145235590329166, 48.45790631393881], [3.1248082330430442, 48.45622026342847], [3.102045932304965, 48.46328604226751], [3.097248583425482, 48.473104865224464], [3.106695091234331, 48.48126519931565], [3.092403981967843, 48.495535844823465], [3.088752759010409, 48.505461126771166], [3.103320234709988, 48.50595312288682], [3.111100359261552, 48.497624884250236], [3.126837759911838, 48.48454694657381], [3.150875745307182, 48.481469183344686], [3.151434463373195, 48.47813992433566], [3.14024672582811, 48.473853526997694], [3.141427100588515, 48.46503590393759], [3.145235590329166, 48.45790631393881]]], ""type"": ""Polygon""}"
92;92044;['Levallois-Perret'];922;9295;1101;851;64253;67;0;0;0;0;1;33;17;940;0;0;8;48.895071672001905, 2.28688268126729;"{""coordinates"": [[[2.284458220522186, 48.88563837078377], [2.271065300760704, 48.898400020270955], [2.284270341799327, 48.90228379773861], [2.287389258968528, 48.90364238146715], [2.3037771140328482, 48.89415199628832], [2.284458220522186, 48.88563837078377]]], ""type"": ""Polygon""}"
93;93008;['Bobigny'];931;9307;1101;851;47492;95;0;0;0;0;0;0;3;230;0;0;4;48.907688243955754, 2.438639827268387;"{""coordinates"": [[[2.4277240402745033, 48.89588763313303], [2.414487867030026, 48.90489768763191], [2.410056995679755, 48.916692770600164], [2.413493843691985, 48.91926364381447], [2.456591346840314, 48.910977524018364], [2.475214378256837, 48.91641135374975], [2.469861405218081, 48.904768868997856], [2.441283286623537, 48.898280874118626], [2.4277240402745033, 48.89588763313303]]], ""type"": ""Polygon""}"
93;93032;['Gagny'];932;9313;1101;851;39056;52;0;0;0;0;2;1;0;0;0;0;1;48.88207631186756, 2.54494847570206;"{""coordinates"": [[[2.567627225246847, 48.86587978045539], [2.558398215027911, 48.86754581176491], [2.552451582196829, 48.87266785909674], [2.542988522342259, 48.87129211197829], [2.529846582734232, 48.8742899216786], [2.518197130851154, 48.8911777283828], [2.530636319832837, 48.89255810761695], [2.5320988627565173, 48.89523477084641], [2.538053632564154, 48.8989360391056], [2.546579078987072, 48.89889667509363], [2.5498658323150742, 48.88633677336242], [2.559406443017632, 48.88533805272262], [2.570493588482706, 48.87865147284097], [2.567627225246847, 48.86587978045539]]], ""type"": ""Polygon""}"
93;93064;['Rosny-sous-Bois'];931;9326;1101;851;41050;43;0;0;0;0;2;6;4;358;0;0;0;48.87457637682107, 2.486340459097089;"{""coordinates"": [[[2.496392095141792, 48.85990845268808], [2.481534079339179, 48.861409850048986], [2.4806150643841223, 48.86745838291999], [2.471635526074947, 48.869757341120504], [2.464761047295888, 48.87807255709601], [2.476639574002478, 48.8886650931809], [2.486801956303965, 48.88703635491009], [2.495247867860518, 48.88375378145926], [2.499162552063105, 48.87796961187128], [2.509129986812812, 48.87792096462157], [2.496392095141792, 48.85990845268808]]], ""type"": ""Polygon""}"
95;95039;['Auvers-sur-Oise'];953;9534;1119;851;6792;3;0;0;0;0;2;1;1;8;1;30;2;49.08038585772695, 2.154880708847841;"{""coordinates"": [[[2.126523773736604, 49.06382549588701], [2.120222347793853, 49.06502941522313], [2.130640182554452, 49.07949234278088], [2.13032649689253, 49.08595521379049], [2.146343006602334, 49.09265199265808], [2.144845499580561, 49.09877370265889], [2.149837408383652, 49.104159138503775], [2.159705364297396, 49.1036800050088], [2.173592146378556, 49.088184661166196], [2.180003427060421, 49.079263756714674], [2.193145931475593, 49.07385868960018], [2.1889024362930822, 49.072148647865085], [2.166060898613767, 49.06443909738164], [2.145384235224039, 49.066919478601385], [2.135293668154218, 49.06720697184654], [2.126523773736604, 49.06382549588701]]], ""type"": ""Polygon""}"
95;95150;['Chaussy'];953;9516;1119;95000;633;1;0;0;0;0;0;0;0;0;0;0;0;49.11345654924769, 1.703513863979603;"{""coordinates"": [[[1.7075040737503042, 49.09395066186686], [1.703512461579355, 49.092037259503726], [1.699708734307293, 49.09410940184353], [1.686155654225881, 49.10749560796008], [1.6764972738210941, 49.10811808275604], [1.669674675222454, 49.11725093901295], [1.671303288709838, 49.12746612765348], [1.6744395670610341, 49.1393073837666], [1.679437609946353, 49.13893970777897], [1.692058955948781, 49.12866471301974], [1.722268922012788, 49.12213735300287], [1.7335358106637262, 49.114640147369336], [1.738884276731469, 49.11439061060422], [1.7449596980921132, 49.10504831319939], [1.7409232531773742, 49.09925106173511], [1.736353666879552, 49.100758794463715], [1.7075040737503042, 49.09395066186686]]], ""type"": ""Polygon""}"
77;77271;['Maisoncelles-en-Gâtinais'];774;7704;1107;77000;138;0;0;0;0;0;0;0;0;0;0;0;0;48.18279296775624, 2.621229708896914;"{""coordinates"": [[[2.6224322197727, 48.167007187952855], [2.595699642521367, 48.171219801757616], [2.60786351755213, 48.1943500452122], [2.623219494123246, 48.19618164788179], [2.631221966887116, 48.20079589822436], [2.648616372008413, 48.18595716073182], [2.633461397676107, 48.176795986199686], [2.62760992825556, 48.16714061336308], [2.6224322197727, 48.167007187952855]]], ""type"": ""Polygon""}"
77;77455;['Soignolles-en-Brie'];772;7702;1117;77202;2073;0;0;0;0;0;0;0;0;0;0;0;0;48.645281445028985, 2.708068092458319;"{""coordinates"": [[[2.720364375338891, 48.62769286514923], [2.694995919394673, 48.63594201263084], [2.680569675929177, 48.64034772842434], [2.684417279914954, 48.64826453047397], [2.6786261970069, 48.65182002707391], [2.681873059121245, 48.66037384482682], [2.690428187679012, 48.66248316585699], [2.7064086406591272, 48.66513208333489], [2.7136633223524793, 48.64961566700014], [2.731737986145363, 48.64573595323172], [2.7406149478611512, 48.64856201320029], [2.744429454150815, 48.64300241171631], [2.738849541865862, 48.63510173910916], [2.720364375338891, 48.62769286514923]]], ""type"": ""Polygon""}"
78;78146;['Chatou'];783;7804;1101;851;30173;35;0;0;0;0;0;6;0;0;0;0;0;48.89655746446701, 2.153934583294678;"{""coordinates"": [[[2.158314348980121, 48.88060908213844], [2.144932867136534, 48.88338319059757], [2.145855525153701, 48.893642338398294], [2.135995117674065, 48.90591953185833], [2.1259521724857082, 48.907663324128045], [2.133703441910071, 48.91164071985621], [2.142580713398806, 48.904491946945505], [2.161350443110867, 48.90799733182186], [2.174275675157644, 48.899066831513004], [2.169348728527837, 48.89581313262221], [2.158314348980121, 48.88060908213844]]], ""type"": ""Polygon""}"
94;94075;['Villecresnes'];941;9426;1117;851;9598;12;0;0;0;0;0;2;0;0;0;0;0;48.72086924859528, 2.531577414388262;"{""coordinates"": [[[2.52957873740183, 48.70618395023743], [2.51908225825564, 48.71264515040891], [2.515450574216295, 48.72906332053529], [2.510054891895879, 48.734662775461985], [2.509623260941535, 48.73718841238537], [2.516967746637521, 48.738486555141755], [2.528039935486367, 48.72910477057844], [2.536504385710327, 48.728220513858034], [2.5536573322539597, 48.72240355971465], [2.556700064251629, 48.717872713987276], [2.554029410317376, 48.71544325373093], [2.52957873740183, 48.70618395023743]]], ""type"": ""Polygon""}"
95;95127;['Cergy'];953;9596;1119;851;56988;49;0;0;0;0;3;9;12;904;0;0;4;49.04011315670381, 2.050821237309611;"{""coordinates"": [[[2.083165986845831, 49.019269519447455], [2.07263366399205, 49.018756983375035], [2.038230126645515, 49.03372851576785], [2.038296568189799, 49.036786458262945], [2.015834726631276, 49.03987771410514], [2.001838752464734, 49.05285505539339], [2.010600886784759, 49.05612878201693], [2.024370972134306, 49.05437101025048], [2.027765173671174, 49.05650270696768], [2.054070647325505, 49.05456356838812], [2.072221766486022, 49.04716964872211], [2.085450417543997, 49.03783821805331], [2.084204716663622, 49.03169595942076], [2.090658278412783, 49.023966597794555], [2.083165986845831, 49.019269519447455]]], ""type"": ""Polygon""}"
92;92071;['Sceaux'];921;9236;1101;851;19638;7;0;0;0;0;0;3;1;47;0;0;4;48.77681636904772, 2.295294145135886;"{""coordinates"": [[[2.290253488380403, 48.766603733904724], [2.278826695128923, 48.77629406523211], [2.279571324559528, 48.78248656760797], [2.281984557146941, 48.783166662517786], [2.303309205956868, 48.78539753254061], [2.309699191735462, 48.784903965220956], [2.307705347974042, 48.7792530976763], [2.31243945221886, 48.772166026509616], [2.290253488380403, 48.766603733904724]]], ""type"": ""Polygon""}"
93;93050;['Neuilly-sur-Marne'];932;9337;1101;851;33498;42;0;0;0;0;0;0;0;0;1;240;1;48.86245785811079, 2.540002887847306;"{""coordinates"": [[[2.520833540929599, 48.85218457346881], [2.517337884375975, 48.85440088766875], [2.51795890423316, 48.86682319920496], [2.523458873987327, 48.87208829937205], [2.520436672577834, 48.874576349921966], [2.529846582734232, 48.8742899216786], [2.542988522342259, 48.87129211197829], [2.552451582196829, 48.87266785909674], [2.558398215027911, 48.86754581176491], [2.567627225246847, 48.86587978045539], [2.56459288110289, 48.86359348041756], [2.566918063489676, 48.85772029141538], [2.559971947599503, 48.853917742055664], [2.520833540929599, 48.85218457346881]]], ""type"": ""Polygon""}"
95;95059;['Berville'];953;9517;1119;95000;332;0;0;0;0;0;0;0;0;0;0;0;0;49.192494317750345, 2.070914171418592;"{""coordinates"": [[[2.076200030625617, 49.17335352612001], [2.038222071981141, 49.19213528694745], [2.03836793854826, 49.19240618125428], [2.080875825301426, 49.21044996512828], [2.080768837878032, 49.20720347451344], [2.090240485657107, 49.205450218207844], [2.095874523387717, 49.190064289378874], [2.087352525077577, 49.1879231178109], [2.076200030625617, 49.17335352612001]]], ""type"": ""Polygon""}"
95;95088;['Bonneuil-en-France'];952;9538;56;851;713;0;0;0;0;0;0;0;0;0;0;0;0;48.965146151846895, 2.434928854189158;"{""coordinates"": [[[2.456013952139847, 48.9557769930625], [2.447520177189905, 48.9558011047882], [2.418836102606607, 48.95775179334183], [2.418574853920078, 48.97012429907198], [2.424817482930923, 48.975019336109966], [2.432292432496168, 48.97976698723159], [2.456867214480717, 48.95906315682621], [2.456013952139847, 48.9557769930625]]], ""type"": ""Polygon""}"
95;95529;['Ronquerolles'];953;9503;56;459;858;2;0;0;0;0;0;0;0;0;0;0;0;49.16770390836465, 2.213416666375041;"{""coordinates"": [[[2.216360148420951, 49.154378053030484], [2.196877147467336, 49.16701698318211], [2.187373724622712, 49.1732289449846], [2.207177701217283, 49.17485344689647], [2.220276995272206, 49.179200657846835], [2.233419757902008, 49.16594248277798], [2.216360148420951, 49.154378053030484]]], ""type"": ""Polygon""}"
95;95592;['Seraincourt'];953;9527;1119;95000;1332;1;0;0;0;0;0;0;1;6;0;0;0;49.042139560731165, 1.878669918014288;"{""coordinates"": [[[1.859255154521105, 49.01396934596654], [1.862440970219573, 49.02019562262571], [1.859304192809565, 49.02978809401423], [1.8513341928477551, 49.03336315145781], [1.865468735080898, 49.05747168011919], [1.8733512216639512, 49.055531549461854], [1.8962979384241612, 49.06640950467144], [1.8993323407033151, 49.065295311892854], [1.908522501973711, 49.048023828061254], [1.883462901477631, 49.03262303637866], [1.8818983001130212, 49.019542089587276], [1.8685584168861622, 49.018059195396496], [1.861712765995312, 49.01411857598081], [1.859255154521105, 49.01396934596654]]], ""type"": ""Polygon""}"
77;77012;['Augers-en-Brie'];773;7729;1108;77000;304;0;0;0;0;0;0;0;0;0;0;0;0;48.666834663054566, 3.352401783859973;"{""coordinates"": [[[3.351445002411717, 48.645933417840695], [3.350584217802205, 48.649147143034966], [3.323740551104083, 48.65694968871346], [3.331137691591195, 48.67589035654928], [3.321465177190714, 48.68657549948302], [3.322219027530653, 48.68766181354595], [3.3367147018625, 48.679310710760106], [3.347613647125676, 48.68627728190875], [3.3702713561473843, 48.68032657210205], [3.379949112106843, 48.6774987738451], [3.373663398245194, 48.67220274973737], [3.384776015987395, 48.66158951681678], [3.357821773707991, 48.64747056428259], [3.351445002411717, 48.645933417840695]]], ""type"": ""Polygon""}"
77;77073;['Chalautre-la-Petite'];773;7725;1108;77000;563;1;0;0;0;0;0;0;0;0;0;0;0;48.527317387321396, 3.315274964718579;"{""coordinates"": [[[3.340040609043883, 48.51191661748299], [3.325936200685899, 48.51032787649191], [3.313084328360792, 48.51430263395656], [3.304751675981923, 48.52267244319907], [3.284385595782003, 48.52292082037948], [3.271214252600346, 48.51869657863718], [3.281903478520271, 48.52471689778189], [3.281500364996147, 48.52783039517983], [3.286188071956946, 48.52813405478323], [3.2915695191872, 48.53384227936028], [3.310624074799922, 48.5378510987416], [3.308495470763704, 48.54444148632], [3.317795799002282, 48.54775438596059], [3.322638018459359, 48.54862292148754], [3.329380737039879, 48.532789990830295], [3.3401304400325262, 48.521595928124434], [3.340040609043883, 48.51191661748299]]], ""type"": ""Polygon""}"
77;77090;['La Chapelle-Saint-Sulpice'];773;7725;1108;77000;213;0;0;0;0;0;0;0;0;0;0;0;0;48.55774729841387, 3.17990030416893;"{""coordinates"": [[[3.184240693459012, 48.54210816433558], [3.177836654341315, 48.54720943488881], [3.168207591164805, 48.54841985795872], [3.160009584774249, 48.55696795431664], [3.16646128189292, 48.5659545961879], [3.16558819866267, 48.57273837482214], [3.184531407427759, 48.57082146533113], [3.191239263406633, 48.56665497548528], [3.196070145103965, 48.56097096032815], [3.196861813650987, 48.54804304186623], [3.192211507548347, 48.54349886699879], [3.184240693459012, 48.54210816433558]]], ""type"": ""Polygon""}"
77;77313;['Montmachoux'];774;7716;1106;77000;231;0;0;0;0;0;0;0;0;0;0;0;0;48.31996422521704, 2.992383084613253;"{""coordinates"": [[[3.008577851344004, 48.309180102358425], [2.9882243356133698, 48.315216947029505], [2.9711488074938233, 48.31300970653486], [2.968404864608111, 48.322752931262016], [2.9832306167881733, 48.324285470279044], [3.005100333979593, 48.33166416482367], [3.009578291810648, 48.32231590008496], [3.008577851344004, 48.309180102358425]]], ""type"": ""Polygon""}"
91;91174;['Corbeil-Essonnes'];912;9196;1115;851;43086;22;0;0;0;0;3;6;3;144;0;0;2;48.6034809251223, 2.469340790015083;"{""coordinates"": [[[2.481253208809743, 48.58020560791837], [2.47834977084546, 48.573617162222256], [2.473848917558094, 48.57770832140336], [2.469570036691401, 48.578552898720865], [2.46439552773995, 48.594055956479764], [2.450467092051464, 48.59548571501212], [2.453480296121282, 48.60433307935365], [2.436981317437064, 48.61117363711147], [2.470342722641955, 48.62549423744305], [2.471024322660051, 48.62518243413767], [2.485775647102268, 48.6153162936825], [2.490357142177879, 48.60735716018246], [2.482368683850292, 48.58256729233454], [2.481253208809743, 48.58020560791837]]], ""type"": ""Polygon""}"
91;91201;['Draveil'];912;9129;1118;851;28491;27;0;0;0;0;0;1;1;33;0;0;0;48.67784137721997, 2.421978018623796;"{""coordinates"": [[[2.429370468774642, 48.653558716681005], [2.407056815698759, 48.66741901766303], [2.3963395410812343, 48.67353575082402], [2.3859007352154222, 48.68348474452221], [2.389918982964489, 48.6918615436903], [2.400579260004066, 48.70177381629322], [2.417511412624852, 48.69441907777299], [2.427233225682148, 48.695005842256805], [2.445892860535137, 48.679191247638705], [2.454741723624092, 48.68248815915623], [2.464023051113638, 48.67286080613511], [2.429370468774642, 48.653558716681005]]], ""type"": ""Polygon""}"
91;91292;['Guibeville'];913;9101;1115;91000;719;1;0;0;0;0;0;0;0;0;0;0;0;48.567187826379005, 2.27170202676192;"{""coordinates"": [[[2.282745353910117, 48.55947393239594], [2.265708596484375, 48.55959488177511], [2.263504914735424, 48.562109097949765], [2.25918689410627, 48.57323711062458], [2.267843319155169, 48.575584612298584], [2.28164512415866, 48.57251122478778], [2.282745353910117, 48.55947393239594]]], ""type"": ""Polygon""}"
91;91432;['Morangis'];913;9128;1116;851;12136;27;0;0;0;0;0;1;3;129;0;0;0;48.70270388497382, 2.336142965805219;"{""coordinates"": [[[2.32817015011662, 48.687544980779045], [2.316143346863166, 48.69199204055646], [2.32194027417233, 48.69757493824626], [2.325042593640293, 48.71092273556821], [2.334648392431999, 48.71011319990284], [2.344130876678267, 48.716938673758136], [2.354001955719584, 48.715625338756546], [2.351677731478892, 48.70247151116365], [2.32817015011662, 48.687544980779045]]], ""type"": ""Polygon""}"
91;91463;['Oncy-sur-École'];912;9118;1115;91201;958;2;0;0;0;0;0;0;0;0;0;0;0;48.38193499730024, 2.456868761870488;"{""coordinates"": [[[2.42983222850442, 48.36201578311775], [2.427873892841398, 48.36331991995492], [2.438748032739913, 48.37039863088607], [2.4419257025190513, 48.38016638875664], [2.4571987389375662, 48.3973674102778], [2.473831970926823, 48.390388855265], [2.482447295311033, 48.38245552813439], [2.449840080038093, 48.37370756368517], [2.450637658099612, 48.36716142652913], [2.441011631283942, 48.368322015439794], [2.42983222850442, 48.36201578311775]]], ""type"": ""Polygon""}"
95;95301;['Haute-Isle'];953;9516;1110;95000;319;0;0;0;0;0;0;0;0;0;0;0;0;49.0827306408541, 1.662817608361609;"{""coordinates"": [[[1.687592363634556, 49.07184709704123], [1.670808663258763, 49.07891070233701], [1.646597979612903, 49.08132032641137], [1.645479013850513, 49.0937624528318], [1.6531822593141299, 49.095575555184304], [1.6507925970014652, 49.08900219812495], [1.691586604539613, 49.075199935219736], [1.687592363634556, 49.07184709704123]]], ""type"": ""Polygon""}"
