Département;Département commune;Libellé de commune;Arrondissement;Canton ville;Zone d'emploi;Unité urbaine;Population 2010;Taxi;Aéroport;Aéroport nombre de passagers;Gare avec train TAGV (train à grande vitesse);Gare sous convention avec l’État;Gare sous convention avec les conseils régionaux ou les STIF;Agence de voyage;Hôtel homologué;Hôtel homologué - nombre de chambres;Camping homologué;Camping homologué - nombre d'emplacements;Information Touristique;geo_point_2d;geo_shape
77;77391;['Rouilly'];773;7725;1108;77303;486;0;0;0;0;0;0;0;0;0;0;0;0;48.591474000727885, 3.288819798741772;"{""coordinates"": [[[3.311020661448605, 48.58415914520409], [3.306060898639516, 48.58458579058637], [3.2917264984602372, 48.576669858925534], [3.273686979322974, 48.57996905376296], [3.268145888525013, 48.59658705040328], [3.275986704095835, 48.60476379766133], [3.290995933202515, 48.60378356183016], [3.29531854060658, 48.60547301549351], [3.294591124893771, 48.60877605723952], [3.311074545235646, 48.59095049735078], [3.311020661448605, 48.58415914520409]]], ""type"": ""Polygon""}"
78;78423;['Montigny-le-Bretonneux'];784;7828;1116;851;33337;24;0;0;0;0;1;5;5;356;1;433;2;48.77965878098234, 2.029521945492071;"{""coordinates"": [[[2.025542613006742, 48.75585970928648], [2.011238394654445, 48.76196645510374], [2.008908229674406, 48.76789260351018], [2.02228483239067, 48.785263362445356], [1.994386896370492, 48.7991171439457], [2.030089508464575, 48.79668691314054], [2.0501254213759, 48.798412846738785], [2.053611708429214, 48.794608915730564], [2.044366015178146, 48.77985644398854], [2.046455004967806, 48.77353201029189], [2.055380118501552, 48.770625730194375], [2.053735529899987, 48.76751858741471], [2.049931039872531, 48.769467190798956], [2.025542613006742, 48.75585970928648]]], ""type"": ""Polygon""}"
91;91240;['Fontaine-la-Rivière'];911;9117;1114;91000;203;0;0;0;0;0;0;0;1;17;0;0;0;48.3602367763231, 2.164827802110908;"{""coordinates"": [[[2.156030599314886, 48.34828031915893], [2.145898593433604, 48.36294549840648], [2.152642446912629, 48.36757357610333], [2.16648748662154, 48.364729638607635], [2.174064196806281, 48.36890346874147], [2.178830579602417, 48.3680548568777], [2.188440136156978, 48.36047332961471], [2.1709984910384152, 48.356078818449966], [2.156030599314886, 48.34828031915893]]], ""type"": ""Polygon""}"
91;91581;['Saint-Yon'];911;9124;1116;851;909;1;0;0;0;0;0;0;0;0;0;0;0;48.561075204278524, 2.192435774725202;"{""coordinates"": [[[2.188209487346613, 48.54693762001151], [2.173517459333104, 48.55154135892082], [2.18146576430893, 48.56405576685598], [2.19851464541666, 48.57566858299416], [2.211118362463292, 48.56961764578737], [2.205041256283274, 48.56008651388086], [2.188209487346613, 48.54693762001151]]], ""type"": ""Polygon""}"
91;91635;['Vauhallan'];913;9103;1116;851;1985;1;0;0;0;0;0;0;0;0;0;0;0;48.73079990314814, 2.199052659794968;"{""coordinates"": [[[2.2034622493012392, 48.72104768480696], [2.184788032923727, 48.726876094085654], [2.183186252260459, 48.73019318297988], [2.190237830067613, 48.73928984710274], [2.204036107205519, 48.73691812290867], [2.213676941384516, 48.73784549864511], [2.212902148744488, 48.72880078675311], [2.2034622493012392, 48.72104768480696]]], ""type"": ""Polygon""}"
92;92012;['Boulogne-Billancourt'];923;9289;1101;851;114205;78;0;0;0;0;0;52;19;1093;0;0;16;48.836584313752894, 2.239135990584618;"{""coordinates"": [[[2.236100452595979, 48.821547611630635], [2.232636965444476, 48.82273961343197], [2.224048327976762, 48.83514968887822], [2.224224570225082, 48.85351605360997], [2.248055951073368, 48.8463203628684], [2.253560441074077, 48.836857452382674], [2.262784637049641, 48.833928727333785], [2.249565274017956, 48.82478073110864], [2.236100452595979, 48.821547611630635]]], ""type"": ""Polygon""}"
93;93030;['Dugny'];931;9309;56;851;10656;13;0;0;0;0;0;0;0;0;0;0;0;48.950340873154495, 2.423863750301007;"{""coordinates"": [[[2.417537018801962, 48.93962520793822], [2.4044482974198402, 48.95132338558714], [2.407383751620951, 48.956131020318175], [2.418836102606607, 48.95775179334183], [2.447520177189905, 48.9558011047882], [2.435032843427174, 48.945086605486814], [2.417537018801962, 48.93962520793822]]], ""type"": ""Polygon""}"
93;93033;['Gournay-sur-Marne'];932;9319;1101;851;6406;12;0;0;0;0;0;0;0;0;0;0;1;48.86058179017992, 2.575433137961149;"{""coordinates"": [[[2.573836357337155, 48.85338335537369], [2.566918063489676, 48.85772029141538], [2.56459288110289, 48.86359348041756], [2.567627225246847, 48.86587978045539], [2.58733163810703, 48.865005049659935], [2.582522199554987, 48.85620191373196], [2.573836357337155, 48.85338335537369]]], ""type"": ""Polygon""}"
77;77408;['Saint-Fiacre'];771;7708;1104;77000;384;0;0;0;0;0;0;0;0;0;0;0;0;48.924715256402365, 2.9538406565324022;"{""coordinates"": [[[2.964894311902839, 48.91395844888884], [2.946184064648212, 48.91830398358338], [2.939419609802634, 48.92704162982661], [2.945338041548606, 48.931324960772855], [2.957429237269575, 48.932930546815605], [2.962615269502454, 48.93366966831303], [2.965306139732996, 48.93065795989664], [2.961778648348401, 48.92057613251981], [2.964894311902839, 48.91395844888884]]], ""type"": ""Polygon""}"
77;77418;['Saint-Loup-de-Naud'];773;7725;1108;77000;894;0;0;0;0;0;0;0;0;0;0;0;0;48.53697904078799, 3.217901686246154;"{""coordinates"": [[[3.222022825195016, 48.522711819738184], [3.218945679679972, 48.52521835434177], [3.194638513103303, 48.52579138855826], [3.186885064501813, 48.53525833649056], [3.184240693459012, 48.54210816433558], [3.192211507548347, 48.54349886699879], [3.196861813650987, 48.54804304186623], [3.23580093866236, 48.5511026809605], [3.248341966423877, 48.538438280552064], [3.242408227990941, 48.5236795247998], [3.230172164693187, 48.525107189303654], [3.222022825195016, 48.522711819738184]]], ""type"": ""Polygon""}"
77;77113;['Chevru'];773;7711;1103;77000;1088;1;0;0;0;0;0;0;0;0;0;0;0;48.73368047942317, 3.195775026324454;"{""coordinates"": [[[3.191691627411387, 48.71625758256187], [3.178207691141497, 48.72012805298692], [3.162383394780322, 48.73269762460857], [3.157351580198851, 48.732335601054764], [3.165737606909538, 48.7356790885793], [3.172237993480361, 48.74418735227585], [3.17207186898527, 48.747425471495866], [3.159804697950222, 48.75199352251648], [3.160521848185298, 48.7552034353236], [3.164159389258878, 48.757015284122545], [3.171681571699002, 48.75281348516508], [3.196447019529598, 48.74828726637318], [3.204942186615877, 48.74002536863513], [3.23483893891065, 48.73862117596283], [3.234920860514908, 48.73264886086339], [3.231303134362474, 48.723202952182326], [3.217625315292628, 48.719424083227366], [3.197988265515741, 48.72074446569697], [3.191691627411387, 48.71625758256187]]], ""type"": ""Polygon""}"
77;77195;['Fouju'];772;7722;1105;77000;545;0;0;0;0;0;0;0;0;0;0;0;0;48.58742126720951, 2.765256005371194;"{""coordinates"": [[[2.76245275300915, 48.574676426724196], [2.753119065334147, 48.5733800766662], [2.735094923149907, 48.58056463137278], [2.769335161570365, 48.60325908138934], [2.780332626618534, 48.60052734429366], [2.788924365460653, 48.60219800678605], [2.784272541004895, 48.58898462748584], [2.786145048138489, 48.58201662337317], [2.76245275300915, 48.574676426724196]]], ""type"": ""Polygon""}"
77;77229;['La Houssaye-en-Brie'];773;7727;1117;77000;1609;1;0;0;0;0;1;0;0;0;0;0;0;48.75618862502899, 2.867952160777585;"{""coordinates"": [[[2.856323312650211, 48.73347711975795], [2.857316358956748, 48.743254964319036], [2.8492697285530193, 48.74652792784307], [2.848929943956331, 48.7558543421453], [2.8475283458334513, 48.77466791192513], [2.857360906770931, 48.78171324682964], [2.862289077847984, 48.7811074483717], [2.873080883999764, 48.770020966589605], [2.8926188800884383, 48.77030994451739], [2.886325611353167, 48.76109432426633], [2.88929315543623, 48.74095941819872], [2.8839740901429582, 48.735728762387026], [2.856323312650211, 48.73347711975795]]], ""type"": ""Polygon""}"
77;77448;['Sept-Sorts'];771;7712;1104;77000;433;0;0;0;0;0;0;0;0;0;0;0;0;48.94015861499855, 3.106270843148163;"{""coordinates"": [[[3.093901568546826, 48.93152545439367], [3.099247225470975, 48.950603278091435], [3.102782711485137, 48.95021362413774], [3.118894718385796, 48.944677350884334], [3.117060090298565, 48.93627114130243], [3.117080346580309, 48.933141704502425], [3.093901568546826, 48.93152545439367]]], ""type"": ""Polygon""}"
77;77463;['Thomery'];774;7721;1105;77404;3436;3;0;0;0;0;0;0;0;0;0;0;0;48.40420734323599, 2.779972903141693;"{""coordinates"": [[[2.778295995489533, 48.38960378427676], [2.772949823490114, 48.40769494081078], [2.749142448492629, 48.40734108858547], [2.754298277829458, 48.411499310287155], [2.787827871328131, 48.41420002035637], [2.7968572492659023, 48.4067126892744], [2.789716800899771, 48.39131597258581], [2.778295995489533, 48.38960378427676]]], ""type"": ""Polygon""}"
91;91435;['Morsang-sur-Seine'];912;9132;1115;851;510;0;0;0;0;0;0;0;0;0;1;20;1;48.57681536285537, 2.500873682493868;"{""coordinates"": [[[2.521771675729651, 48.57322388806523], [2.492806002947496, 48.56739174014399], [2.481413545899041, 48.57359457225704], [2.481253208809743, 48.58020560791837], [2.482368683850292, 48.58256729233454], [2.508874108541508, 48.584028949848545], [2.511225050096689, 48.586359460681535], [2.518277028412848, 48.583257787872306], [2.521771675729651, 48.57322388806523]]], ""type"": ""Polygon""}"
