Code INSEE;Commune;Population municipale;Année
78608;Le Tertre-Saint-Denis;120;2014
91038;Auvers-Saint-Georges;1303;2014
91079;Boissy-la-Rivière;591;2014
91086;Bondoufle;9132;2014
91248;La Forêt-Sainte-Croix;164;2014
91412;Mondeville;708;2014
91533;Saclas;1783;2014
91547;Saint-Escobille;511;2014
91671;Villeneuve-sur-Auvers;608;2014
92014;Bourg-la-Reine;19881;2014
93005;Aulnay-sous-Bois;82314;2014
93010;Bondy;53074;2014
93045;Les Lilas;22762;2014
94028;Créteil;91042;2014
94044;Limeil-Brévannes;24927;2014
94046;Maisons-Alfort;54841;2014
94060;La Queue-en-Brie;11888;2014
94068;Saint-Maur-des-Fossés;75285;2014
95139;La Chapelle-en-Vexin;331;2014
95258;Frouville;372;2014
95428;Montmorency;20866;2014
95456;Noisy-sur-Oise;673;2014
95483;Le Perchay;566;2014
95489;Piscop;726;2014
95628;Valmondois;1204;2014
91038;AUVERS-SAINT-GEORGES;842;1982
91081;BOISSY-LE-SEC;400;1982
91098;BOUTERVILLIERS;270;1982
91106;BREUX-JOUY;908;1982
91247;LA FORET-LE-ROI;330;1982
91330;LARDY;2922;1982
91495;PLESSIS-SAINT-BENOIST;221;1982
91587;SAULX-LES-CHARTREUX;3247;1982
91667;VILLEMOISSON-SUR-ORGE;4104;1982
92019;CHATENAY-MALABRY;28580;1982
92073;SURESNES;35187;1982
93005;AULNAY-SOUS-BOIS;75996;1982
94028;CRETEIL;71693;1982
95042;BAILLET-EN-FRANCE;1495;1982
95170;CONDECOURT;511;1982
95387;MENOUVILLE;50;1982
95509;PUISEUX-EN-FRANCE;3098;1982
95675;VILLERON;271;1982
77002;AMILLIS;507;1982
77032;BETON-BAZOCHES;538;1982
77037;BOIS-LE-ROI;3395;1982
77054;LA BROSSE-MONTCEAUX;399;1982
77061;CANNES-ECLUSE;1784;1982
77118;CLAYE-SOUILLY;8152;1982
77131;COULOMMIERS;11886;1982
77134;COURCHAMP;79;1982
77214;GRESSY;800;1982
77241;JUILLY;1130;1982
77291;LE MESNIL-AMELOT;823;1982
77359;PERTHES;1537;1982
77427;SAINT-MESMES;211;1982
77444;SANCY-LES-PROVINS;179;1982
77452;SIGY;58;1982
77455;SOIGNOLLES-EN-BRIE;1113;1982
77463;THOMERY;2647;1982
77467;LA TOMBE;172;1982
77506;VILLEMER;568;1982
77513;VILLENOY;2423;1982
77518;VILLIERS-EN-BIERE;67;1982
78160;CHEVREUSE;4811;1982
78162;CHOISEL;462;1982
78317;JAMBVILLE;438;1982
78481;LE PECQ;17196;1982
78516;RAIZEUX;530;1982
75116;PARIS 16E  ARRONDISSEMENT;159706;2007
77004;ANDREZEL;317;2007
77015;BABY;69;2007
77032;BETON-BAZOCHES;754;2007
77079;CHAMPAGNE-SUR-SEINE;6499;2007
77106;CHAUFFRY;909;2007
77163;DOUY-LA-RAMEE;282;2007
77184;FLAGY;626;2007
77203;GERMIGNY-L'EVEQUE;1276;2007
77217;GRISY-SUISNES;2287;2007
77249;LESIGNY;7553;2007
77333;NEMOURS;12813;2007
77372;POMPONNE;3336;2007
77381;QUIERS;654;2007
77511;VILLENEUVE-SOUS-DAMMARTIN;609;2007
77530;VOULTON;310;2007
78029;AUBERGENVILLE;12189;2007
78082;BOISSY-MAUVOISIN;629;2007
78107;BREVAL;1897;2007
78158;LE CHESNAY;29405;2007
78398;LES MESNULS;878;2007
78401;MEULAN;8773;2007
78410;MOISSON;900;2007
78451;NEZEL;944;2007
78545;SAINT-CYR-L'ECOLE;16710;2007
78638;VAUX-SUR-SEINE;4800;2007
91132;CHAMARANDE;1071;2007
91159;CHEVANNES;1655;2007
91200;DOURDAN;9435;2007
91333;LEUVILLE-SUR-ORGE;4208;2007
91374;MAROLLES-EN-BEAUCE;213;2007
91521;RIS-ORANGIS;26691;2007
91589;SAVIGNY-SUR-ORGE;37469;2007
94043;LE KREMLIN-BICETRE;25859;2007
94073;THIAIS;29273;2007
95379;MAUDETOUR-EN-VEXIN;195;2007
95493;LE PLESSIS-LUZARCHES;132;2007
95527;ROISSY-EN-FRANCE;2537;2007
95563;SAINT-LEU-LA-FORET;14667;2007
95625;US;1274;2007
95682;VILLIERS-LE-SEC;160;2007
91064;BIEVRES;4990;2006
91069;BOIGNEVILLE;427;2006
91191;CROSNE;9034;2006
91433;MORIGNY-CHAMPIGNY;4172;2006
91578;SAINT-SULPICE-DE-FAVIERES;322;2006
92020;CHATILLON;32077;2006
92050;NANTERRE;88316;2006
92071;SCEAUX;19413;2006
94002;ALFORTVILLE;42743;2006
94041;IVRY-SUR-SEINE;55608;2006
95008;AINCOURT;885;2006
95211;ENNERY;2127;2006
95256;FREPILLON;2577;2006
95257;LA FRETTE-SUR-SEINE;4476;2006
95436;MOURS;1410;2006
95539;SAINT-BRICE-SOUS-FORET;13696;2006
95592;SERAINCOURT;1381;2006
95676;VILLERS-EN-ARTHIES;466;2006
77009;ARVILLE;139;2006
77040;BOISSISE-LE-ROI;3623;2006
77048;BOURRON-MARLOTTE;2858;2006
77072;CHALAUTRE-LA-GRANDE;674;2006
77073;CHALAUTRE-LA-PETITE;551;2006
77078;CHAMIGNY;1253;2006
77139;COURTRY;5983;2006
77152;DAMMARIE-LES-LYS;20838;2006
77154;DAMMARTIN-SUR-TIGEAUX;816;2006
77181;FERRIERES-EN-BRIE;2078;2006
77182;LA FERTE-GAUCHER;4057;2006
77193;FORFRY;230;2006
77202;LA GENEVRAYE;632;2006
77204;GERMIGNY-SOUS-COULOMBS;191;2006
77207;GIRONVILLE;190;2006
77287;MEILLERAY;475;2006
77296;MOISSY-CRAMAYEL;16549;2006
77299;MONTARLOT;208;2006
77300;MONTCEAUX-LES-MEAUX;613;2006
77329;NANTEAU-SUR-LUNAIN;683;2006
77370;POLIGNY;813;2006
77398;SABLONNIERES;671;2006
77417;SAINT-LEGER;200;2006
77455;SOIGNOLLES-EN-BRIE;2031;2006
77458;SOUPPES-SUR-LOING;5531;2006
77462;THIEUX;785;2006
77482;VARENNES-SUR-SEINE;3155;2006
77527;VOINSLES;539;2006
78003;ABLIS;3142;2006
78113;BRUEIL-EN-VEXIN;640;2006
78158;LE CHESNAY;29542;2006
78196;DAVRON;390;2006
78233;FEUCHEROLLES;2996;2006
78366;MAREIL-LE-GUYON;408;2006
78620;TOUSSUS-LE-NOBLE;831;2006
78650;LE VESINET;16419;2006
78683;VILLIERS-SAINT-FREDERIC;2684;2006
77073;CHALAUTRE-LA-PETITE;379;1975
77076;CHALMAISON;380;1975
77103;CHATILLON-LA-BORDE;124;1975
77110;CHENOU;229;1975
77118;CLAYE-SOUILLY;5735;1975
77138;COURTOMER;203;1975
77178;FAY-LES-NEMOURS;423;1975
77229;LA HOUSSAYE-EN-BRIE;751;1975
77238;JOUARRE;2765;1975
77244;LARCHANT;505;1975
77249;LESIGNY;6572;1975
77282;MAUREGARD;198;1975
77298;MONS-EN-MONTOIS;245;1975
77318;MORTCERF;758;1975
77319;MORTERY;87;1975
77325;MOUY-SUR-SEINE;326;1975
77333;NEMOURS;11223;1975
77341;NOYEN-SUR-SEINE;236;1975
77361;PIERRE-LEVEE;207;1975
77377;PRESLES-EN-BRIE;1506;1975
77474;TRILBARDOU;358;1975
77494;VERNOU-LA-CELLE-SUR-SEINE;1172;1975
77519;VILLIERS-SAINT-GEORGES;1036;1975
78020;ARNOUVILLE-LES-MANTES;508;1975
78071;BOINVILLE-LE-GAILLARD;304;1975
78123;CARRIERES-SOUS-POISSY;10324;1975
78230;LA FALAISE;429;1975
78238;FLINS-SUR-SEINE;1805;1975
78396;LE MESNIL-LE-ROI;5680;1975
78420;MONTFORT-L'AMAURY;2319;1975
78484;PERDREAUVILLE;270;1975
78486;LE PERRAY-EN-YVELINES;2997;1975
78505;PRUNAY-LE-TEMPLE;192;1975
78575;SAINT-REMY-LES-CHEVREUSE;4807;1975
91085;BOISSY-SOUS-SAINT-YON;1211;1975
91086;BONDOUFLE;2097;1975
91293;GUIGNEVILLE-SUR-ESSONNE;247;1975
91319;JANVRY;459;1975
91333;LEUVILLE-SUR-ORGE;1934;1975
91412;MONDEVILLE;368;1975
91482;PECQUEUSE;279;1975
91494;LE PLESSIS-PATE;1249;1975
91534;SACLAY;2037;1975
91540;SAINT-CHERON;3370;1975
91593;SERMAISE;912;1975
93033;GOURNAY-SUR-MARNE;4285;1975
93071;SEVRAN;34221;1975
94018;CHARENTON-LE-PONT;20468;1975
95014;ANDILLY;1652;1975
95120;BUTRY-SUR-OISE;997;1975
95218;ERAGNY;3638;1975
95370;MARINES;2074;1975
95388;MENUCOURT;4082;1975
95424;MONTIGNY-LES-CORMEILLES;8288;1975
95456;NOISY-SUR-OISE;387;1975
95483;LE PERCHAY;247;1975
95527;ROISSY-EN-FRANCE;1362;1975
95541;SAINT-CLAIR-SUR-EPTE;479;1975
91248;LA FORET-SAINTE-CROIX;111;1999
91408;MOIGNY-SUR-ECOLE;1283;1999
92009;BOIS-COLOMBES;23885;1999
92026;COURBEVOIE;69694;1999
92046;MALAKOFF;29402;1999
92049;MONTROUGE;37733;1999
94054;ORLY;20470;1999
94079;VILLIERS-SUR-MARNE;26632;1999
95102;BREANCON;332;1999
95116;BRUYERES-SUR-OISE;3391;1999
95253;FREMAINVILLE;477;1999
95598;SOISY-SOUS-MONTMORENCY;16802;1999
91105;BREUILLET;8044;2006
91145;CHATIGNONVILLE;67;2006
91161;CHILLY-MAZARIN;18639;2006
91175;CORBREUSE;1643;2006
91240;FONTAINE-LA-RIVIERE;199;2006
91411;LES MOLIERES;1804;2006
91533;SACLAS;1800;2006
91556;SAINT-HILAIRE;344;2006
91579;SAINT-VRAIN;2792;2006
91599;SOISY-SUR-ECOLE;1358;2006
92004;ASNIERES-SUR-SEINE;82351;2006
92025;COLOMBES;82026;2006
94070;SANTENY;3550;2006
95011;AMBLEVILLE;349;2006
95019;ARNOUVILLE-LES-GONESSE;12833;2006
95078;BOISSY-L'AILLERIE;1750;2006
95094;BOUQUEVAL;303;2006
95254;FREMECOURT;539;2006
95304;HEDOUVILLE;277;2006
95394;MERY-SUR-OISE;9178;2006
95541;SAINT-CLAIR-SUR-EPTE;869;2006
95580;SAINT-WITZ;2565;2006
95582;SANNOIS;25939;2006
95682;VILLIERS-LE-SEC;151;2006
77003;AMPONVILLE;355;2006
77008;ARMENTIERES-EN-BRIE;1336;2006
77026;BEAUCHERY-SAINT-MARTIN;390;2006
77079;CHAMPAGNE-SUR-SEINE;6475;2006
77086;LA CHAPELLE-GAUTHIER;1374;2006
77093;LA CHAPELLE-MOUTILS;352;2006
77123;COMPANS;781;2006
77159;DONNEMARIE-DONTILLY;2744;2006
77263;LUISETAINES;225;2006
77320;MOUROUX;4609;2006
77353;PALEY;434;2006
77393;ROZAY-EN-BRIE;2703;2006
77456;SOISY-BOUY;783;2006
77463;THOMERY;3290;2006
77467;LA TOMBE;231;2006
77486;VAUDOY-EN-BRIE;808;2006
77491;VENEUX-LES-SABLONS;4736;2006
77500;VILLEBEON;466;2006
77520;VILLIERS-SOUS-GREZ;763;2006
77533;VULAINES-SUR-SEINE;2429;2006
78029;AUBERGENVILLE;12126;2006
78108;LES BREVIAIRES;969;2006
78125;LA CELLE-LES-BORDES;914;2006
78147;CHAUFOUR-LES-BONNIERES;406;2006
78190;CROISSY-SUR-SEINE;10067;2006
78193;DAMPIERRE-EN-YVELINES;1162;2006
78230;LA FALAISE;616;2006
78322;JOUY-EN-JOSAS;8055;2006
78327;JUZIERS;3652;2006
78460;OINVILLE-SUR-MONTCIENT;1131;2006
78518;RENNEMOULIN;137;2006
78524;ROCQUENCOURT;3261;2006
78530;ROSAY;362;2006
78575;SAINT-REMY-LES-CHEVREUSE;7858;2006
78615;THIVERVAL-GRIGNON;1014;2006
77008;ARMENTIERES-EN-BRIE;796;1975
77050;BRANSLES;303;1975
77120;COCHEREL;209;1975
77139;COURTRY;3249;1975
77153;DAMMARTIN-EN-GOELE;3476;1975
77158;DIANT;197;1975
77162;DOUE;583;1975
77167;EGLIGNY;214;1975
77180;FEROLLES-ATTILLY;945;1975
77210;LA GRANDE-PAROISSE;1950;1975
77311;MONTIGNY-LENCOUP;677;1975
77320;MOUROUX;2246;1975
77365;LE PLESSIS-FEU-AUSSOUX;102;1975
77387;REMAUVILLE;315;1975
77410;SAINT-GERMAIN-LAXIS;403;1975
77415;SAINT-JEAN-LES-DEUX-JUMEAUX;773;1975
77442;SAMOREAU;1304;1975
77451;SIGNY-SIGNETS;264;1975
77520;VILLIERS-SOUS-GREZ;552;1975
78013;ANDELU;246;1975
78117;BUC;3908;1975
78124;CARRIERES-SUR-SEINE;11733;1975
78152;CHAVENAY;1442;1975
78189;CRESPIERES;1012;1975
78208;ELANCOURT;10621;1975
78366;MAREIL-LE-GUYON;209;1975
78415;MONTAINVILLE;396;1975
78562;SAINT-LEGER-EN-YVELINES;806;1975
91016;ANGERVILLE;2597;1975
91017;ANGERVILLIERS;530;1975
91114;BRUNOY;22727;1975
91121;BUNO-BONNEVAUX;296;1975
91223;ETAMPES;19651;1975
91243;FONTENAY-LES-BRIIS;1168;1975
91292;GUIBEVILLE;104;1975
91315;ITTEVILLE;2715;1975
91434;MORSANG-SUR-ORGE;20156;1975
91457;LA NORVILLE;2035;1975
91526;ROINVILLIERS;54;1975
91546;SAINT-CYR-SOUS-DOURDAN;640;1975
91629;VALPUISEAUX;298;1975
93048;MONTREUIL;96587;1975
93059;PIERREFITTE-SUR-SEINE;20819;1975
93077;VILLEMOMBLE;28727;1975
94002;ALFORTVILLE;38057;1975
95250;FOSSES;6453;1975
95371;MARLY-LA-VILLE;2419;1975
95480;PARMAIN;3443;1975
95504;PRESLES;2927;1975
95592;SERAINCOURT;879;1975
95651;VETHEUIL;687;1975
75112;Paris 12e  Arrondissement;143922;2014
75120;Paris 20e  Arrondissement;195468;2014
77002;Amillis;808;2014
77012;Augers-en-Brie;305;2014
77013;Aulnoy;370;2014
77021;Barbey;153;2014
77049;Boutigny;873;2014
77067;Cesson;9805;2014
77072;Chalautre-la-Grande;721;2014
77099;Château-Landon;3124;2014
77104;Châtres;633;2014
77113;Chevru;1103;2014
77129;Coulombs-en-Valois;614;2014
77132;Coupvray;2815;2014
77133;Courcelles-en-Bassée;245;2014
77158;Diant;181;2014
77179;Féricy;582;2014
77222;Guignes;3456;2014
77224;Hautefeuille;302;2014
77234;Jablines;682;2014
77249;Lésigny;7387;2014
77304;Montenils;29;2014
77370;Poligny;824;2014
77391;Rouilly;491;2014
77393;Rozay-en-Brie;2864;2014
77397;Saâcy-sur-Marne;1795;2014
77456;Soisy-Bouy;818;2014
77510;Villeneuve-Saint-Denis;867;2014
77518;Villiers-en-Bière;221;2014
78062;Beynes;7567;2014
78125;La Celle-les-Bordes;840;2014
78217;Épône;6474;2014
78335;Limay;16144;2014
78344;Lommoye;668;2014
78398;Les Mesnuls;873;2014
78499;Ponthévrard;620;2014
78517;Rambouillet;25755;2014
78551;Saint-Germain-en-Laye;39540;2014
78558;Saint-Illiers-la-Ville;344;2014
78597;Soindres;669;2014
75109;Paris 9ème arrondissement;59474;2012
77020;Bannost-Villegagnon;661;2012
77042;Boissy-le-Châtel;3114;2012
77068;Cessoy-en-Montois;213;2012
77084;Changis-sur-Marne;1095;2012
77111;Chessy;4517;2012
77159;Donnemarie-Dontilly;2876;2012
77191;Fontenailles;1064;2012
77196;Fresnes-sur-Marne;670;2012
77211;Grandpuits-Bailly-Carrois;1013;2012
77214;Gressy;893;2012
77224;Hautefeuille;319;2012
77330;Nanteuil-lès-Meaux;5475;2012
77392;Rouvres;620;2012
77455;Soignolles-en-Brie;2084;2012
77457;Solers;1253;2012
77511;Villeneuve-sous-Dammartin;646;2012
77533;Vulaines-sur-Seine;2645;2012
78031;Auffreville-Brasseuil;612;2012
78057;Bennecourt;1813;2012
78290;Guernes;1032;2012
78305;Herbeville;263;2012
78337;Limetz-Villez;1918;2012
78498;Poissy;37597;2012
78597;Soindres;628;2012
78650;Le Vésinet;15901;2012
78677;Villette;520;2012
91114;Brunoy;25685;2012
91179;Le Coudray-Montceaux;4728;2012
91273;Gironville-sur-Essonne;803;2012
91376;Marolles-en-Hurepoix;4928;2012
91479;Paray-Vieille-Poste;7230;2012
91540;Saint-Chéron;4834;2012
91570;Saint-Michel-sur-Orge;20188;2012
92002;Antony;61624;2012
92050;Nanterre;90722;2012
93029;Drancy;67181;2012
93033;Gournay-sur-Marne;6574;2012
94003;Arcueil;19526;2012
94042;Joinville-le-Pont;18020;2012
94080;Vincennes;49831;2012
95026;Asnières-sur-Oise;2544;2012
95091;Bouffémont;6022;2012
95119;Buhy;315;2012
95197;Deuil-la-Barre;21983;2012
95365;Mareil-en-France;698;2012
95480;Parmain;5547;2012
95598;Soisy-sous-Montmorency;17534;2012
95641;Vémars;2198;2012
77023;Barcy;275;2013
77024;Bassevelle;342;2013
77037;Bois-le-Roi;5617;2013
77077;Chambry;947;2013
77136;Courquetaine;203;2013
77155;Dampmart;3195;2013
77173;Étrépilly;858;2013
77181;Ferrières-en-Brie;2793;2013
77226;Héricy;2527;2013
77278;Marolles-en-Brie;397;2013
77279;Marolles-sur-Seine;1646;2013
77298;Mons-en-Montois;478;2013
77301;Montceaux-lès-Provins;343;2013
77303;Montdauphin;238;2013
77314;Montolivet;242;2013
77317;Mormant;4572;2013
77320;Mouroux;5172;2013
77329;Nanteau-sur-Lunain;702;2013
77364;Le Plessis-aux-Bois;262;2013
77371;Pommeuse;2859;2013
77387;Remauville;471;2013
77389;La Rochette;3238;2013
77478;Ussy-sur-Marne;1016;2013
77490;Vendrest;739;2013
77501;Villecerf;700;2013
77514;Villeparisis;25889;2013
78072;Boinvilliers;271;2013
78113;Brueil-en-Vexin;704;2013
78133;Chambourcy;5835;2013
78410;Moisson;923;2013
78440;Les Mureaux;31487;2013
78677;Villette;524;2013
91099;Boutigny-sur-Essonne;2979;2013
91112;Brouy;134;2013
91122;Bures-sur-Yvette;9725;2013
91135;Champcueil;2851;2013
91332;Leudeville;1433;2013
91338;Limours;6622;2013
91405;Milly-la-Forêt;4806;2013
92075;Vanves;28170;2013
93061;Le Pré-Saint-Gervais;17908;2013
94017;Champigny-sur-Marne;75961;2013
95051;Beauchamp;8792;2013
95052;Beaumont-sur-Oise;9607;2013
95060;Bessancourt;6591;2013
95101;Bray-et-Lû;959;2013
95141;Charmont;27;2013
95170;Condécourt;576;2013
95563;Saint-Leu-la-Forêt;15082;2013
75106;Paris 6ème arrondissement;44322;2008
77032;Beton-Bazoches;762;2008
77041;Boissy-aux-Cailles;323;2008
77115;Chevry-en-Sereine;470;2008
77133;Courcelles-en-Bassée;220;2008
77183;La Ferté-sous-Jouarre;9032;2008
77211;Grandpuits-Bailly-Carrois;963;2008
77219;Guérard;2203;2008
77243;Lagny-sur-Marne;20232;2008
77266;Machault;702;2008
77279;Marolles-sur-Seine;1568;2008
77387;Remauville;444;2008
77395;Rumont;126;2008
77409;Saint-Germain-Laval;2740;2008
77411;Saint-Germain-sous-Doue;478;2008
77436;Saint-Siméon;848;2008
77441;Samois-sur-Seine;2084;2008
77512;Villeneuve-sur-Bellot;1136;2008
78104;Breuil-Bois-Robert;706;2008
78128;Cernay-la-Ville;1629;2008
78143;Châteaufort;1401;2008
78190;Croissy-sur-Seine;10133;2008
78192;Dammartin-en-Serve;993;2008
78220;Les Essarts-le-Roi;6266;2008
78261;Gaillon-sur-Montcient;676;2008
78314;Issou;4473;2008
78322;Jouy-en-Josas;8107;2008
78364;Marcq;704;2008
78367;Mareil-Marly;3481;2008
78470;Orphin;918;2008
78499;Ponthévrard;581;2008
78537;Saint-Arnoult-en-Yvelines;5984;2008
91069;Boigneville;423;2008
91135;Champcueil;2774;2008
91247;La Forêt-le-Roi;472;2008
91293;Guigneville-sur-Essonne;954;2008
91315;Itteville;6440;2008
91338;Limours;6400;2008
91340;Lisses;6830;2008
91521;Ris-Orangis;27006;2008
91547;Saint-Escobille;463;2008
91600;Soisy-sur-Seine;7174;2008
91639;Vayres-sur-Essonne;910;2008
91645;Verrières-le-Buisson;15731;2008
92002;Antony;61240;2008
92024;Clichy;58388;2008
92046;Malakoff;30909;2008
93055;Pantin;52698;2008
95012;Amenucourt;180;2008
95056;Belloy-en-France;1836;2008
95088;Bonneuil-en-France;707;2008
95151;Chauvry;296;2008
95176;Cormeilles-en-Parisis;22403;2008
95181;Courcelles-sur-Viosne;296;2008
95183;Courdimanche;6581;2008
95205;Écouen;7380;2008
95430;Montsoult;3445;2008
95491;Le Plessis-Bouchard;7663;2008
95529;Ronquerolles;853;2008
95641;Vémars;2075;2008
75110;PARIS 10E  ARRONDISSEMENT;93373;2007
77030;BELLOT;792;2007
77031;BERNAY-VILBERT;819;2007
77050;BRANSLES;528;2007
77054;LA BROSSE-MONTCEAUX;706;2007
77099;CHATEAU-LANDON;3072;2007
77126;CONGIS-SUR-THEROUANNE;1764;2007
77138;COURTOMER;545;2007
77145;CRISENOY;639;2007
77179;FERICY;632;2007
77232;ISLES-LES-VILLENOY;865;2007
77259;LONGPERRIER;2309;2007
77267;LA MADELEINE-SUR-LOING;365;2007
77298;MONS-EN-MONTOIS;442;2007
77337;NOISIEL;15429;2007
77348;ORMESSON;252;2007
77369;POINCY;706;2007
77383;RAMPILLON;774;2007
77385;REBAIS;2104;2007
77411;SAINT-GERMAIN-SOUS-DOUE;472;2007
77492;VERDELOT;742;2007
77508;VILLENEUVE-LE-COMTE;1760;2007
77533;VULAINES-SUR-SEINE;2466;2007
78003;ABLIS;3201;2007
78033;AULNAY-SUR-MAULDRE;1151;2007
78233;FEUCHEROLLES;3015;2007
78302;LA HAUTEVILLE;177;2007
78322;JOUY-EN-JOSAS;8081;2007
78413;MONDREVILLE;357;2007
78442;NEAUPHLE-LE-CHATEAU;2973;2007
78621;TRAPPES;29327;2007
91292;GUIBEVILLE;744;2007
91479;PARAY-VIEILLE-POSTE;7179;2007
91495;PLESSIS-SAINT-BENOIST;307;2007
91540;SAINT-CHERON;4796;2007
91546;SAINT-CYR-SOUS-DOURDAN;997;2007
91579;SAINT-VRAIN;2791;2007
91593;SERMAISE;1631;2007
92064;SAINT-CLOUD;29542;2007
93008;BOBIGNY;48196;2007
93027;LA COURNEUVE;37228;2007
94018;CHARENTON-LE-PONT;28414;2007
94058;LE PERREUX-SUR-MARNE;32100;2007
94067;SAINT-MANDE;22737;2007
95120;BUTRY-SUR-OISE;1974;2007
95127;CERGY;57600;2007
95212;EPIAIS-LES-LOUVRES;76;2007
95268;GARGES-LES-GONESSE;39098;2007
95409;MOISSELLES;1114;2007
95637;VAUREAL;15674;2007
77012;Augers-en-Brie;305;2009
77023;Barcy;233;2009
77048;Bourron-Marlotte;2766;2009
77117;Citry;785;2009
77153;Dammartin-en-Goële;7962;2009
77161;Dormelles;864;2009
77196;Fresnes-sur-Marne;651;2009
77290;Méry-sur-Marne;617;2009
77302;Montcourt-Fromonville;2106;2009
77304;Montenils;36;2009
77307;Montévrain;8363;2009
77317;Mormant;4356;2009
77320;Mouroux;4782;2009
77378;Pringy;2537;2009
77380;Puisieux;304;2009
77474;Trilbardou;636;2009
77491;Veneux-les-Sablons;4788;2009
77516;Ville-Saint-Jacques;721;2009
78053;Béhoust;467;2009
78189;Crespières;1601;2009
78233;Feucherolles;2968;2009
78234;Flacourt;143;2009
78261;Gaillon-sur-Montcient;679;2009
78317;Jambville;800;2009
78329;Lainville-en-Vexin;795;2009
78478;Paray-Douaville;238;2009
78643;Vernouillet;9398;2009
78681;Villiers-le-Mahieu;709;2009
77068;CESSOY EN MONTOIS;173;1968
77079;CHAMPAGNE SUR SEINE;5298;1968
77092;LA CHAPELLE SUR CRECY;920;1968
77140;COUTENCON;79;1968
77154;DAMMARTIN SUR TIGEAUX;408;1968
77171;ESBLY;2433;1968
77180;FEROLLES ATTILLY;339;1968
77242;JUTIGNY;340;1968
77260;LONGUEVILLE;1407;1968
77286;MEIGNEUX;116;1968
77352;OZOUER LE VOULGIS;887;1968
77358;PENCHARD;371;1968
77385;REBAIS;1324;1968
77468;TORCY;3401;1968
77486;VAUDOY EN BRIE;460;1968
77492;VERDELOT;572;1968
78009;ALLAINVILLE;189;1968
78362;MANTES LA VILLE;14636;1968
78367;MAREIL MARLY;1757;1968
78402;MEZIERES SUR SEINE;1771;1968
78403;MEZY;964;1968
91047;BAULNE;613;1968
91067;BLANDY;136;1968
91069;BOIGNEVILLE;366;1968
91129;CERNY;1200;1968
91174;CORBEIL ESSONNES;32192;1968
91182;COURCOURONNES;179;1968
91232;LA FERTE ALAIS;1448;1968
91477;PALAISEAU;23343;1968
91568;SAINT MAURICE MONTCOURONNE;320;1968
91600;SOISY SUR SEINE;2405;1968
91645;VERRIERES LE BUISSON;9852;1968
92044;LEVALLOIS PERRET;58941;1968
92077;VILLE D'AVRAY;10365;1968
93006;BAGNOLET;34038;1968
93029;DRANCY;64430;1968
93047;MONTFERMEIL;21063;1968
94058;LE PERREUX SUR MARNE;29099;1968
95024;ARTHIES;171;1968
95039;AUVERS SUR OISE;5124;1968
95094;BOUQUEVAL;194;1968
95476;OSNY;3905;1968
95610;THEMERICOURT;173;1968
95637;VAUREAL;587;1968
95641;VEMARS;553;1968
95656;VIENNE EN ARTHIES;159;1968
78442;NEAUPHLE LE CHATEAU;1558;1968
75110;Paris 10ème arrondissement;95394;2010
77018;Bailly-Romainvilliers;6516;2010
77028;Beautheil;712;2010
77070;Chailly-en-Brie;1449;2010
77072;Chalautre-la-Grande;689;2010
77091;Les Chapelles-Bourbon;421;2010
77135;Courpalay;1402;2010
77148;Crouy-sur-Ourcq;1747;2010
77174;Everly;591;2010
77185;Fleury-en-Bière;640;2010
77203;Germigny-l'Évêque;1358;2010
77257;Lizy-sur-Ourcq;3633;2010
77268;Magny-le-Hongre;5918;2010
77273;Marchémoret;554;2010
77306;Montereau-sur-le-Jard;563;2010
77307;Montévrain;8675;2010
77312;Montigny-sur-Loing;2791;2010
77340;Nonville;622;2010
77350;Ozoir-la-Ferrière;20268;2010
77360;Pézarches;386;2010
77383;Rampillon;795;2010
77388;Reuil-en-Brie;842;2010
77389;La Rochette;3095;2010
77397;Saâcy-sur-Marne;1747;2010
77399;Saint-Ange-le-Viel;228;2010
77434;Saint-Sauveur-lès-Bray;330;2010
77443;Sancy;384;2010
77509;Villeneuve-les-Bordes;612;2010
77532;Vulaines-lès-Provins;65;2010
78276;Gommecourt;659;2010
78307;Hermeray;948;2010
78320;Jeufosse;427;2010
78329;Lainville-en-Vexin;812;2010
78364;Marcq;707;2010
78558;Saint-Illiers-la-Ville;321;2010
91130;Chalo-Saint-Mars;1143;2010
91161;Chilly-Mazarin;18484;2010
91179;Le Coudray-Montceaux;4708;2010
91226;Étréchy;6295;2010
91412;Mondeville;680;2010
91414;Monnerville;401;2010
91654;Videlles;660;2010
94046;Maisons-Alfort;52943;2010
94065;Rungis;5662;2010
94074;Valenton;12081;2010
95150;Chaussy;633;2010
95316;Jagny-sous-Bois;254;2010
78364;Marcq;711;2011
78530;Rosay;382;2011
78576;Saint-Rémy-l'Honoré;1379;2011
91021;Arpajon;10704;2011
91507;Prunay-sur-Essonne;314;2011
91525;Roinville;1243;2011
91685;Villiers-sur-Orge;3886;2011
93015;Coubron;4712;2011
93045;Les Lilas;22505;2011
94067;Saint-Mandé;22292;2011
95054;Le Bellay-en-Vexin;248;2011
95254;Frémécourt;539;2011
95316;Jagny-sous-Bois;250;2011
95348;Longuesse;532;2011
95352;Luzarches;4362;2011
95426;Montlignon;2607;2011
95430;Montsoult;3393;2011
95487;Persan;10790;2011
95594;Seugy;1030;2011
95658;Vigny;1072;2011
95690;Wy-dit-Joli-Village;322;2011
91130;Chalo-Saint-Mars;1133;2009
