stop_point_id;accessibility_level_id;accessibility_level_name;commentaire;stop_name;stop_point_geopoint
stop_point:IDFM:monomodalStopPlace:46304;1;gare ou arrêt non accessible;;Villeneuve Triage;48.744611139140474, 2.438697833840877
stop_point:IDFM:monomodalStopPlace:46307;1;gare ou arrêt non accessible;;Villeneuve-le-Roi;48.73968685807613, 2.426423645047488
stop_point:IDFM:monomodalStopPlace:462388;3;train accessible sur réservation préalable auprès du service AssistenGare;;Viroflay Rive Gauche;48.800665521455045, 2.17158260741522
stop_point:IDFM:monomodalStopPlace:46375;3;train accessible sur réservation préalable auprès du service AssistenGare;;Vitry-sur-Seine;48.80028105254759, 2.40269438767449
stop_point:IDFM:monomodalStopPlace:46647;3;train accessible sur réservation préalable auprès du service AssistenGare;;Achères Ville;48.970643570814424, 2.0777265246565433
stop_point:IDFM:monomodalStopPlace:43068;3;train accessible sur réservation préalable auprès du service AssistenGare;;Arpajon;48.58599680822646, 2.2412169696111426
stop_point:IDFM:monomodalStopPlace:43069;3;train accessible sur réservation préalable auprès du service AssistenGare;;Asnières-sur-Seine;48.90587474197106, 2.2832114335873186
stop_point:IDFM:monomodalStopPlace:45301;3;train accessible sur réservation préalable auprès du service AssistenGare;;Bibliothèque François Mitterrand;48.8288801225864, 2.377758552865005
stop_point:IDFM:monomodalStopPlace:43101;4;train accessible sur demande auprès d'un agent en station;;Bry-sur-Marne;48.845137476280854, 2.525670945020106
stop_point:IDFM:monomodalStopPlace:58874;4;train accessible sur demande auprès d'un agent en station;;Bussy-Saint-Georges;48.83671337078136, 2.7103828395096956
stop_point:IDFM:monomodalStopPlace:43106;1;gare ou arrêt non accessible;;Champagne-sur-Seine;48.40726498958356, 2.798915755216375
stop_point:IDFM:monomodalStopPlace:47174;1;gare ou arrêt non accessible;;Champbenoist Poigny;48.54520762505785, 3.2866300417033125
stop_point:IDFM:monomodalStopPlace:47928;1;gare ou arrêt non accessible;;Changis - Saint-Jean;48.95916631326023, 3.026089283734262
stop_point:IDFM:monomodalStopPlace:58759;4;train accessible sur demande auprès d'un agent en station;;Charles de Gaulle - Etoile;48.874172759565376, 2.295231447641207
stop_point:IDFM:monomodalStopPlace:411378;1;gare ou arrêt non accessible;;Château-Thierry;49.037933505433955, 3.409522741444065
stop_point:IDFM:monomodalStopPlace:47883;3;train accessible sur réservation préalable auprès du service AssistenGare;;Chaville - Vélizy;48.79968116446791, 2.1834187943404744
stop_point:IDFM:monomodalStopPlace:411381;1;gare ou arrêt non accessible;;Chézy-sur-Marne;48.99188251331995, 3.3644154018991057
stop_point:IDFM:monomodalStopPlace:473843;4;train accessible sur demande auprès d'un agent en station;;Cité Universitaire;48.82150600684166, 2.3388576809777035
stop_point:IDFM:monomodalStopPlace:43112;3;train accessible sur réservation préalable auprès du service AssistenGare;;Clichy - Levallois;48.897501127112044, 2.2974715210323566
stop_point:IDFM:monomodalStopPlace:47932;1;gare ou arrêt non accessible;;Coignières;48.74374799338111, 1.9214184023981655
stop_point:IDFM:monomodalStopPlace:43114;3;train accessible sur réservation préalable auprès du service AssistenGare;;Conflans Fin d'Oise;48.991156287258484, 2.0746499245710193
stop_point:IDFM:monomodalStopPlace:47052;4;train accessible sur demande auprès d'un agent en station;;Courcelle-sur-Yvette;48.70131367727702, 2.097722386795541
stop_point:IDFM:monomodalStopPlace:46736;1;gare ou arrêt non accessible;;Dammartin - Juilly - Saint-Mard;49.03215183565455, 2.699046819624294
stop_point:IDFM:monomodalStopPlace:473890;4;train accessible sur demande auprès d'un agent en station;;Denfert-Rochereau;48.83318643678081, 2.333220634641387
stop_point:IDFM:monomodalStopPlace:43120;6;véhicule accessible en toute autonomie;;Domont;49.03284003832482, 2.3371269712571614
stop_point:IDFM:monomodalStopPlace:43121;3;train accessible sur réservation préalable auprès du service AssistenGare;;Dourdan;48.53376051220457, 2.008756915662106
stop_point:IDFM:monomodalStopPlace:47095;3;train accessible sur réservation préalable auprès du service AssistenGare;;Dourdan la Forêt;48.53542058733677, 1.996005688002604
stop_point:IDFM:monomodalStopPlace:43075;6;véhicule accessible en toute autonomie;;Enghien-les-Bains;48.97288052394267, 2.3067933741682713
stop_point:IDFM:monomodalStopPlace:43078;6;véhicule accessible en toute autonomie;;Épinay - Villetaneuse;48.95792884911306, 2.3287601965958715
stop_point:IDFM:monomodalStopPlace:47906;3;train accessible sur réservation préalable auprès du service AssistenGare;;Évry - Courcouronnes;48.62588794663492, 2.4300329095214526
stop_point:IDFM:monomodalStopPlace:45745;1;gare ou arrêt non accessible;;Évry - Val de Seine;48.63439299320402, 2.4523091616356028
stop_point:IDFM:monomodalStopPlace:43124;4;train accessible sur demande auprès d'un agent en station;;Fontaine Michalon;48.74304953436299, 2.2959559818374013
stop_point:IDFM:monomodalStopPlace:43125;4;train accessible sur demande auprès d'un agent en station;;Fontenay-aux-Roses;48.78756698215643, 2.2929083820455323
stop_point:IDFM:monomodalStopPlace:43072;1;gare ou arrêt non accessible;;Gare d'Austerlitz;48.84032035638395, 2.367818767583529
stop_point:IDFM:monomodalStopPlace:470519;3;train accessible sur réservation préalable auprès du service AssistenGare;;Gare de l'Est;48.87857171221123, 2.360305141171757
stop_point:IDFM:monomodalStopPlace:470195;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne A accessible sur demande auprès d'un agent en station. Lignes D et R accessibles sur réservation préalable auprès du service Accès Plus Transilien.;Gare de Lyon;48.84340211646564, 2.376365660931201
stop_point:IDFM:monomodalStopPlace:462394;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne H accessible en toute autonomie. Lignes B, D et K accessibles sur réservation préalable auprès du service Accès Plus Transilien.;Gare du Nord;48.88230685842714, 2.356693437528564
stop_point:IDFM:monomodalStopPlace:47935;3;train accessible sur réservation préalable auprès du service AssistenGare;;Houdan;48.79602555328117, 1.6021344463889766
stop_point:IDFM:monomodalStopPlace:47484;1;gare ou arrêt non accessible;;Isles - Armentières - Congis;48.99837487688993, 3.007871639575125
stop_point:IDFM:monomodalStopPlace:46975;1;gare ou arrêt non accessible;;Issou - Porcheville;48.9793069192499, 1.7838404356830648
stop_point:IDFM:monomodalStopPlace:43136;1;gare ou arrêt non accessible;;Jouy-en-Josas;48.764760068378486, 2.1644478368550066
stop_point:IDFM:monomodalStopPlace:43137;1;gare ou arrêt non accessible;;Juziers;48.99224048747195, 1.8449525722587152
stop_point:IDFM:monomodalStopPlace:43140;3;train accessible sur réservation préalable auprès du service AssistenGare;;La Courneuve - Aubervilliers;48.92429743203911, 2.3861140570949475
stop_point:IDFM:monomodalStopPlace:47046;4;train accessible sur demande auprès d'un agent en station;;La Hacquinière;48.695299548452454, 2.1516106103390045
stop_point:IDFM:monomodalStopPlace:47939;1;gare ou arrêt non accessible;;La Norville - Saint-Germain-lès-Arpajon;48.59111916474817, 2.266215906699314
stop_point:IDFM:monomodalStopPlace:43149;1;gare ou arrêt non accessible;;Lardy;48.520620553497956, 2.255014220399748
stop_point:IDFM:monomodalStopPlace:411479;1;gare ou arrêt non accessible;;Laroche - Migennes;47.96107924372578, 3.5126763134529835
stop_point:IDFM:monomodalStopPlace:46163;3;train accessible sur réservation préalable auprès du service AssistenGare;;Le Blanc-Mesnil;48.93230698220945, 2.4753884360764298
stop_point:IDFM:monomodalStopPlace:45784;3;train accessible sur réservation préalable auprès du service AssistenGare;;Le Mée;48.538746730738936, 2.6255537322060074
stop_point:IDFM:monomodalStopPlace:43230;1;gare ou arrêt non accessible;;Les Grésillons;48.9206901983449, 2.313901968217972
stop_point:IDFM:monomodalStopPlace:47968;1;gare ou arrêt non accessible;;Les Noues;49.03307204384692, 2.477713962139221
stop_point:IDFM:monomodalStopPlace:46298;3;train accessible sur réservation préalable auprès du service AssistenGare;;Les Saules;48.74520105223681, 2.4174549898851208
stop_point:IDFM:monomodalStopPlace:47937;1;gare ou arrêt non accessible;;L'Étang-la-Ville;48.86818814962987, 2.076893601882248
stop_point:IDFM:monomodalStopPlace:47669;1;gare ou arrêt non accessible;;Lieusaint - Moissy;48.62833648393033, 2.569507070898012
stop_point:IDFM:monomodalStopPlace:44628;3;train accessible sur réservation préalable auprès du service AssistenGare;;Louvres;49.04933726826723, 2.5018113143714777
stop_point:IDFM:monomodalStopPlace:474069;4;train accessible sur demande auprès d'un agent en station;;Lozère;48.705912413627026, 2.212717641845953
stop_point:IDFM:monomodalStopPlace:43833;4;train accessible sur demande auprès d'un agent en station;;Luxembourg;48.84543177842458, 2.3398088878203698
stop_point:IDFM:monomodalStopPlace:58572;3;train accessible sur réservation préalable auprès du service AssistenGare;;Magenta;48.88081039411524, 2.358695908637114
stop_point:IDFM:monomodalStopPlace:43154;3;train accessible sur réservation préalable auprès du service AssistenGare;;Maisons-Alfort - Alfortville;48.80217813521484, 2.4264376603578035
stop_point:IDFM:monomodalStopPlace:46965;1;gare ou arrêt non accessible;;Mantes Station;48.98360892717879, 1.7151334567152097
stop_point:IDFM:monomodalStopPlace:43157;1;gare ou arrêt non accessible;Ligne J accessible sur réservation préalable auprès du service Accès Plus Transilien. Ligne N non accessible.;Mantes-la-Jolie;48.989295021419494, 1.703836824856348
stop_point:IDFM:monomodalStopPlace:411375;1;gare ou arrêt non accessible;;Mareuil-sur-Ourcq;49.135381005893805, 3.0754989980809686
stop_point:IDFM:monomodalStopPlace:43247;1;gare ou arrêt non accessible;;Marles-en-Brie;48.73481854687385, 2.868811725090548
stop_point:IDFM:monomodalStopPlace:43164;3;train accessible sur réservation préalable auprès du service AssistenGare;;Mitry - Claye;48.9757479508066, 2.6422341369736606
stop_point:IDFM:monomodalStopPlace:411482;1;gare ou arrêt non accessible;;Montargis;48.00669739961254, 2.743201130533139
stop_point:IDFM:monomodalStopPlace:47910;3;train accessible sur réservation préalable auprès du service AssistenGare;;Montereau;48.37960363189276, 2.942541935520315
stop_point:IDFM:monomodalStopPlace:43166;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne H accessible en toute autonomie. Ligne C accessible sur réservation préalable auprès du service Accès Plus Transilien.;Montigny - Beauchamp;49.007744118117, 2.1965151756043033
stop_point:IDFM:monomodalStopPlace:43168;6;véhicule accessible en toute autonomie;;Montsoult - Maffliers;49.06616021905701, 2.3228219079408823
stop_point:IDFM:monomodalStopPlace:43169;4;train accessible sur demande auprès d'un agent en station;;Nanterre Préfecture;48.895886773064674, 2.2229862429913676
stop_point:IDFM:monomodalStopPlace:411390;1;gare ou arrêt non accessible;;Nanteuil-le-Haudouin;49.14251123380041, 2.7941647655566535
stop_point:IDFM:monomodalStopPlace:47944;1;gare ou arrêt non accessible;;Nézel - Aulnay;48.93882932493657, 1.8404153320794885
stop_point:IDFM:monomodalStopPlace:411384;1;gare ou arrêt non accessible;;Nogent-L'Artaud - Charly;48.96871609894733, 3.3228476502480797
stop_point:IDFM:monomodalStopPlace:47886;4;train accessible sur demande auprès d'un agent en station;;Nogent-sur-Marne;48.834306538503405, 2.471683791180998
stop_point:IDFM:monomodalStopPlace:47530;1;gare ou arrêt non accessible;;Nointel - Mours;49.13282894869498, 2.2799576391232472
stop_point:IDFM:monomodalStopPlace:462901;3;train accessible sur réservation préalable auprès du service AssistenGare;;Ozoir-la-Ferrière;48.77076716837013, 2.690116190500944
stop_point:IDFM:monomodalStopPlace:43177;4;train accessible sur demande auprès d'un agent en station;;Parc de Sceaux;48.769718949712896, 2.309934691589042
stop_point:IDFM:monomodalStopPlace:43178;1;gare ou arrêt non accessible;;Persan - Beaumont;49.147582944600785, 2.2777997330536137
stop_point:IDFM:monomodalStopPlace:57674;1;gare ou arrêt non accessible;;Petit Jouy Les Loges;48.77123768805397, 2.1468519693445356
stop_point:IDFM:monomodalStopPlace:415091;1;gare ou arrêt non accessible;;Pont de l'Alma;48.86247496310803, 2.3003592740110994
stop_point:IDFM:monomodalStopPlace:46568;3;train accessible sur réservation préalable auprès du service AssistenGare;;Roissy-en-Brie;48.79563367624288, 2.650530702348584
stop_point:IDFM:monomodalStopPlace:44787;1;gare ou arrêt non accessible;;Rungis la Fraternelle;48.74021613668418, 2.3521980873905326
stop_point:IDFM:monomodalStopPlace:43188;1;gare ou arrêt non accessible;;Sainte-Geneviève-des-Bois;48.65295347339147, 2.3129608959702024
stop_point:IDFM:monomodalStopPlace:43201;3;train accessible sur réservation préalable auprès du service AssistenGare;;Saint-Gratien;48.963658273529425, 2.285777828585351
stop_point:IDFM:monomodalStopPlace:48964;6;véhicule accessible en toute autonomie;;Saint-Leu-la-Forêt;49.01523840177278, 2.2428869689226687
stop_point:IDFM:monomodalStopPlace:47955;1;gare ou arrêt non accessible;;Saint-Ouen-l'Aumône Quartier de l'Église;49.03909361746138, 2.1034691329132857
stop_point:IDFM:monomodalStopPlace:47950;1;gare ou arrêt non accessible;;Sermaise;48.535687624993614, 2.069088468619773
stop_point:IDFM:monomodalStopPlace:43211;3;train accessible sur réservation préalable auprès du service AssistenGare;;Vaires - Torcy;48.87517306494243, 2.637705554664271
stop_point:IDFM:monomodalStopPlace:43215;1;gare ou arrêt non accessible;;Vauboyen;48.75897132762851, 2.1925522822775045
stop_point:IDFM:monomodalStopPlace:43217;1;gare ou arrêt non accessible;;Vaux-sur-Seine;49.0073550143858, 1.9630264473162566
stop_point:IDFM:monomodalStopPlace:44602;3;train accessible sur réservation préalable auprès du service AssistenGare;;Versailles Rive Droite;48.80949051640336, 2.1368871000602927
stop_point:IDFM:monomodalStopPlace:45067;1;gare ou arrêt non accessible;;Villeneuve-Saint-Georges;48.730080267741016, 2.446304786739812
stop_point:IDFM:monomodalStopPlace:462398;3;train accessible sur réservation préalable auprès du service AssistenGare;;Aéroport CDG 1 (Terminal 3) - RER;49.00979397116337, 2.5614121946317394
stop_point:IDFM:monomodalStopPlace:47875;3;train accessible sur réservation préalable auprès du service AssistenGare;;Argenteuil;48.9468952901277, 2.257913508915154
stop_point:IDFM:monomodalStopPlace:46395;1;gare ou arrêt non accessible;;Athis-Mons;48.71266832171659, 2.403668724287269
stop_point:IDFM:monomodalStopPlace:43070;1;gare ou arrêt non accessible;;Aubergenville Élisabethville;48.97233225408568, 1.8489603900783327
stop_point:IDFM:monomodalStopPlace:47918;1;gare ou arrêt non accessible;;Auvers-sur-Oise;49.07034498316611, 2.174916445478343
stop_point:IDFM:monomodalStopPlace:43091;1;gare ou arrêt non accessible;;Bièvres;48.75087243760775, 2.2161603396773564
stop_point:IDFM:monomodalStopPlace:45763;1;gare ou arrêt non accessible;;Boissise-le-Roi;48.52985734002498, 2.57179291425262
stop_point:IDFM:monomodalStopPlace:47924;3;train accessible sur réservation préalable auprès du service AssistenGare;;Boussy-Saint-Antoine;48.68087387117553, 2.533195809235637
stop_point:IDFM:monomodalStopPlace:47925;1;gare ou arrêt non accessible;;Breuillet - Bruyères-le-Châtel;48.57760979436327, 2.1922487394356454
stop_point:IDFM:monomodalStopPlace:58873;3;train accessible sur réservation préalable auprès du service AssistenGare;;Brunoy;48.698914475306886, 2.5068503123113692
stop_point:IDFM:monomodalStopPlace:44559;3;train accessible sur réservation préalable auprès du service AssistenGare;;Cergy Préfecture;49.036306683133965, 2.0797809490013073
stop_point:IDFM:monomodalStopPlace:43105;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne H accessible en toute autonomie. Ligne C accessible sur réservation préalable auprès du service Accès Plus Transilien.;Cernay;48.985149200200375, 2.257017857907824
stop_point:IDFM:monomodalStopPlace:411428;1;gare ou arrêt non accessible;;Chantilly - Gouvieux;49.187030004663995, 2.4595159140085237
stop_point:IDFM:monomodalStopPlace:47591;1;gare ou arrêt non accessible;;Chaponval;49.069127824401804, 2.1410848292610347
stop_point:IDFM:monomodalStopPlace:43110;3;train accessible sur réservation préalable auprès du service AssistenGare;;Choisy-le-Roi;48.76387977763339, 2.411287538155699
stop_point:IDFM:monomodalStopPlace:43111;1;gare ou arrêt non accessible;;Clamart;48.814225639142954, 2.274243860950152
stop_point:IDFM:monomodalStopPlace:43113;3;train accessible sur réservation préalable auprès du service AssistenGare;;Colombes;48.92395845032284, 2.2593187577109575
stop_point:IDFM:monomodalStopPlace:43115;3;train accessible sur réservation préalable auprès du service AssistenGare;;Corbeil-Essonnes;48.61323864277619, 2.472467657639279
stop_point:IDFM:monomodalStopPlace:43118;3;train accessible sur réservation préalable auprès du service AssistenGare;;Courbevoie;48.89861561377405, 2.249189818087758
stop_point:IDFM:monomodalStopPlace:411440;1;gare ou arrêt non accessible;;Creil;49.264185555044406, 2.46892902764167
stop_point:IDFM:monomodalStopPlace:43077;1;gare ou arrêt non accessible;;Épinay-sur-Seine;48.95382604164122, 2.302388375122374
stop_point:IDFM:monomodalStopPlace:45759;1;gare ou arrêt non accessible;;Essonnes Robinson;48.60581740091332, 2.463295818844443
stop_point:IDFM:monomodalStopPlace:47884;1;gare ou arrêt non accessible;;Fontenay-le-Fleury;48.807273444277804, 2.0407045118857456
stop_point:IDFM:monomodalStopPlace:47238;4;train accessible sur demande auprès d'un agent en station;;Fontenay-sous-Bois;48.8437885964859, 2.463537806527943
stop_point:IDFM:monomodalStopPlace:58566;3;train accessible sur réservation préalable auprès du service AssistenGare;;Gare Saint-Lazare;48.87747568635212, 2.3244386552397684
stop_point:IDFM:monomodalStopPlace:43132;3;train accessible sur réservation préalable auprès du service AssistenGare;;Grigny Centre;48.65484195083382, 2.39678605544789
stop_point:IDFM:monomodalStopPlace:46482;6;véhicule accessible en toute autonomie;;Gros Noyer Saint-Prix;48.996079034066284, 2.2596836105712628
stop_point:IDFM:monomodalStopPlace:47205;1;gare ou arrêt non accessible;;Guérard - La Celle-sur-Morin;48.81076877713248, 2.9538116993768355
stop_point:IDFM:monomodalStopPlace:47145;1;gare ou arrêt non accessible;;Héricy;48.44272124429534, 2.7607507689116346
stop_point:IDFM:monomodalStopPlace:470540;1;gare ou arrêt non accessible;;Invalides;48.8627130056211, 2.3126576509104404
stop_point:IDFM:monomodalStopPlace:43084;1;gare ou arrêt non accessible;;Issy;48.81933737870203, 2.257883547622023
stop_point:IDFM:monomodalStopPlace:45739;3;train accessible sur réservation préalable auprès du service AssistenGare;;Juvisy;48.68970940912314, 2.383334629403869
stop_point:IDFM:monomodalStopPlace:46470;6;véhicule accessible en toute autonomie;;La Barre Ormesson;48.96628415206348, 2.3167036448125224
stop_point:IDFM:monomodalStopPlace:47880;3;train accessible sur réservation préalable auprès du service AssistenGare;;La Celle-Saint-Cloud;48.84262523059504, 2.138236726142033
stop_point:IDFM:monomodalStopPlace:46007;4;train accessible sur demande auprès d'un agent en station;;La Croix de Berny;48.76171816323692, 2.3042107053612133
stop_point:IDFM:monomodalStopPlace:411372;1;gare ou arrêt non accessible;;La Ferté-Milon;49.17963214095126, 3.1206754069517184
stop_point:IDFM:monomodalStopPlace:47412;3;train accessible sur réservation préalable auprès du service AssistenGare;;La Garenne-Colombes;48.90957685679064, 2.2397947530458273
stop_point:IDFM:monomodalStopPlace:427872;3;train accessible sur réservation préalable auprès du service AssistenGare;;Lagny - Thorigny;48.8821904179895, 2.7059554888008988
stop_point:IDFM:monomodalStopPlace:43231;4;train accessible sur demande auprès d'un agent en station;;Le Bourget;48.930744340383264, 2.425825637815098
stop_point:IDFM:monomodalStopPlace:45824;1;gare ou arrêt non accessible;;Le Coudray-Montceaux;48.56619819315809, 2.492424499497774
stop_point:IDFM:monomodalStopPlace:43235;1;gare ou arrêt non accessible;;Le Perray;48.69336112490438, 1.8566531860615936
stop_point:IDFM:monomodalStopPlace:43236;3;train accessible sur réservation préalable auprès du service AssistenGare;;Le Stade;48.93172049557505, 2.260948512567054
stop_point:IDFM:monomodalStopPlace:43227;1;gare ou arrêt non accessible;;Les Ardoines;48.78248922625494, 2.409587305033223
stop_point:IDFM:monomodalStopPlace:43229;1;gare ou arrêt non accessible;;Les Essarts-le-Roi;48.721693353095276, 1.8896613918946876
stop_point:IDFM:monomodalStopPlace:47914;1;gare ou arrêt non accessible;;Longueville;48.513786141275986, 3.2501140784117886
stop_point:IDFM:monomodalStopPlace:47528;6;véhicule accessible en toute autonomie;;Luzarches;49.117099228494695, 2.4200435326085863
stop_point:IDFM:monomodalStopPlace:473109;3;train accessible sur réservation préalable auprès du service AssistenGare;;Maisons-Laffitte;48.94574060746957, 2.1446722659338855
stop_point:IDFM:monomodalStopPlace:43248;3;train accessible sur réservation préalable auprès du service AssistenGare;;Marly-le-Roi;48.87152941199376, 2.0965372930677657
stop_point:IDFM:monomodalStopPlace:43239;4;train accessible sur demande auprès d'un agent en station;;Marne-la-Vallée Chessy;48.86979506673141, 2.7824826512673546
stop_point:IDFM:monomodalStopPlace:43159;1;gare ou arrêt non accessible;;Marolles-en-Hurepoix;48.56564453550255, 2.290908349251896
stop_point:IDFM:monomodalStopPlace:46886;1;gare ou arrêt non accessible;;Maule;48.90932809474093, 1.8568974216555532
stop_point:IDFM:monomodalStopPlace:43160;1;gare ou arrêt non accessible;;Maurecourt;48.986862412057214, 2.059634534011659
stop_point:IDFM:monomodalStopPlace:47899;1;gare ou arrêt non accessible;;Mennecy;48.57054850948166, 2.4319348900260658
stop_point:IDFM:monomodalStopPlace:47585;1;gare ou arrêt non accessible;;Mériel;49.07775311707399, 2.205438463461229
stop_point:IDFM:monomodalStopPlace:43162;1;gare ou arrêt non accessible;;Meudon;48.81436409632574, 2.2428787225795106
stop_point:IDFM:monomodalStopPlace:43165;1;gare ou arrêt non accessible;;Monnerville;48.34855884654156, 2.03249765465537
stop_point:IDFM:monomodalStopPlace:47684;3;train accessible sur réservation préalable auprès du service AssistenGare;;Montgeron - Crosne;48.70871108366713, 2.461377446437224
stop_point:IDFM:monomodalStopPlace:47125;1;gare ou arrêt non accessible;;Montigny-sur-Loing;48.33649861774928, 2.738336123575285
stop_point:IDFM:monomodalStopPlace:47942;1;gare ou arrêt non accessible;;Mortcerf;48.789592035371314, 2.9074760676708205
stop_point:IDFM:monomodalStopPlace:43245;3;train accessible sur réservation préalable auprès du service AssistenGare;;Nemours - Saint-Pierre / Gare Foljuif;48.26863657605134, 2.6850524330729284
stop_point:IDFM:monomodalStopPlace:44199;4;train accessible sur demande auprès d'un agent en station;;Noisiel;48.84351408493866, 2.616660606000051
stop_point:IDFM:monomodalStopPlace:58937;4;train accessible sur demande auprès d'un agent en station;;Noisy - Champs;48.84289619599068, 2.580103342831972
stop_point:IDFM:monomodalStopPlace:474082;4;train accessible sur demande auprès d'un agent en station;;Noisy-le-Grand - Mont d'Est;48.84088525041221, 2.550026754158765
stop_point:IDFM:monomodalStopPlace:47921;1;gare ou arrêt non accessible;;Orgerus - Béhoust;48.82662740630846, 1.7030300359022215
stop_point:IDFM:monomodalStopPlace:43175;4;train accessible sur demande auprès d'un agent en station;;Palaiseau - Villebon;48.7081489333421, 2.237329249708309
stop_point:IDFM:monomodalStopPlace:44314;1;gare ou arrêt non accessible;;Péreire Levallois;48.88602700780433, 2.2992286819828145
stop_point:IDFM:monomodalStopPlace:47874;3;train accessible sur réservation préalable auprès du service AssistenGare;;Poissy;48.93324983956547, 2.040804469960689
stop_point:IDFM:monomodalStopPlace:47181;1;gare ou arrêt non accessible;;Provins;48.55553092379296, 3.302334202203228
stop_point:IDFM:monomodalStopPlace:479059;1;gare ou arrêt non accessible;;Rosny-sur-Seine;48.99751746396684, 1.6298170882272784
stop_point:IDFM:monomodalStopPlace:46990;1;gare ou arrêt non accessible;;Saint-Cyr;48.79877460471833, 2.072712440765476
stop_point:IDFM:monomodalStopPlace:44877;4;train accessible sur demande auprès d'un agent en station;;Saint-Michel Notre-Dame;48.853023793740164, 2.344959780029387
stop_point:IDFM:monomodalStopPlace:43150;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne H accessible en toute autonomie. Ligne C accessible sur réservation préalable auprès du service Accès Plus Transilien.;Saint-Ouen-l'Aumône Liesse;49.0341234164973, 2.128124092657316
stop_point:IDFM:monomodalStopPlace:47889;4;train accessible sur demande auprès d'un agent en station;;Saint-Rémy-lès-Chevreuse;48.702732696472715, 2.071385742904064
stop_point:IDFM:monomodalStopPlace:47665;1;gare ou arrêt non accessible;;Savigny-le-Temple - Nandy;48.59548998563483, 2.5839359760934313
stop_point:IDFM:monomodalStopPlace:59206;4;train accessible sur demande auprès d'un agent en station;;Sceaux;48.781307920937515, 2.2979282159439305
stop_point:IDFM:monomodalStopPlace:43194;3;train accessible sur réservation préalable auprès du service AssistenGare;;Sevran - Livry;48.93640164880271, 2.5352889927291447
stop_point:IDFM:monomodalStopPlace:43193;3;train accessible sur réservation préalable auprès du service AssistenGare;;Sevran Beaudottes;48.94700236504643, 2.5247262164471342
stop_point:IDFM:monomodalStopPlace:47767;3;train accessible sur réservation préalable auprès du service AssistenGare;;Sèvres - Ville-d'Avray;48.827253206930806, 2.2007294495659546
stop_point:IDFM:monomodalStopPlace:43205;3;train accessible sur réservation préalable auprès du service AssistenGare;;Suresnes Mont Valérien;48.871689522026664, 2.2210567895582143
stop_point:IDFM:monomodalStopPlace:47958;3;train accessible sur réservation préalable auprès du service AssistenGare;;Survilliers - Fosses;49.09951161811565, 2.525517836696695
stop_point:IDFM:monomodalStopPlace:43208;3;train accessible sur réservation préalable auprès du service AssistenGare;;Tournan;48.739445157221006, 2.7589013341652717
stop_point:IDFM:monomodalStopPlace:46926;1;gare ou arrêt non accessible;;Triel-sur-Seine;48.98141600700941, 2.005709444143668
stop_point:IDFM:monomodalStopPlace:47900;1;gare ou arrêt non accessible;Ligne A accessible sur demande auprès d'un agent en station. Ligne E non accessible.;Val de Fontenay;48.85424654032024, 2.4890536307751616
stop_point:IDFM:monomodalStopPlace:43216;3;train accessible sur réservation préalable auprès du service AssistenGare;;Vaucresson;48.836684490249404, 2.152674671677768
stop_point:IDFM:monomodalStopPlace:59038;1;gare ou arrêt non accessible;;Vernon - Giverny;49.091626659828435, 1.477776772218189
stop_point:IDFM:monomodalStopPlace:43218;1;gare ou arrêt non accessible;;Vernou-sur-Seine;48.38667549692297, 2.8421499951400837
stop_point:IDFM:monomodalStopPlace:47525;1;gare ou arrêt non accessible;;Viarmes;49.11663481669089, 2.3682376422969282
stop_point:IDFM:monomodalStopPlace:46725;3;train accessible sur réservation préalable auprès du service AssistenGare;;Villeparisis - Mitry-le-Neuf;48.95316214687084, 2.603220561532749
stop_point:IDFM:monomodalStopPlace:43223;3;train accessible sur réservation préalable auprès du service AssistenGare;;Villiers-sur-Marne - Le Plessis-Trévise;48.82324786783017, 2.542644466674205
stop_point:IDFM:monomodalStopPlace:46689;3;train accessible sur réservation préalable auprès du service AssistenGare;;Viroflay Rive Droite;48.805472581494975, 2.1676545647835206
stop_point:IDFM:monomodalStopPlace:47136;1;gare ou arrêt non accessible;;Vulaines-sur-Seine - Samoreau;48.430461048527036, 2.752898337073854
stop_point:IDFM:monomodalStopPlace:43226;3;train accessible sur réservation préalable auprès du service AssistenGare;;Yerres;48.7064507273249, 2.483187005163047
stop_point:IDFM:monomodalStopPlace:46387;1;gare ou arrêt non accessible;;Ablon;48.72578126379895, 2.4198671478914595
stop_point:IDFM:monomodalStopPlace:45419;1;gare ou arrêt non accessible;;Avenue du Président Kennedy Maison de Radio France;48.85352548506894, 2.279679454187814
stop_point:IDFM:monomodalStopPlace:45437;1;gare ou arrêt non accessible;;Avenue Foch;48.86985281215763, 2.2747712644338454
stop_point:IDFM:monomodalStopPlace:47119;1;gare ou arrêt non accessible;;Bagneaux-sur-Loing;48.22938980618883, 2.7040329448732985
stop_point:IDFM:monomodalStopPlace:43088;1;gare ou arrêt non accessible;;Bellevue;48.818872981385084, 2.2299563222165655
stop_point:IDFM:monomodalStopPlace:47524;1;gare ou arrêt non accessible;;Belloy - Saint-Martin;49.09838940491585, 2.3613265147338978
stop_point:IDFM:monomodalStopPlace:46857;1;gare ou arrêt non accessible;;Beynes;48.860056612665424, 1.8755955719389825
