NUM_POSTE,NOM_USUEL,LAT,LON,ALTI_x,AAAAMMJJ,PMERM,QPMERM,PMERMIN,QPMERMIN,INST,QINST,GLOT,QGLOT,SIGMA,QSIGMA,UN,QUN,HUN,QHUN,UX,QUX,HUX,QHUX,UM,QUM,DHUMI40,QDHUMI40,DHUMI80,QDHUMI80,TSVM,QTSVM,ETPMON,QETPMON,ETPGRILLE,QETPGRILLE,NEIGETOTX,QNEIGETOTX,NEIGETOT06,QNEIGETOT06,NEIG,QNEIG,BROU,QBROU,GELEE,QGELEE,FUMEE,QFUMEE,BRUME,QBRUME,ALTI_y,RR,QRR,TN,QTN,HTN,QHTN,TX,QTX,HTX,QHTX,TM,QTM,TNTXM,QTNTXM,TAMPLI,QTAMPLI,TNSOL,QTNSOL,TN50,QTN50,DG,QDG,FFM,QFFM,FXY,QFXY,DXY,QDXY,HXY,QHXY,FXI,QFXI,DXI,QDXI,HXI,QHXI,FXI3S,QFXI3S,QDXI3S,HXI3S,QHXI3S
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,46,4.6,1.0,11.7,1.0,1450.0,9.0,15.3,1.0,2304.0,9.0,13.6,1.0,13.5,1.0,3.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,330,,,9.7,1.0,1448.0,9.0,14.7,1.0,2123.0,9.0,12.2,1.0,12.2,1.0,5.0,1.0,,,,,0.0,9.0,11.5,1.0,16.3,1.0,200.0,1.0,51.0,9.0,24.7,1.0,210.0,9.0,2004.0,9.0,23.2,9.0,,2206.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,55,4.0,1.0,12.1,1.0,1431.0,9.0,15.6,1.0,2306.0,9.0,14.0,1.0,13.9,1.0,3.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230101,1014.9,1.0,1012.2,1.0,0.0,9.0,73.0,9.0,0.0,9.0,53.0,1.0,1.0,9.0,92.0,1.0,1514.0,9.0,77.0,1.0,0.0,9.0,482.0,9.0,11.4,9.0,1.5,9.0,2.1,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,5.2,1.0,11.4,1.0,1613.0,9.0,14.5,1.0,2312.0,9.0,13.0,1.0,13.0,1.0,3.1,1.0,8.9,9.0,10.1,9.0,0.0,9.0,4.1,1.0,7.1,1.0,220.0,1.0,55.0,9.0,15.2,1.0,220.0,1.0,37.0,9.0,13.5,1.0,,58.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,9.0,,,,,,,,,,,,,,,75,,,11.3,1.0,1503.0,9.0,14.4,1.0,2310.0,9.0,13.0,1.0,12.9,1.0,3.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230101,,,,,0.0,9.0,81.0,9.0,0.0,9.0,53.0,1.0,1.0,9.0,93.0,1.0,1943.0,9.0,75.0,1.0,0.0,9.0,435.0,9.0,11.4,9.0,1.6,9.0,2.0,9.0,,,,,,,,,,,,,,,27,4.0,1.0,10.7,1.0,1800.0,9.0,16.1,1.0,2128.0,9.0,13.4,1.0,13.4,1.0,5.4,1.0,8.6,9.0,,,0.0,9.0,3.4,1.0,6.2,1.0,200.0,1.0,22.0,9.0,13.1,1.0,200.0,1.0,147.0,9.0,11.7,9.0,,147.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,5.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,46,1.4,1.0,10.0,1.0,1755.0,9.0,12.9,1.0,1322.0,9.0,10.7,1.0,11.5,1.0,2.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9.0,,,,,,,,,,,,,,,330,,,8.3,1.0,1044.0,9.0,9.6,1.0,1457.0,9.0,9.2,1.0,9.0,1.0,1.3,1.0,,,,,0.0,9.0,8.5,1.0,13.1,1.0,240.0,1.0,329.0,9.0,20.1,1.0,230.0,1.0,2.0,9.0,19.0,9.0,,2.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,55,1.4,1.0,11.1,1.0,1021.0,9.0,12.7,1.0,1352.0,9.0,11.4,1.0,11.9,1.0,1.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230102,1021.3,1.0,1013.2,1.0,93.0,9.0,257.0,9.0,19.0,9.0,67.0,1.0,1445.0,9.0,94.0,1.0,731.0,9.0,86.0,1.0,0.0,9.0,1105.0,9.0,10.7,9.0,0.8,9.0,1.3,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,1.6,1.0,9.2,1.0,1735.0,9.0,11.9,1.0,1250.0,9.0,10.2,1.0,10.6,1.0,2.7,1.0,4.8,9.0,7.8,9.0,0.0,9.0,2.9,1.0,6.4,1.0,220.0,1.0,26.0,9.0,12.8,1.0,230.0,1.0,4.0,9.0,10.9,1.0,,10.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,75,,,9.0,1.0,1751.0,9.0,12.3,1.0,1251.0,9.0,10.1,1.0,10.7,1.0,3.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230102,,,,,104.0,9.0,292.0,9.0,21.0,9.0,64.0,1.0,1451.0,9.0,94.0,1.0,556.0,9.0,85.0,1.0,0.0,9.0,1129.0,9.0,10.6,9.0,0.5,9.0,0.7,9.0,,,,,,,,,,,,,,,27,0.8,1.0,6.7,1.0,1714.0,9.0,12.8,1.0,1313.0,9.0,10.1,1.0,9.8,1.0,6.1,1.0,2.3,9.0,,,0.0,9.0,2.3,1.0,4.9,1.0,210.0,1.0,106.0,9.0,10.7,1.0,220.0,1.0,40.0,9.0,9.3,9.0,,32.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9.0,,,,,,,,,,,,,,,46,1.6,1.0,5.7,1.0,252.0,9.0,11.2,1.0,539.0,9.0,8.4,1.0,8.5,1.0,5.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,9.0,,,,,,,,,,,,,,,330,,,5.1,1.0,528.0,9.0,9.0,1.0,526.0,9.0,6.9,1.0,7.1,1.0,3.9,1.0,,,,,0.0,9.0,9.4,1.0,14.2,1.0,210.0,9.0,2218.0,9.0,26.2,1.0,200.0,9.0,2213.0,9.0,24.8,9.0,,2213.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9.0,,,,,,,,,,,,,,,55,1.0,1.0,7.7,1.0,545.0,9.0,11.4,1.0,530.0,9.0,9.1,1.0,9.6,1.0,3.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230103,1028.3,1.0,1025.6,1.0,5.0,9.0,226.0,9.0,1.0,9.0,87.0,1.0,1358.0,9.0,97.0,1.0,348.0,9.0,91.0,1.0,0.0,9.0,1440.0,9.0,9.8,9.0,0.6,9.0,0.9,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,2.0,1.0,5.4,1.0,316.0,9.0,10.8,1.0,546.0,9.0,8.0,1.0,8.1,1.0,5.4,1.0,1.5,9.0,4.1,9.0,0.0,9.0,3.7,1.0,7.5,1.0,210.0,9.0,2343.0,9.0,16.1,1.0,230.0,9.0,2352.0,9.0,14.7,1.0,,2352.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9.0,,,,,,,,,,,,,,,75,,,5.3,1.0,317.0,9.0,10.6,1.0,424.0,9.0,7.9,1.0,8.0,1.0,5.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230103,,,,,17.0,9.0,248.0,9.0,3.0,9.0,85.0,1.0,1407.0,9.0,94.0,1.0,610.0,9.0,89.0,1.0,0.0,9.0,1440.0,9.0,9.9,9.0,0.8,9.0,0.7,9.0,,,,,,,,,,,,,,,27,1.8,1.0,6.5,1.0,2201.0,9.0,11.2,1.0,504.0,9.0,8.6,1.0,8.9,1.0,4.7,1.0,1.3,9.0,,,0.0,9.0,3.8,1.0,7.0,1.0,200.0,9.0,2336.0,9.0,13.9,1.0,190.0,9.0,2240.0,9.0,12.6,9.0,,2326.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,9.0,,,,,,,,,,,,,,,46,0.4,1.0,9.5,1.0,1801.0,9.0,14.3,1.0,1949.0,9.0,12.5,1.0,11.9,1.0,4.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,9.0,,,,,,,,,,,,,,,330,,,7.5,1.0,1802.0,9.0,12.2,1.0,1554.0,9.0,10.5,1.0,9.9,1.0,4.7,1.0,,,,,0.0,9.0,11.9,1.0,15.8,1.0,260.0,9.0,2307.0,9.0,23.2,1.0,210.0,1.0,7.0,9.0,21.0,9.0,,1552.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,9.0,,,,,,,,,,,,,,,55,2.4,1.0,9.9,1.0,1822.0,9.0,14.3,1.0,1920.0,9.0,12.7,1.0,12.1,1.0,4.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230104,1024.4,1.0,1023.2,1.0,0.0,9.0,68.0,9.0,0.0,9.0,84.0,1.0,2317.0,9.0,94.0,1.0,1401.0,9.0,90.0,1.0,0.0,9.0,1440.0,9.0,12.7,9.0,0.4,9.0,0.5,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.8,1.0,9.2,1.0,1827.0,9.0,13.6,1.0,1942.0,9.0,12.1,1.0,11.4,1.0,4.4,1.0,8.5,9.0,8.6,9.0,0.0,9.0,5.2,1.0,7.3,1.0,220.0,1.0,948.0,9.0,16.7,1.0,220.0,1.0,241.0,9.0,14.7,1.0,,241.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,9.0,,,,,,,,,,,,,,,75,,,9.1,1.0,1853.0,9.0,13.7,1.0,1944.0,9.0,12.0,1.0,11.4,1.0,4.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230104,,,,,0.0,9.0,123.0,9.0,0.0,9.0,83.0,1.0,2002.0,9.0,93.0,1.0,649.0,9.0,88.0,1.0,0.0,9.0,1440.0,9.0,12.8,9.0,0.6,9.0,0.6,9.0,,,,,,,,,,,,,,,27,0.2,1.0,9.9,1.0,1811.0,9.0,14.4,1.0,2001.0,9.0,12.6,1.0,12.2,1.0,4.5,1.0,8.9,9.0,,,0.0,9.0,4.4,1.0,7.0,1.0,210.0,1.0,8.0,9.0,13.6,1.0,220.0,1.0,10.0,9.0,11.9,9.0,,10.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9.0,,,,,,,,,,,,,,,46,0.4,1.0,11.9,1.0,1724.0,9.0,14.1,1.0,1326.0,9.0,12.9,1.0,13.0,1.0,2.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,330,,,9.3,1.0,1650.0,9.0,11.4,1.0,1338.0,9.0,10.5,1.0,10.4,1.0,2.1,1.0,,,,,0.0,9.0,9.0,1.0,14.9,1.0,270.0,1.0,54.0,9.0,18.9,1.0,280.0,1.0,51.0,9.0,18.5,9.0,,51.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9.0,,,,,,,,,,,,,,,55,0.8,1.0,11.9,1.0,1711.0,9.0,14.0,1.0,1004.0,9.0,13.0,1.0,13.0,1.0,2.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230105,1024.9,1.0,1022.9,1.0,0.0,9.0,159.0,9.0,0.0,9.0,71.0,1.0,2011.0,9.0,90.0,1.0,1407.0,9.0,84.0,1.0,0.0,9.0,1300.0,9.0,12.2,9.0,1.1,9.0,1.2,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.2,1.0,11.8,1.0,1756.0,9.0,13.9,1.0,1123.0,9.0,12.6,1.0,12.9,1.0,2.1,1.0,10.7,9.0,11.4,9.0,0.0,9.0,3.0,1.0,4.7,1.0,260.0,1.0,1620.0,9.0,9.9,1.0,300.0,1.0,304.0,9.0,9.3,1.0,,310.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9.0,,,,,,,,,,,,,,,75,,,11.9,1.0,1652.0,9.0,13.8,1.0,1131.0,9.0,12.5,1.0,12.9,1.0,1.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230105,,,,,0.0,9.0,152.0,9.0,0.0,9.0,73.0,1.0,2033.0,9.0,92.0,1.0,1701.0,9.0,84.0,1.0,0.0,9.0,1322.0,9.0,12.2,9.0,0.9,9.0,1.0,9.0,,,,,,,,,,,,,,,27,0.6,1.0,11.3,1.0,1705.0,9.0,13.8,1.0,1012.0,9.0,12.6,1.0,12.6,1.0,2.5,1.0,10.5,9.0,,,0.0,9.0,2.3,1.0,3.8,1.0,250.0,1.0,29.0,9.0,8.6,1.0,250.0,1.0,1551.0,9.0,7.6,9.0,,1551.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,46,0.0,1.0,10.9,1.0,309.0,9.0,13.6,1.0,1443.0,9.0,12.0,1.0,12.3,1.0,2.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,9.0,,,,,,,,,,,,,,,330,,,8.5,1.0,301.0,9.0,11.1,1.0,1502.0,9.0,9.6,1.0,9.8,1.0,2.6,1.0,,,,,0.0,9.0,7.3,1.0,10.3,1.0,200.0,9.0,2006.0,9.0,15.4,1.0,240.0,1.0,410.0,9.0,14.7,9.0,,410.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,55,0.0,1.0,11.1,1.0,254.0,9.0,13.6,1.0,1443.0,9.0,12.2,1.0,12.4,1.0,2.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230106,1021.4,1.0,1019.1,1.0,64.0,9.0,150.0,9.0,13.0,9.0,74.0,1.0,2352.0,9.0,88.0,1.0,439.0,9.0,82.0,1.0,0.0,9.0,1099.0,9.0,11.1,9.0,1.2,9.0,1.3,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.0,1.0,10.5,1.0,418.0,9.0,13.4,1.0,1447.0,9.0,11.5,1.0,12.0,1.0,2.9,1.0,9.4,9.0,9.9,9.0,0.0,9.0,3.5,1.0,5.7,1.0,220.0,1.0,414.0,9.0,11.2,1.0,230.0,1.0,407.0,9.0,9.6,1.0,,410.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,75,,,10.4,1.0,230.0,9.0,13.3,1.0,1443.0,9.0,11.5,1.0,11.9,1.0,2.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230106,,,,,67.0,9.0,238.0,9.0,14.0,9.0,73.0,1.0,2316.0,9.0,88.0,1.0,403.0,9.0,82.0,1.0,0.0,9.0,983.0,9.0,11.3,9.0,1.1,9.0,1.2,9.0,,,,,,,,,,,,,,,27,0.0,1.0,10.6,1.0,400.0,9.0,13.7,1.0,1154.0,9.0,11.8,1.0,12.2,1.0,3.1,1.0,9.8,9.0,,,0.0,9.0,2.7,1.0,4.3,1.0,200.0,1.0,813.0,9.0,9.5,1.0,200.0,1.0,1659.0,9.0,8.2,9.0,,1659.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,46,3.2,1.0,8.2,1.0,744.0,9.0,11.5,1.0,1229.0,9.0,10.4,1.0,9.9,1.0,3.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,9.0,,,,,,,,,,,,,,,330,,,6.2,1.0,837.0,9.0,9.0,1.0,2116.0,9.0,8.2,1.0,7.6,1.0,2.8,1.0,,,,,0.0,9.0,11.5,1.0,14.8,1.0,200.0,1.0,1644.0,9.0,24.5,1.0,200.0,1.0,1844.0,9.0,23.3,9.0,,1801.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,55,2.6,1.0,8.9,1.0,811.0,9.0,11.7,1.0,1243.0,9.0,10.8,1.0,10.3,1.0,2.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230107,1010.7,1.0,1006.2,1.0,138.0,9.0,297.0,9.0,28.0,9.0,66.0,1.0,1236.0,9.0,89.0,1.0,1612.0,9.0,79.0,1.0,0.0,9.0,744.0,9.0,9.7,9.0,1.1,9.0,1.4,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,2.2,1.0,7.6,1.0,804.0,9.0,11.4,1.0,1230.0,9.0,10.0,1.0,9.5,1.0,3.8,1.0,5.8,9.0,6.9,9.0,0.0,9.0,4.7,1.0,8.0,1.0,210.0,1.0,1241.0,9.0,16.9,1.0,240.0,1.0,1236.0,9.0,15.3,1.0,,1610.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,75,,,7.5,1.0,805.0,9.0,11.2,1.0,1220.0,9.0,10.0,1.0,9.4,1.0,3.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230107,,,,,118.0,9.0,277.0,9.0,24.0,9.0,65.0,1.0,404.0,9.0,87.0,1.0,1535.0,9.0,77.0,1.0,0.0,9.0,545.0,9.0,9.8,9.0,1.2,9.0,1.3,9.0,,,,,,,,,,,,,,,27,2.8,1.0,8.5,1.0,801.0,9.0,11.3,1.0,1217.0,9.0,10.5,1.0,9.9,1.0,2.8,1.0,7.3,9.0,,,0.0,9.0,4.7,1.0,7.3,1.0,200.0,1.0,1310.0,9.0,14.1,1.0,190.0,1.0,1303.0,9.0,12.7,9.0,,1234.0,9.0
75119001,BUTTES CHAUMONT,48.876833,2.380833,,20230107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,46,1.8,1.0,8.1,1.0,702.0,9.0,11.6,1.0,1351.0,9.0,9.7,1.0,9.9,1.0,3.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9.0,,,,,,,,,,,,,,,330,,,6.5,1.0,638.0,9.0,9.0,1.0,1340.0,9.0,7.4,1.0,7.8,1.0,2.5,1.0,,,,,0.0,9.0,10.9,1.0,15.3,1.0,240.0,1.0,550.0,9.0,22.4,1.0,210.0,1.0,1500.0,9.0,21.0,9.0,,1500.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,55,0.4,1.0,8.8,1.0,655.0,9.0,11.9,1.0,1357.0,9.0,10.0,1.0,10.4,1.0,3.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75112004,ST-ANTOINE,48.848167,2.380833,,20230108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230108,1001.7,1.0,997.0,1.0,82.0,9.0,281.0,9.0,17.0,9.0,72.0,1.0,1356.0,9.0,92.0,1.0,727.0,9.0,83.0,1.0,0.0,9.0,1169.0,9.0,9.6,9.0,1.0,9.0,1.4,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,1.0,1.0,7.5,1.0,655.0,9.0,11.2,1.0,1349.0,9.0,9.3,1.0,9.4,1.0,3.7,1.0,4.4,9.0,5.9,9.0,0.0,9.0,4.6,1.0,7.8,1.0,220.0,1.0,1357.0,9.0,15.2,1.0,230.0,1.0,1156.0,9.0,13.9,1.0,,1156.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,9.0,,,,,,,,,,,,,,,75,,,7.2,1.0,702.0,9.0,11.2,1.0,1354.0,9.0,9.2,1.0,9.2,1.0,4.0,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
