NUM_POSTE,NOM_USUEL,LAT,LON,ALTI_x,AAAAMMJJ,PMERM,QPMERM,PMERMIN,QPMERMIN,INST,QINST,GLOT,QGLOT,SIGMA,QSIGMA,UN,QUN,HUN,QHUN,UX,QUX,HUX,QHUX,UM,QUM,DHUMI40,QDHUMI40,DHUMI80,QDHUMI80,TSVM,QTSVM,ETPMON,QETPMON,ETPGRILLE,QETPGRILLE,NEIGETOTX,QNEIGETOTX,NEIGETOT06,QNEIGETOT06,NEIG,QNEIG,BROU,QBROU,GELEE,QGELEE,FUMEE,QFUMEE,BRUME,QBRUME,ALTI_y,RR,QRR,TN,QTN,HTN,QHTN,TX,QTX,HTX,QHTX,TM,QTM,TNTXM,QTNTXM,TAMPLI,QTAMPLI,TNSOL,QTNSOL,TN50,QTN50,DG,QDG,FFM,QFFM,FXY,QFXY,DXY,QDXY,HXY,QHXY,FXI,QFXI,DXI,QDXI,HXI,QHXI,FXI3S,QFXI3S,QDXI3S,HXI3S,QHXI3S
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230525,1024.6,1.0,1023.1,1.0,885.0,9.0,2911.0,9.0,96.0,9.0,36.0,1.0,1316.0,9.0,79.0,1.0,235.0,9.0,56.0,1.0,83.0,9.0,0.0,9.0,10.6,9.0,5.6,9.0,5.9,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.0,1.0,10.6,1.0,429.0,9.0,22.7,1.0,1617.0,9.0,17.1,1.0,16.7,1.0,12.1,1.0,8.4,9.0,9.8,9.0,0.0,9.0,4.5,1.0,7.2,1.0,40.0,1.0,1109.0,9.0,14.8,1.0,70.0,1.0,1250.0,9.0,13.0,1.0,,1250.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,9.0,,,,,,,,,,,,,,,75,,,10.7,1.0,420.0,9.0,22.0,1.0,1616.0,9.0,16.7,1.0,16.4,1.0,11.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230525,,,,,875.0,9.0,2896.0,9.0,94.0,9.0,41.0,1.0,1250.0,9.0,78.0,1.0,342.0,9.0,59.0,1.0,0.0,9.0,0.0,9.0,10.8,9.0,5.2,9.0,5.8,9.0,,,,,,,,,,,,,,,27,0.0,1.0,10.7,1.0,422.0,9.0,21.8,1.0,1525.0,9.0,16.5,1.0,16.3,1.0,11.1,1.0,8.9,9.0,,,0.0,9.0,4.0,1.0,6.4,1.0,20.0,1.0,937.0,9.0,12.6,1.0,40.0,1.0,1316.0,9.0,11.5,9.0,,1316.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,9.0,,,,,,,,,,,,,,,46,0.0,1.0,10.2,1.0,413.0,9.0,25.3,1.0,1535.0,9.0,17.9,1.0,17.8,1.0,15.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,9.0,,,,,,,,,,,,,,,330,,,9.4,1.0,404.0,9.0,19.3,1.0,1508.0,9.0,14.5,1.0,14.4,1.0,9.9,1.0,,,,,0.0,9.0,7.5,1.0,11.0,1.0,50.0,9.0,2245.0,9.0,15.1,1.0,50.0,9.0,2127.0,9.0,14.6,9.0,,2127.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,9.0,,,,,,,,,,,,,,,55,0.0,1.0,11.5,1.0,421.0,9.0,23.2,1.0,1525.0,9.0,17.7,1.0,17.4,1.0,11.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230526,1025.4,1.0,1024.1,1.0,882.0,9.0,2889.0,9.0,95.0,9.0,41.0,1.0,1443.0,9.0,82.0,1.0,344.0,9.0,60.0,1.0,0.0,9.0,166.0,9.0,11.7,9.0,5.4,9.0,5.5,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.0,1.0,11.0,1.0,433.0,9.0,23.7,1.0,1447.0,9.0,17.6,1.0,17.4,1.0,12.7,1.0,9.2,9.0,10.5,9.0,0.0,9.0,3.9,1.0,5.3,1.0,20.0,1.0,625.0,9.0,10.4,1.0,70.0,1.0,1447.0,9.0,9.6,1.0,,1517.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,9.0,,,,,,,,,,,,,,,75,,,11.1,1.0,358.0,9.0,23.0,1.0,1433.0,9.0,17.3,1.0,17.1,1.0,11.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230526,,,,,879.0,9.0,2883.0,9.0,95.0,9.0,46.0,1.0,1734.0,9.0,84.0,1.0,206.0,9.0,63.0,1.0,0.0,9.0,215.0,9.0,12.0,9.0,4.9,9.0,5.5,9.0,,,,,,,,,,,,,,,27,0.0,1.0,10.8,1.0,345.0,9.0,22.7,1.0,1452.0,9.0,17.1,1.0,16.8,1.0,11.9,1.0,8.9,9.0,,,0.0,9.0,3.4,1.0,5.6,1.0,20.0,1.0,1832.0,9.0,10.1,1.0,20.0,1.0,1816.0,9.0,9.5,9.0,,1816.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,9.0,,,,,,,,,,,,,,,46,0.0,1.0,11.2,1.0,442.0,9.0,26.2,1.0,1302.0,9.0,19.3,1.0,18.7,1.0,15.0,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,9.0,,,,,,,,,,,,,,,330,,,10.6,1.0,542.0,9.0,21.5,1.0,1723.0,9.0,16.4,1.0,16.1,1.0,10.9,1.0,,,,,0.0,9.0,7.1,1.0,14.2,1.0,50.0,9.0,2233.0,9.0,16.1,1.0,50.0,9.0,2216.0,9.0,15.2,9.0,,2231.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,9.0,,,,,,,,,,,,,,,55,0.0,1.0,12.7,1.0,439.0,9.0,24.4,1.0,1556.0,9.0,19.3,1.0,18.6,1.0,11.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230527,1021.2,1.0,1018.6,1.0,781.0,9.0,2680.0,9.0,84.0,9.0,40.0,1.0,1240.0,9.0,64.0,1.0,446.0,9.0,54.0,1.0,1.0,9.0,0.0,9.0,11.9,9.0,5.7,9.0,5.8,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,75,0.0,1.0,12.1,1.0,440.0,9.0,25.5,1.0,1639.0,9.0,19.1,1.0,18.8,1.0,13.4,1.0,9.1,9.0,11.3,9.0,0.0,9.0,3.5,1.0,5.1,1.0,30.0,1.0,1101.0,9.0,10.2,1.0,70.0,1.0,1517.0,9.0,9.1,1.0,,1517.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,9.0,,,,,,,,,,,,,,,75,,,12.2,1.0,443.0,9.0,24.7,1.0,1655.0,9.0,18.9,1.0,18.5,1.0,12.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230527,,,,,788.0,9.0,2710.0,9.0,85.0,9.0,43.0,1.0,1323.0,9.0,88.0,1.0,421.0,9.0,59.0,1.0,0.0,9.0,115.0,9.0,12.0,9.0,4.3,9.0,5.6,9.0,,,,,,,,,,,,,,,27,0.0,1.0,7.2,1.0,402.0,9.0,24.7,1.0,1328.0,9.0,17.8,1.0,16.0,1.0,17.5,1.0,5.7,9.0,,,0.0,9.0,2.6,1.0,4.9,1.0,10.0,1.0,1144.0,9.0,8.9,1.0,10.0,1.0,1244.0,9.0,8.7,9.0,,1244.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.0,,,,,,,,,,,,,,,46,0.0,1.0,13.2,1.0,351.0,9.0,28.6,1.0,1442.0,9.0,21.0,1.0,20.9,1.0,15.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.0,,,,,,,,,,,,,,,330,,,12.6,1.0,421.0,9.0,22.8,1.0,1511.0,9.0,18.1,1.0,17.7,1.0,10.2,1.0,,,,,0.0,9.0,8.1,1.0,14.2,1.0,30.0,9.0,2158.0,9.0,19.1,1.0,40.0,9.0,2229.0,9.0,17.9,9.0,,2239.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.0,,,,,,,,,,,,,,,55,0.0,1.0,14.4,1.0,450.0,9.0,27.3,1.0,1532.0,9.0,20.9,1.0,20.9,1.0,12.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230528,1017.7,1.0,1015.7,1.0,885.0,9.0,2875.0,9.0,95.0,9.0,29.0,1.0,1415.0,9.0,76.0,1.0,440.0,9.0,53.0,1.0,445.0,9.0,0.0,9.0,12.3,9.0,6.8,9.0,7.1,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,75,0.0,1.0,13.9,1.0,436.0,9.0,27.5,1.0,1410.0,9.0,20.8,1.0,20.7,1.0,13.6,1.0,11.2,9.0,13.1,9.0,0.0,9.0,4.1,1.0,6.1,1.0,30.0,9.0,2215.0,9.0,12.7,1.0,40.0,1.0,1052.0,9.0,11.1,1.0,,2128.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.0,,,,,,,,,,,,,,,75,,,14.0,1.0,417.0,9.0,26.9,1.0,1405.0,9.0,20.6,1.0,20.5,1.0,12.9,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230528,,,,,884.0,9.0,2865.0,9.0,95.0,9.0,34.0,1.0,1531.0,9.0,99.0,1.0,505.0,9.0,59.0,1.0,338.0,9.0,327.0,9.0,12.5,9.0,4.9,9.0,6.5,9.0,,,,,,,,,,,,,,,27,0.0,1.0,8.4,1.0,424.0,9.0,26.5,1.0,1554.0,9.0,19.4,1.0,17.5,1.0,18.1,1.0,6.8,9.0,,,0.0,9.0,3.0,1.0,6.3,1.0,20.0,1.0,1750.0,9.0,12.0,1.0,10.0,1.0,1127.0,9.0,11.2,9.0,,1127.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,46,0.0,1.0,13.5,1.0,424.0,9.0,26.6,1.0,1449.0,9.0,19.4,1.0,20.1,1.0,13.1,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,330,,,11.3,1.0,514.0,9.0,20.3,1.0,1533.0,9.0,15.6,1.0,15.8,1.0,9.0,1.0,,,,,0.0,9.0,9.1,1.0,13.0,1.0,30.0,1.0,1918.0,9.0,16.8,1.0,40.0,1.0,1918.0,9.0,15.5,9.0,,2016.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,55,0.0,1.0,14.0,1.0,458.0,9.0,24.6,1.0,1445.0,9.0,18.9,1.0,19.3,1.0,10.6,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230529,1020.1,1.0,1018.7,1.0,888.0,9.0,2858.0,9.0,95.0,9.0,41.0,1.0,1340.0,9.0,80.0,1.0,429.0,9.0,60.0,1.0,0.0,9.0,64.0,9.0,13.0,9.0,6.3,9.0,6.4,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,75,0.0,1.0,13.7,1.0,421.0,9.0,25.6,1.0,1337.0,9.0,19.0,1.0,19.7,1.0,11.9,1.0,12.0,9.0,13.2,9.0,0.0,9.0,5.2,1.0,7.1,1.0,30.0,1.0,1354.0,9.0,15.7,1.0,40.0,1.0,1552.0,9.0,13.0,1.0,,1643.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,75,,,13.7,1.0,410.0,9.0,24.9,1.0,1339.0,9.0,18.7,1.0,19.3,1.0,11.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230529,,,,,893.0,9.0,2860.0,9.0,96.0,9.0,47.0,1.0,1354.0,9.0,80.0,1.0,410.0,9.0,63.0,1.0,0.0,9.0,50.0,9.0,12.9,9.0,5.8,9.0,6.4,9.0,,,,,,,,,,,,,,,27,0.0,1.0,13.7,1.0,406.0,9.0,24.2,1.0,1324.0,9.0,18.2,1.0,19.0,1.0,10.5,1.0,12.1,9.0,,,0.0,9.0,4.6,1.0,7.3,1.0,20.0,1.0,1802.0,9.0,12.7,1.0,10.0,1.0,1821.0,9.0,11.8,9.0,,1821.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,46,0.2,1.0,10.5,1.0,403.0,9.0,25.0,1.0,1431.0,9.0,18.0,1.0,17.8,1.0,14.5,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,9.0,,,,,,,,,,,,,,,330,,,9.7,1.0,443.0,9.0,18.8,1.0,1601.0,9.0,14.5,1.0,14.3,1.0,9.1,1.0,,,,,0.0,9.0,8.6,1.0,13.7,1.0,30.0,9.0,2122.0,9.0,16.6,1.0,40.0,9.0,2117.0,9.0,15.2,9.0,,2119.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,55,0.0,1.0,12.5,1.0,455.0,9.0,23.3,1.0,1508.0,9.0,17.8,1.0,17.9,1.0,10.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230530,1022.2,1.0,1020.9,1.0,868.0,9.0,2794.0,9.0,93.0,9.0,30.0,1.0,1445.0,9.0,76.0,1.0,2344.0,9.0,53.0,1.0,367.0,9.0,0.0,9.0,10.4,9.0,6.3,9.0,6.4,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.0,1.0,12.0,1.0,411.0,9.0,23.8,1.0,1452.0,9.0,17.7,1.0,17.9,1.0,11.8,1.0,9.9,9.0,11.3,9.0,0.0,9.0,5.1,1.0,7.5,1.0,30.0,1.0,1538.0,9.0,12.9,1.0,50.0,1.0,1230.0,9.0,12.0,1.0,,1532.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.0,,,,,,,,,,,,,,,75,,,12.0,1.0,419.0,9.0,23.2,1.0,1412.0,9.0,17.5,1.0,17.6,1.0,11.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230530,,,,,873.0,9.0,2821.0,9.0,93.0,9.0,32.0,1.0,1541.0,9.0,80.0,1.0,2350.0,9.0,56.0,1.0,249.0,9.0,10.0,9.0,10.7,9.0,5.6,9.0,6.3,9.0,,,,,,,,,,,,,,,27,0.0,1.0,11.5,1.0,348.0,9.0,22.7,1.0,1338.0,9.0,17.2,1.0,17.1,1.0,11.2,1.0,10.1,9.0,,,0.0,9.0,4.4,1.0,6.5,1.0,10.0,1.0,1150.0,9.0,11.7,1.0,30.0,1.0,1520.0,9.0,10.7,9.0,,1447.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,,,,,,,,,,,,,,,46,0.0,1.0,11.9,1.0,419.0,9.0,28.2,1.0,1520.0,9.0,20.5,1.0,20.1,1.0,16.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,9.0,,,,,,,,,,,,,,,330,,,10.0,1.0,430.0,9.0,22.9,1.0,1709.0,9.0,17.2,1.0,16.5,1.0,12.9,1.0,,,,,0.0,9.0,9.4,1.0,17.0,1.0,50.0,9.0,2219.0,9.0,20.2,1.0,50.0,9.0,2153.0,9.0,19.4,9.0,,2203.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,,,,,,,,,,,,,,,55,0.0,1.0,12.6,1.0,448.0,9.0,27.0,1.0,1534.0,9.0,20.3,1.0,19.8,1.0,14.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230531,1019.6,1.0,1017.2,1.0,856.0,9.0,2942.0,9.0,91.0,9.0,31.0,1.0,1534.0,9.0,84.0,1.0,359.0,9.0,55.0,1.0,295.0,9.0,267.0,9.0,12.4,9.0,6.5,9.0,6.8,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,75,0.0,1.0,12.2,1.0,405.0,9.0,27.2,1.0,1547.0,9.0,20.3,1.0,19.7,1.0,15.0,1.0,10.5,9.0,11.7,9.0,0.0,9.0,4.4,1.0,6.6,1.0,60.0,1.0,1642.0,9.0,14.0,1.0,40.0,1.0,1508.0,9.0,12.6,1.0,,1510.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,,,,,,,,,,,,,,,75,,,12.2,1.0,411.0,9.0,26.4,1.0,1715.0,9.0,20.0,1.0,19.3,1.0,14.2,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230531,,,,,864.0,9.0,2915.0,9.0,92.0,9.0,36.0,1.0,1525.0,9.0,91.0,1.0,511.0,9.0,58.0,1.0,162.0,9.0,329.0,9.0,12.6,9.0,5.5,9.0,6.7,9.0,,,,,,,,,,,,,,,27,0.0,1.0,10.6,1.0,444.0,9.0,26.0,1.0,1444.0,9.0,19.6,1.0,18.3,1.0,15.4,1.0,9.0,9.0,,,0.0,9.0,3.7,1.0,6.7,1.0,20.0,1.0,1515.0,9.0,12.4,1.0,20.0,1.0,1513.0,9.0,11.6,9.0,,1513.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,,,,,,,,,,,,,,,46,0.0,1.0,14.2,1.0,420.0,9.0,29.0,1.0,1403.0,9.0,20.9,1.0,21.6,1.0,14.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,9.0,,,,,,,,,,,,,,,330,,,12.9,1.0,444.0,9.0,23.0,1.0,1347.0,9.0,17.3,1.0,18.0,1.0,10.1,1.0,,,,,0.0,9.0,7.7,1.0,12.9,1.0,50.0,1.0,23.0,9.0,17.1,1.0,30.0,1.0,313.0,9.0,14.7,9.0,,44.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,,,,,,,,,,,,,,,55,0.0,1.0,14.9,1.0,440.0,9.0,27.3,1.0,1526.0,9.0,20.5,1.0,21.1,1.0,12.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230601,1018.8,1.0,1016.9,1.0,875.0,9.0,2903.0,9.0,93.0,9.0,35.0,1.0,1407.0,9.0,84.0,1.0,322.0,9.0,59.0,1.0,123.0,9.0,211.0,9.0,13.7,9.0,6.8,9.0,7.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,75,0.0,1.0,14.6,1.0,426.0,9.0,28.0,1.0,1423.0,9.0,20.4,1.0,21.3,1.0,13.4,1.0,12.6,9.0,13.9,9.0,0.0,9.0,4.5,1.0,7.3,1.0,30.0,9.0,2140.0,9.0,12.8,1.0,20.0,1.0,1641.0,9.0,11.5,1.0,,1641.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,,,,,,,,,,,,,,,75,,,14.6,1.0,417.0,9.0,27.4,1.0,1442.0,9.0,20.2,1.0,21.0,1.0,12.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230601,,,,,877.0,9.0,2896.0,9.0,93.0,9.0,37.0,1.0,1357.0,9.0,83.0,1.0,359.0,9.0,61.0,1.0,33.0,9.0,129.0,9.0,13.8,9.0,6.3,9.0,6.9,9.0,,,,,,,,,,,,,,,27,0.0,1.0,14.4,1.0,356.0,9.0,26.8,1.0,1320.0,9.0,19.8,1.0,20.6,1.0,12.4,1.0,12.0,9.0,,,0.0,9.0,4.1,1.0,6.5,1.0,360.0,9.0,2307.0,9.0,11.2,1.0,360.0,1.0,1350.0,9.0,10.6,9.0,,1456.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,9.0,,,,,,,,,,,,,,,46,0.0,1.0,10.7,1.0,349.0,9.0,23.5,1.0,1425.0,9.0,16.6,1.0,17.1,1.0,12.8,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,9.0,,,,,,,,,,,,,,,330,,,8.1,1.0,429.0,9.0,16.9,1.0,1641.0,9.0,12.7,1.0,12.5,1.0,8.8,1.0,,,,,0.0,9.0,7.9,1.0,11.6,1.0,20.0,1.0,421.0,9.0,16.7,1.0,40.0,1.0,415.0,9.0,15.2,9.0,,348.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,9.0,,,,,,,,,,,,,,,55,0.0,1.0,11.1,1.0,359.0,9.0,21.5,1.0,1525.0,9.0,16.1,1.0,16.3,1.0,10.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75114001,PARIS-MONTSOURIS,48.821667,2.337833,75.0,20230602,1019.2,1.0,1017.4,1.0,695.0,9.0,2825.0,9.0,74.0,9.0,42.0,1.0,1444.0,9.0,83.0,1.0,327.0,9.0,61.0,1.0,0.0,9.0,262.0,9.0,10.9,9.0,5.6,9.0,5.7,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,,,0.0,9.0,0.0,9.0,75,0.0,1.0,10.8,1.0,349.0,9.0,22.0,1.0,1442.0,9.0,16.0,1.0,16.4,1.0,11.2,1.0,10.0,9.0,10.5,9.0,0.0,9.0,5.0,1.0,7.2,1.0,30.0,1.0,426.0,9.0,14.0,1.0,50.0,1.0,418.0,9.0,12.1,1.0,,418.0,9.0
75114007,PARIS-MONTSOURIS-DOUBLE,48.821667,2.337833,75.0,20230602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,9.0,,,,,,,,,,,,,,,75,,,10.7,1.0,350.0,9.0,21.4,1.0,1442.0,9.0,15.7,1.0,16.1,1.0,10.7,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75116008,LONGCHAMP,48.854833,2.233667,27.0,20230602,,,,,743.0,9.0,2870.0,9.0,79.0,9.0,45.0,1.0,1338.0,9.0,89.0,1.0,207.0,9.0,63.0,1.0,0.0,9.0,313.0,9.0,10.9,9.0,5.2,9.0,5.7,9.0,,,,,,,,,,,,,,,27,0.0,1.0,10.8,1.0,337.0,9.0,21.0,1.0,1526.0,9.0,15.5,1.0,15.9,1.0,10.2,1.0,9.8,9.0,,,0.0,9.0,4.2,1.0,6.6,1.0,20.0,1.0,537.0,9.0,11.5,1.0,10.0,1.0,528.0,9.0,10.6,9.0,,528.0,9.0
75106001,LUXEMBOURG,48.844667,2.333833,46.0,20230603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.0,,,,,,,,,,,,,,,46,0.0,1.0,11.5,1.0,357.0,9.0,26.9,1.0,1504.0,9.0,19.6,1.0,19.2,1.0,15.4,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
75107005,TOUR EIFFEL,48.858333,2.2945,330.0,20230603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,9.0,,,,,,,,,,,,,,,330,,,10.2,1.0,430.0,9.0,21.2,1.0,1545.0,9.0,16.3,1.0,15.7,1.0,11.0,1.0,,,,,0.0,9.0,7.6,1.0,14.6,1.0,50.0,9.0,2231.0,9.0,17.1,1.0,50.0,9.0,2240.0,9.0,16.2,9.0,,2216.0,9.0
75110001,LARIBOISIERE,48.882833,2.352,55.0,20230603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.0,,,,,,,,,,,,,,,55,0.0,1.0,12.3,1.0,437.0,9.0,25.6,1.0,1508.0,9.0,19.4,1.0,19.0,1.0,13.3,1.0,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,,
